Dates,NATR Values
2022-10-12,4.6398
2022-10-11,4.6356
2022-10-10,4.6278
2022-10-07,4.7055
2022-10-06,4.6494
2022-10-05,4.6924
2022-10-04,4.6571
2022-10-03,4.9117
2022-09-30,5.1143
2022-09-29,4.9687
2022-09-28,4.6145
2022-09-27,4.8238
2022-09-26,4.8511
2022-09-23,4.7156
2022-09-22,4.4179
2022-09-21,4.2869
2022-09-20,4.2019
2022-09-19,4.2659
2022-09-16,4.3051
2022-09-15,4.1171
2022-09-14,4.1314
2022-09-13,4.1967
2022-09-12,3.8255
2022-09-09,3.8877
2022-09-08,3.9240
2022-09-07,3.9930
2022-09-06,4.0963
2022-09-02,4.1416
2022-09-01,4.1023
2022-08-31,3.8938
2022-08-30,3.8823
2022-08-29,3.7712
2022-08-26,3.8107
2022-08-25,3.6915
2022-08-24,3.8245
2022-08-23,3.9367
2022-08-22,4.0098
2022-08-19,3.9299
2022-08-18,3.7990
2022-08-17,3.8695
2022-08-16,3.7655
2022-08-15,3.8223
2022-08-12,3.8606
2022-08-11,3.9580
2022-08-10,3.9547
2022-08-09,4.0596
2022-08-08,4.0788
2022-08-05,4.1046
2022-08-04,4.1132
2022-08-03,4.1481
2022-08-02,4.2550
2022-08-01,4.1216
2022-07-29,4.3039
2022-07-28,4.3426
2022-07-27,4.4240
2022-07-26,4.3891
2022-07-25,4.4101
2022-07-22,4.3882
2022-07-21,4.3172
2022-07-20,4.4192
2022-07-19,4.5072
2022-07-18,4.7427
2022-07-15,4.7181
2022-07-14,4.7632
2022-07-13,4.8709
2022-07-12,4.7933
2022-07-11,5.0675
2022-07-08,5.0297
2022-07-07,5.0503
2022-07-06,5.2024
2022-07-05,5.1920
2022-07-01,5.0922
2022-06-30,5.2193
2022-06-29,5.1583
2022-06-28,5.1940
2022-06-27,5.1721
2022-06-24,5.0963
2022-06-23,5.3735
2022-06-22,5.2466
2022-06-21,5.2875
2022-06-17,5.3173
2022-06-16,5.4513
2022-06-15,5.4853
2022-06-14,5.9126
2022-06-13,6.1998
2022-06-10,5.5648
2022-06-09,5.2876
2022-06-08,5.0804
2022-06-07,5.0857
2022-06-06,5.1702
2022-06-03,5.2122
2022-06-02,5.2260
2022-06-01,5.5801
2022-05-31,5.5478
2022-05-27,5.5617
2022-05-26,5.8032
2022-05-25,6.0834
2022-05-24,6.2803
2022-05-23,6.0557
2022-05-20,6.2818
2022-05-19,5.8964
2022-05-18,6.0180
2022-05-17,5.7175
2022-05-16,6.0660
2022-05-13,5.8957
2022-05-12,6.0748
2022-05-11,5.7557
2022-05-10,5.5647
2022-05-09,5.5480
2022-05-06,4.8458
2022-05-05,4.8246
2022-05-04,4.6030
2022-05-03,4.7160
2022-05-02,4.8834
2022-04-29,4.8921
2022-04-28,4.7052
2022-04-27,4.6908
2022-04-26,4.1690
2022-04-25,3.9345
2022-04-22,3.9403
2022-04-21,3.8601
2022-04-20,3.7812
2022-04-19,3.7587
2022-04-18,3.8781
2022-04-14,3.8680
2022-04-13,3.8833
2022-04-12,4.0276
2022-04-11,4.0928
2022-04-08,4.0993
2022-04-07,4.0732
2022-04-06,4.0835
2022-04-05,4.0094
2022-04-04,3.8037
2022-04-01,3.8371
2022-03-31,3.8594
2022-03-30,3.8051
2022-03-29,3.8408
2022-03-28,3.9478
2022-03-25,3.9597
2022-03-24,3.9869
2022-03-23,4.0851
2022-03-22,3.9951
2022-03-21,4.0978
2022-03-18,3.9018
2022-03-17,4.0015
2022-03-16,4.0555
2022-03-15,4.2374
2022-03-14,4.3736
2022-03-11,4.3794
2022-03-10,4.3127
2022-03-09,4.3207
2022-03-08,4.4232
2022-03-07,4.4772
2022-03-04,4.1196
2022-03-03,3.9186
2022-03-02,3.7165
2022-03-01,3.7942
2022-02-28,3.5517
2022-02-25,3.5866
2022-02-24,3.6581
2022-02-23,3.6465
2022-02-22,3.6021
2022-02-18,3.3852
2022-02-17,3.3222
2022-02-16,3.2488
2022-02-15,3.2921
2022-02-14,3.3900
2022-02-11,3.3563
2022-02-10,3.2198
2022-02-09,3.2393
2022-02-08,3.3095
2022-02-07,3.3583
2022-02-04,3.4292
2022-02-03,3.4492
2022-02-02,3.4529
2022-02-01,3.4588
2022-01-31,3.5840
2022-01-28,3.7320
2022-01-27,3.7498
2022-01-26,3.6211
2022-01-25,3.3741
2022-01-24,3.3605
2022-01-21,3.2799
2022-01-20,3.1185
2022-01-19,3.0596
2022-01-18,2.9351
2022-01-14,2.9335
2022-01-13,2.9667
2022-01-12,3.0284
2022-01-11,3.0614
2022-01-10,3.1400
2022-01-07,3.0327
2022-01-06,3.0881
2022-01-05,3.0476
2022-01-04,3.0336
2022-01-03,3.1157
2021-12-31,3.1890
2021-12-30,3.1950
2021-12-29,3.2109
2021-12-28,3.2022
2021-12-27,3.2420
2021-12-23,3.2400
2021-12-22,3.3090
2021-12-21,3.3622
2021-12-20,3.5104
2021-12-17,3.4268
2021-12-16,3.4567
2021-12-15,3.3613
2021-12-14,3.3633
2021-12-13,3.3439
2021-12-10,3.1900
2021-12-09,3.1617
2021-12-08,3.1168
2021-12-07,3.1653
2021-12-06,3.2190
2021-12-03,3.3254
2021-12-02,3.2579
2021-12-01,3.4194
2021-11-30,3.1784
2021-11-29,3.1815
2021-11-26,3.1432
2021-11-24,2.8730
2021-11-23,2.9098
2021-11-22,2.9075
2021-11-19,2.8504
2021-11-18,2.6148
2021-11-17,2.6166
2021-11-16,2.6153
2021-11-15,2.5188
2021-11-12,2.5915
2021-11-11,2.6183
2021-11-10,2.6437
2021-11-09,2.5919
2021-11-08,2.5737
2021-11-05,2.5611
2021-11-04,2.6429
2021-11-03,2.6642
2021-11-02,2.6987
2021-11-01,2.6828
2021-10-29,2.7597
2021-10-28,2.7760
2021-10-27,2.8087
2021-10-26,2.7517
2021-10-25,2.7036
2021-10-22,2.7356
2021-10-21,2.7341
2021-10-20,2.7257
2021-10-19,2.7432
2021-10-18,2.7637
2021-10-15,2.7890
2021-10-14,2.8094
2021-10-13,2.7634
2021-10-12,2.7521
2021-10-11,2.7226
2021-10-08,2.7178
2021-10-07,2.7423
2021-10-06,2.7804
2021-10-05,2.7910
2021-10-04,2.8192
2021-10-01,2.7947
2021-09-30,2.8674
2021-09-29,2.7950
2021-09-28,2.8351
2021-09-27,2.7444
2021-09-24,2.7690
2021-09-23,2.7946
2021-09-22,2.8528
2021-09-21,2.9364
2021-09-20,2.9429
2021-09-17,2.8833
2021-09-16,2.9090
2021-09-15,2.9279
2021-09-14,2.9862
2021-09-13,2.9544
2021-09-10,3.0187
2021-09-09,2.9729
2021-09-08,3.0134
2021-09-07,2.9808
2021-09-03,2.9307
2021-09-02,2.9201
2021-09-01,2.9629
2021-08-31,2.9658
2021-08-30,3.0122
2021-08-27,2.9724
2021-08-26,3.0507
2021-08-25,2.9847
2021-08-24,3.0106
2021-08-23,3.0660
2021-08-20,3.1555
2021-08-19,3.1911
2021-08-18,3.0868
2021-08-17,3.0605
2021-08-16,2.9472
2021-08-13,2.8744
2021-08-12,2.8409
2021-08-11,2.8435
2021-08-10,2.9038
2021-08-09,2.9619
2021-08-06,2.9757
2021-08-05,3.0226
2021-08-04,3.0838
2021-08-03,3.0504
2021-08-02,3.0938
2021-07-30,3.0906
2021-07-29,3.0287
2021-07-28,3.0587
2021-07-27,3.1120
2021-07-26,3.0761
2021-07-23,3.1428
2021-07-22,3.1816
2021-07-21,3.1834
2021-07-20,3.2638
2021-07-19,3.3879
2021-07-16,3.1651
2021-07-15,3.0931
2021-07-14,3.0791
2021-07-13,3.0347
2021-07-12,2.8788
2021-07-09,2.8849
2021-07-08,2.9430
2021-07-07,2.9681
2021-07-06,2.9080
2021-07-02,2.9287
2021-07-01,2.8939
2021-06-30,2.9279
2021-06-29,2.9890
2021-06-28,2.9225
2021-06-25,2.8030
2021-06-24,2.8022
2021-06-23,2.8815
2021-06-22,2.9068
2021-06-21,2.9130
2021-06-18,2.9998
2021-06-17,3.0072
2021-06-16,2.9779
2021-06-15,2.9448
2021-06-14,2.9923
2021-06-11,2.9873
2021-06-10,2.9914
2021-06-09,2.9977
2021-06-08,2.9595
2021-06-07,2.9701
2021-06-04,3.0281
2021-06-03,3.0580
2021-06-02,3.0084
2021-06-01,3.0502
2021-05-28,3.1384
2021-05-27,3.1121
2021-05-26,3.2034
2021-05-25,3.2551
2021-05-24,3.3132
2021-05-21,3.3672
2021-05-20,3.4666
2021-05-19,3.5458
2021-05-18,3.5032
2021-05-17,3.5158
2021-05-14,3.5361
2021-05-13,3.6462
2021-05-12,3.6577
2021-05-11,3.5190
2021-05-10,3.4489
2021-05-07,3.4067
2021-05-06,3.4915
2021-05-05,3.5469
2021-05-04,3.4819
2021-05-03,3.4339
2021-04-30,3.4885
2021-04-29,3.4999
2021-04-28,3.5276
2021-04-27,3.4146
2021-04-26,3.4647
2021-04-23,3.5271
2021-04-22,3.6136
2021-04-21,3.6083
2021-04-20,3.6541
2021-04-19,3.4759
2021-04-16,3.4402
2021-04-15,3.4141
2021-04-14,3.4276
2021-04-13,3.4288
2021-04-12,3.4828
2021-04-09,3.4648
2021-04-08,3.4554
2021-04-07,3.5135
2021-04-06,3.5082
2021-04-05,3.4851
2021-04-01,3.5855
2021-03-31,3.5807
2021-03-30,3.6456
2021-03-29,3.7047
2021-03-26,3.7855
2021-03-25,3.7390
2021-03-24,3.8066
2021-03-23,3.7696
2021-03-22,3.5973
2021-03-19,3.5449
2021-03-18,3.5535
2021-03-17,3.4246
2021-03-16,3.5299
2021-03-15,3.3714
2021-03-12,3.2868
2021-03-11,3.4391
2021-03-10,3.5105
2021-03-09,3.6677
2021-03-08,3.7479
2021-03-05,3.7772
2021-03-04,3.6824
2021-03-03,3.5299
2021-03-02,3.5773
2021-03-01,3.5841
2021-02-26,3.7267
2021-02-25,3.6364
2021-02-24,3.3719
2021-02-23,3.5468
2021-02-22,3.5281
2021-02-19,3.4341
2021-02-18,3.5657
2021-02-17,3.4491
2021-02-16,3.4359
2021-02-12,3.5470
2021-02-11,3.5911
2021-02-10,3.5904
2021-02-09,3.5487
2021-02-08,3.5999
2021-02-05,3.7046
2021-02-04,3.6682
2021-02-03,3.7516
2021-02-02,3.8778
2021-02-01,3.9850
2021-01-29,4.0534
2021-01-28,3.9849
2021-01-27,4.0661
2021-01-26,3.8811
2021-01-25,3.8691
2021-01-22,3.8357
2021-01-21,3.8534
2021-01-20,3.8030
2021-01-19,3.8470
2021-01-15,3.9763
2021-01-14,3.8939
2021-01-13,3.9564
2021-01-12,3.9753
2021-01-11,4.0463
2021-01-08,3.9813
2021-01-07,3.9518
2021-01-06,4.0107
2021-01-05,4.0205
2021-01-04,4.1758
2020-12-31,3.9250
2020-12-30,3.9173
2020-12-29,3.9655
2020-12-28,3.9901
2020-12-24,4.0137
2020-12-23,4.0127
2020-12-22,4.0592
2020-12-21,4.0744
2020-12-18,4.0689
2020-12-17,4.0792
2020-12-16,4.0052
2020-12-15,3.9594
2020-12-14,3.9831
2020-12-11,3.9522
2020-12-10,3.8936
2020-12-09,3.9346
2020-12-08,3.8300
2020-12-07,3.8198
2020-12-04,3.8895
2020-12-03,3.8256
2020-12-02,3.9710
2020-12-01,4.1175
2020-11-30,4.1759
2020-11-27,4.0599
2020-11-25,4.0851
2020-11-24,4.0778
2020-11-23,4.1877
2020-11-20,4.3790
2020-11-19,4.2634
2020-11-18,4.3054
2020-11-17,4.0575
2020-11-16,4.1441
2020-11-13,4.4015
2020-11-12,4.6336
2020-11-11,4.4938
2020-11-10,4.3228
2020-11-09,4.4745
2020-11-06,4.8459
2020-11-05,4.9139
2020-11-04,5.1140
2020-11-03,5.0936
2020-11-02,5.2888
2020-10-30,5.4663
2020-10-29,5.3267
2020-10-28,5.3927
2020-10-27,5.1559
2020-10-26,5.0043
2020-10-23,4.8058
2020-10-22,4.8035
2020-10-21,4.9855
2020-10-20,4.9379
2020-10-19,5.0047
2020-10-16,5.0418
2020-10-15,5.1280
2020-10-14,5.1921
2020-10-13,5.2959
2020-10-12,5.1716
2020-10-09,5.2381
2020-10-08,5.2851
2020-10-07,5.4476
2020-10-06,5.6483
2020-10-05,5.1776
2020-10-02,5.3258
2020-10-01,5.3446
2020-09-30,5.4469
2020-09-29,5.5224
2020-09-28,5.5009
2020-09-25,5.8182
2020-09-24,6.1992
2020-09-23,6.0279
2020-09-22,5.8065
2020-09-21,5.8752
2020-09-18,5.7290
2020-09-17,5.5170
2020-09-16,5.5417
2020-09-15,5.6640
2020-09-14,5.6466
2020-09-11,5.8562
2020-09-10,6.0068
2020-09-09,5.9328
2020-09-08,5.9658
2020-09-04,5.6068
2020-09-03,5.6918
2020-09-02,5.4596
2020-09-01,5.6157
2020-08-31,5.6655
2020-08-28,5.6026
2020-08-27,5.7143
2020-08-26,5.7972
2020-08-25,5.7802
2020-08-24,5.6873
2020-08-21,6.0453
2020-08-20,6.0592
2020-08-19,6.1341
2020-08-18,6.1639
2020-08-17,6.1745
2020-08-14,6.0069
2020-08-13,6.1638
2020-08-12,6.1823
2020-08-11,6.0200
2020-08-10,6.0474
2020-08-07,6.3944
2020-08-06,6.4008
2020-08-05,6.3952
2020-08-04,6.7673
2020-08-03,6.9601
2020-07-31,7.1627
2020-07-30,7.0406
2020-07-29,6.9426
2020-07-28,6.7555
2020-07-27,6.8528
2020-07-24,6.7894
2020-07-23,6.7356
2020-07-22,6.6650
2020-07-21,6.7588
2020-07-20,6.9669
2020-07-17,7.0014
2020-07-16,6.9594
2020-07-15,6.6372
2020-07-14,6.9644
2020-07-13,7.1893
2020-07-10,7.1196
2020-07-09,7.3684
2020-07-08,7.1449
2020-07-07,7.2704
2020-07-06,6.9617
2020-07-02,7.2862
2020-07-01,7.3705
2020-06-30,7.2810
2020-06-29,6.8541
2020-06-26,7.7070
2020-06-25,7.5604
2020-06-24,7.5443
2020-06-23,7.1115
2020-06-22,7.1608
2020-06-19,7.2914
2020-06-18,7.0942
2020-06-17,7.1147
2020-06-16,7.0006
2020-06-15,7.2135
2020-06-12,7.2295
2020-06-11,7.9680
2020-06-10,6.4199
2020-06-09,5.9659
2020-06-08,5.5700
2020-06-05,6.0915
2020-06-04,6.5465
2020-06-03,6.9279
2020-06-02,7.7121
2020-06-01,7.9092
2020-05-29,8.2513
2020-05-28,8.0731
2020-05-27,8.1500
2020-05-26,8.4730
2020-05-22,8.9742
2020-05-21,8.9826
2020-05-20,9.3893
2020-05-19,9.7141
2020-05-18,9.4445
2020-05-15,10.6017
2020-05-14,10.5166
2020-05-13,10.6749
2020-05-12,10.4732
2020-05-11,10.2556
2020-05-08,10.0257
2020-05-07,10.5017
2020-05-06,11.1649
2020-05-05,10.9818
2020-05-04,10.5528
2020-05-01,10.4759
2020-04-30,9.9525
2020-04-29,10.1220
2020-04-28,10.6875
2020-04-27,10.9776
2020-04-24,11.0589
2020-04-23,10.4275
2020-04-22,10.7467
2020-04-21,10.7623
2020-04-20,10.3093
2020-04-17,9.6575
2020-04-16,11.0048
2020-04-15,10.1588
2020-04-14,10.5038
2020-04-13,10.0859
2020-04-09,9.8551
2020-04-08,10.2421
2020-04-07,10.6626
2020-04-06,10.0178
2020-04-03,11.8004
2020-04-02,12.0178
2020-04-01,11.3058
2020-03-31,9.8482
2020-03-30,9.6860
2020-03-27,9.0221
2020-03-26,7.9777
2020-03-25,8.9027
2020-03-24,10.5409
2020-03-23,12.5709
2020-03-20,13.8104
2020-03-19,13.4371
2020-03-18,12.8841
2020-03-17,10.2129
2020-03-16,9.4508
2020-03-13,6.8469
2020-03-12,7.3707
2020-03-11,5.7810
2020-03-10,4.4395
2020-03-09,4.4016
2020-03-06,3.5941
2020-03-05,3.5815
2020-03-04,3.1917
2020-03-03,3.2212
2020-03-02,3.0520
2020-02-28,3.1454
2020-02-27,2.9397
2020-02-26,2.6824
2020-02-25,2.6753
2020-02-24,2.5025
2020-02-21,2.3704
2020-02-20,2.3396
2020-02-19,2.3378
2020-02-18,2.3476
2020-02-14,2.3579
2020-02-13,2.3510
2020-02-12,2.3501
2020-02-11,2.3864
2020-02-10,2.3979
2020-02-07,2.4461
2020-02-06,2.4275
2020-02-05,2.4562
2020-02-04,2.5225
2020-02-03,2.5611
2020-01-31,2.5571
2020-01-30,2.5289
2020-01-29,2.5419
2020-01-28,2.5700
2020-01-27,2.5876
2020-01-24,2.5342
2020-01-23,2.5408
2020-01-22,2.5973
2020-01-21,2.5440
2020-01-17,2.3783
2020-01-16,2.3111
2020-01-15,2.3519
2020-01-14,2.3605
2020-01-13,2.3805
2020-01-10,2.4055
2020-01-09,2.3577
2020-01-08,2.3781
2020-01-07,2.3376
2020-01-06,2.3282
2020-01-03,2.3399
2020-01-02,2.3555
2019-12-31,2.4118
2019-12-30,2.4359
2019-12-27,2.4271
2019-12-26,2.4505
2019-12-24,2.4525
2019-12-23,2.4257
2019-12-20,2.4690
2019-12-19,2.4319
2019-12-18,2.4772
2019-12-17,2.5047
2019-12-16,2.4913
2019-12-13,2.3420
2019-12-12,2.3095
2019-12-11,2.2730
2019-12-10,2.2657
2019-12-09,2.2672
2019-12-06,2.2686
2019-12-05,2.3197
2019-12-04,2.3174
2019-12-03,2.3054
2019-12-02,2.2863
2019-11-29,2.1947
2019-11-27,2.2167
2019-11-26,2.1919
2019-11-25,2.2203
2019-11-22,2.2485
2019-11-21,2.2854
2019-11-20,2.2783
2019-11-19,2.3205
2019-11-18,2.2790
2019-11-15,2.2694
2019-11-14,2.3089
2019-11-13,2.3487
2019-11-12,2.3631
2019-11-11,2.3451
2019-11-08,2.3611
2019-11-07,2.3281
2019-11-06,2.3684
2019-11-05,2.3534
2019-11-04,2.3895
2019-11-01,2.4430
2019-10-31,2.4974
2019-10-30,2.4641
2019-10-29,2.4543
2019-10-28,2.5007
2019-10-25,2.5266
2019-10-24,2.5094
2019-10-23,2.5433
2019-10-22,2.5356
2019-10-21,2.5695
2019-10-18,2.4070
2019-10-17,2.1492
2019-10-16,2.1472
2019-10-15,2.1547
2019-10-14,2.1692
2019-10-11,2.1705
2019-10-10,2.2004
2019-10-09,2.1964
2019-10-08,2.2226
2019-10-07,2.2061
2019-10-04,2.2285
2019-10-03,2.2720
2019-10-02,2.2980
2019-10-01,2.2367
2019-09-30,2.2051
2019-09-27,2.1983
2019-09-26,2.1755
2019-09-25,2.1980
2019-09-24,2.2196
2019-09-23,2.2570
2019-09-20,2.2582
2019-09-19,2.2379
2019-09-18,2.2422
2019-09-17,2.2643
2019-09-16,2.3027
2019-09-13,2.3084
2019-09-12,2.3482
2019-09-11,2.2987
2019-09-10,2.3454
2019-09-09,2.4025
2019-09-06,2.3765
2019-09-05,2.4104
2019-09-04,2.4388
2019-09-03,2.4825
2019-08-30,2.3903
2019-08-29,2.4259
2019-08-28,2.4600
2019-08-27,2.4955
2019-08-26,2.4721
2019-08-23,2.4791
2019-08-22,2.4528
2019-08-21,2.5102
2019-08-20,2.5585
2019-08-19,2.5648
2019-08-16,2.6098
2019-08-15,2.6539
2019-08-14,2.7178
2019-08-13,2.5933
2019-08-12,2.6033
2019-08-09,2.5828
2019-08-08,2.6090
2019-08-07,2.6718
2019-08-06,2.6618
2019-08-05,2.6871
2019-08-02,2.5975
2019-08-01,2.6422
2019-07-31,2.5741
2019-07-30,2.5191
2019-07-29,2.5597
2019-07-26,2.5344
2019-07-25,2.5255
2019-07-24,2.3932
2019-07-23,2.2945
2019-07-22,2.3077
2019-07-19,2.2730
2019-07-18,2.3260
2019-07-17,2.2655
2019-07-16,2.3113
2019-07-15,2.3425
2019-07-12,2.3307
2019-07-11,2.3786
2019-07-10,2.4237
2019-07-09,2.4372
2019-07-08,2.4663
2019-07-05,2.4461
2019-07-03,2.4723
2019-07-02,2.5100
2019-07-01,2.5213
2019-06-28,2.4526
2019-06-27,2.4765
2019-06-26,2.3849
2019-06-25,2.4172
2019-06-24,2.3964
2019-06-21,2.4394
2019-06-20,2.4451
2019-06-19,2.4977
2019-06-18,2.4521
2019-06-17,2.5229
2019-06-14,2.5789
2019-06-13,2.5995
2019-06-12,2.6374
2019-06-11,2.6353
2019-06-10,2.6127
2019-06-07,2.6446
2019-06-06,2.6951
2019-06-05,2.7296
2019-06-04,2.6957
2019-06-03,2.7519
2019-05-31,2.7204
2019-05-30,2.6607
2019-05-29,2.7001
2019-05-28,2.6572
2019-05-24,2.6858
2019-05-23,2.7114
2019-05-22,2.6820
2019-05-21,2.6514
2019-05-20,2.7050
2019-05-17,2.7118
2019-05-16,2.7257
2019-05-15,2.7829
2019-05-14,2.7949
2019-05-13,2.8462
2019-05-10,2.6609
2019-05-09,2.6733
2019-05-08,2.6426
2019-05-07,2.6688
2019-05-06,2.5269
2019-05-03,2.4864
2019-05-02,2.5217
2019-05-01,2.5425
2019-04-30,2.5622
2019-04-29,2.5723
2019-04-26,2.5671
2019-04-25,2.5745
2019-04-24,2.6129
2019-04-23,2.6356
2019-04-22,2.6580
2019-04-18,2.6495
2019-04-17,2.6967
2019-04-16,2.6856
2019-04-15,2.7339
2019-04-12,2.7269
2019-04-11,2.7999
2019-04-10,2.8595
2019-04-09,2.8516
2019-04-08,2.8303
2019-04-05,2.6552
2019-04-04,2.6428
2019-04-03,2.7093
2019-04-02,2.6831
2019-04-01,2.6993
2019-03-29,2.7661
2019-03-28,2.8329
2019-03-27,2.8689
2019-03-26,2.8965
2019-03-25,2.9109
2019-03-22,2.9874
2019-03-21,2.9010
2019-03-20,2.9071
2019-03-19,2.9479
2019-03-18,2.9748
2019-03-15,2.9183
2019-03-14,2.9179
2019-03-13,2.9023
2019-03-12,2.8749
2019-03-11,2.5899
2019-03-08,2.2266
2019-03-07,2.2336
2019-03-06,2.2149
2019-03-05,2.1832
2019-03-04,2.1900
2019-03-01,2.1117
2019-02-28,2.1300
2019-02-27,2.1680
2019-02-26,2.2115
2019-02-25,2.2334
2019-02-22,2.2658
2019-02-21,2.3142
2019-02-20,2.3066
2019-02-19,2.3563
2019-02-15,2.3778
2019-02-14,2.4335
2019-02-13,2.4566
2019-02-12,2.4808
2019-02-11,2.5372
2019-02-08,2.5469
2019-02-07,2.5601
2019-02-06,2.5474
2019-02-05,2.5644
2019-02-04,2.6329
2019-02-01,2.7022
2019-01-31,2.7276
2019-01-30,2.7318
2019-01-29,2.8105
2019-01-28,2.8530
2019-01-25,2.8638
2019-01-24,2.9213
2019-01-23,2.9423
2019-01-22,2.9597
2019-01-18,2.9048
2019-01-17,2.9639
2019-01-16,3.0088
2019-01-15,3.0487
2019-01-14,3.0965
2019-01-11,3.1029
2019-01-10,3.1326
2019-01-09,3.2160
2019-01-08,3.2735
2019-01-07,3.3850
2019-01-04,3.4191
2019-01-03,3.5554
2019-01-02,3.3925
2018-12-31,3.4110
2018-12-28,3.5011
2018-12-27,3.5229
2018-12-26,3.5347
2018-12-24,3.6992
2018-12-21,3.5763
2018-12-20,3.4788
2018-12-19,3.3893
2018-12-18,3.2606
2018-12-17,3.3497
2018-12-14,3.3082
2018-12-13,3.2438
2018-12-12,3.2692
2018-12-11,3.3216
2018-12-10,3.2461
2018-12-07,3.2706
2018-12-06,3.1503
2018-12-04,2.9650
2018-12-03,2.7755
2018-11-30,2.8090
