Dates,T3 Values
2022-07-29,198.5210
2022-07-28,198.9099
2022-07-27,199.2961
2022-07-26,199.6796
2022-07-25,200.0601
2022-07-22,200.4376
2022-07-21,200.8118
2022-07-20,201.1828
2022-07-19,201.5501
2022-07-18,201.9138
2022-07-15,202.2736
2022-07-14,202.6294
2022-07-13,202.9810
2022-07-12,203.3283
2022-07-11,203.6712
2022-07-08,204.0096
2022-07-07,204.3433
2022-07-06,204.6723
2022-07-05,204.9965
2022-07-01,205.3158
2022-06-30,205.6302
2022-06-29,205.9395
2022-06-28,206.2438
2022-06-27,206.5428
2022-06-24,206.8366
2022-06-23,207.1251
2022-06-22,207.4081
2022-06-21,207.6857
2022-06-17,207.9578
2022-06-16,208.2243
2022-06-15,208.4852
2022-06-14,208.7404
2022-06-13,208.9898
2022-06-10,209.2335
2022-06-09,209.4716
2022-06-08,209.7039
2022-06-07,209.9307
2022-06-06,210.1518
2022-06-03,210.3673
2022-06-02,210.5771
2022-06-01,210.7812
2022-05-31,210.9795
2022-05-27,211.1721
2022-05-26,211.3590
2022-05-25,211.5401
2022-05-24,211.7157
2022-05-23,211.8856
2022-05-20,212.0501
2022-05-19,212.2092
2022-05-18,212.3630
2022-05-17,212.5117
2022-05-16,212.6554
2022-05-13,212.7942
2022-05-12,212.9282
2022-05-11,213.0576
2022-05-10,213.1825
2022-05-09,213.3031
2022-05-06,213.4195
2022-05-05,213.5320
2022-05-04,213.6406
2022-05-03,213.7454
2022-05-02,213.8466
2022-04-29,213.9441
2022-04-28,214.0382
2022-04-27,214.1288
2022-04-26,214.2162
2022-04-25,214.3004
2022-04-22,214.3815
2022-04-21,214.4596
2022-04-20,214.5347
2022-04-19,214.6068
2022-04-18,214.6759
2022-04-14,214.7420
2022-04-13,214.8051
2022-04-12,214.8651
2022-04-11,214.9221
2022-04-08,214.9760
2022-04-07,215.0269
2022-04-06,215.0749
2022-04-05,215.1199
2022-04-04,215.1620
2022-04-01,215.2012
2022-03-31,215.2376
2022-03-30,215.2711
2022-03-29,215.3017
2022-03-28,215.3294
2022-03-25,215.3541
2022-03-24,215.3758
2022-03-23,215.3945
2022-03-22,215.4102
2022-03-21,215.4228
2022-03-18,215.4325
2022-03-17,215.4391
2022-03-16,215.4428
2022-03-15,215.4434
2022-03-14,215.4410
2022-03-11,215.4356
2022-03-10,215.4273
2022-03-09,215.4160
2022-03-08,215.4020
2022-03-07,215.3853
2022-03-04,215.3659
2022-03-03,215.3439
2022-03-02,215.3196
2022-03-01,215.2930
2022-02-28,215.2642
2022-02-25,215.2331
2022-02-24,215.1997
2022-02-23,215.1642
2022-02-22,215.1265
2022-02-18,215.0865
2022-02-17,215.0443
2022-02-16,215.0000
2022-02-15,214.9535
2022-02-14,214.9047
2022-02-11,214.8536
2022-02-10,214.8002
2022-02-09,214.7442
2022-02-08,214.6858
2022-02-07,214.6248
2022-02-04,214.5611
2022-02-03,214.4947
2022-02-02,214.4256
2022-02-01,214.3536
2022-01-31,214.2788
2022-01-28,214.2012
2022-01-27,214.1207
2022-01-26,214.0372
2022-01-25,213.9509
2022-01-24,213.8619
2022-01-21,213.7701
2022-01-20,213.6755
2022-01-19,213.5782
2022-01-18,213.4782
2022-01-14,213.3753
2022-01-13,213.2696
2022-01-12,213.1609
2022-01-11,213.0491
2022-01-10,212.9341
2022-01-07,212.8158
2022-01-06,212.6942
2022-01-05,212.5692
2022-01-04,212.4408
2022-01-03,212.3088
2021-12-31,212.1733
2021-12-30,212.0342
2021-12-29,211.8914
2021-12-28,211.7449
2021-12-27,211.5947
2021-12-23,211.4409
2021-12-22,211.2833
2021-12-21,211.1221
2021-12-20,210.9571
2021-12-17,210.7884
2021-12-16,210.6159
2021-12-15,210.4399
2021-12-14,210.2603
2021-12-13,210.0772
2021-12-10,209.8906
2021-12-09,209.7007
2021-12-08,209.5074
2021-12-07,209.3108
2021-12-06,209.1109
2021-12-03,208.9077
2021-12-02,208.7011
2021-12-01,208.4913
2021-11-30,208.2782
2021-11-29,208.0620
2021-11-26,207.8427
2021-11-24,207.6204
2021-11-23,207.3951
2021-11-22,207.1670
2021-11-19,206.9361
2021-11-18,206.7025
2021-11-17,206.4661
2021-11-16,206.2269
2021-11-15,205.9850
2021-11-12,205.7402
2021-11-11,205.4926
2021-11-10,205.2421
2021-11-09,204.9885
2021-11-08,204.7320
2021-11-05,204.4724
2021-11-04,204.2099
2021-11-03,203.9443
2021-11-02,203.6756
2021-11-01,203.4039
2021-10-29,203.1290
2021-10-28,202.8512
2021-10-27,202.5703
2021-10-26,202.2865
2021-10-25,201.9998
2021-10-22,201.7102
2021-10-21,201.4178
2021-10-20,201.1227
2021-10-19,200.8248
2021-10-18,200.5242
2021-10-15,200.2210
2021-10-14,199.9152
2021-10-13,199.6068
2021-10-12,199.2958
2021-10-11,198.9822
2021-10-08,198.6662
2021-10-07,198.3476
2021-10-06,198.0264
2021-10-05,197.7027
2021-10-04,197.3765
2021-10-01,197.0477
2021-09-30,196.7163
2021-09-29,196.3823
2021-09-28,196.0458
2021-09-27,195.7067
2021-09-24,195.3651
2021-09-23,195.0209
2021-09-22,194.6742
2021-09-21,194.3250
2021-09-20,193.9733
2021-09-17,193.6192
2021-09-16,193.2628
2021-09-15,192.9040
2021-09-14,192.5431
2021-09-13,192.1801
2021-09-10,191.8150
2021-09-09,191.4480
2021-09-08,191.0791
2021-09-07,190.7084
2021-09-03,190.3360
2021-09-02,189.9621
2021-09-01,189.5867
2021-08-31,189.2099
2021-08-30,188.8318
2021-08-27,188.4525
2021-08-26,188.0720
2021-08-25,187.6904
2021-08-24,187.3079
2021-08-23,186.9245
2021-08-20,186.5403
2021-08-19,186.1554
2021-08-18,185.7699
2021-08-17,185.3840
2021-08-16,184.9978
2021-08-13,184.6114
2021-08-12,184.2249
2021-08-11,183.8385
2021-08-10,183.4521
2021-08-09,183.0657
2021-08-06,182.6795
2021-08-05,182.2934
2021-08-04,181.9076
2021-08-03,181.5220
2021-08-02,181.1368
2021-07-30,180.7521
2021-07-29,180.3679
2021-07-28,179.9844
2021-07-27,179.6016
2021-07-26,179.2197
2021-07-23,178.8387
2021-07-22,178.4587
2021-07-21,178.0799
2021-07-20,177.7024
2021-07-19,177.3264
2021-07-16,176.9520
2021-07-15,176.5793
2021-07-14,176.2087
2021-07-13,175.8402
2021-07-12,175.4741
2021-07-09,175.1106
2021-07-08,174.7497
2021-07-07,174.3915
2021-07-06,174.0363
2021-07-02,173.6840
2021-07-01,173.3348
2021-06-30,172.9888
2021-06-29,172.6461
2021-06-28,172.3070
2021-06-25,171.9713
2021-06-24,171.6393
2021-06-23,171.3111
2021-06-22,170.9868
2021-06-21,170.6663
2021-06-18,170.3498
2021-06-17,170.0374
2021-06-16,169.7292
2021-06-15,169.4252
2021-06-14,169.1255
2021-06-11,168.8304
2021-06-10,168.5398
2021-06-09,168.2538
2021-06-08,167.9725
2021-06-07,167.6960
2021-06-04,167.4243
2021-06-03,167.1574
2021-06-02,166.8955
2021-06-01,166.6385
2021-05-28,166.3865
2021-05-27,166.1395
2021-05-26,165.8975
2021-05-25,165.6607
2021-05-24,165.4289
2021-05-21,165.2024
2021-05-20,164.9811
2021-05-19,164.7651
2021-05-18,164.5547
2021-05-17,164.3499
2021-05-14,164.1509
2021-05-13,163.9578
2021-05-12,163.7708
2021-05-11,163.5900
2021-05-10,163.4157
2021-05-07,163.2479
2021-05-06,163.0870
2021-05-05,162.9329
2021-05-04,162.7859
2021-05-03,162.6461
2021-04-30,162.5137
2021-04-29,162.3887
2021-04-28,162.2714
2021-04-27,162.1619
2021-04-26,162.0603
2021-04-23,161.9667
2021-04-22,161.8813
2021-04-21,161.8041
2021-04-20,161.7354
2021-04-19,161.6751
2021-04-16,161.6235
2021-04-15,161.5807
2021-04-14,161.5467
2021-04-13,161.5217
2021-04-12,161.5058
2021-04-09,161.4988
2021-04-08,161.5010
2021-04-07,161.5123
2021-04-06,161.5328
2021-04-05,161.5624
2021-04-01,161.6013
2021-03-31,161.6494
2021-03-30,161.7067
2021-03-29,161.7732
2021-03-26,161.8489
2021-03-25,161.9337
2021-03-24,162.0278
2021-03-23,162.1311
2021-03-22,162.2436
2021-03-19,162.3654
2021-03-18,162.4965
2021-03-17,162.6368
2021-03-16,162.7864
2021-03-15,162.9452
2021-03-12,163.1130
2021-03-11,163.2898
2021-03-10,163.4754
2021-03-09,163.6697
2021-03-08,163.8726
2021-03-05,164.0841
2021-03-04,164.3041
2021-03-03,164.5326
2021-03-02,164.7698
2021-03-01,165.0156
2021-02-26,165.2700
2021-02-25,165.5331
2021-02-24,165.8048
2021-02-23,166.0853
2021-02-22,166.3745
2021-02-19,166.6725
2021-02-18,166.9794
2021-02-17,167.2951
2021-02-16,167.6198
2021-02-12,167.9535
2021-02-11,168.2962
2021-02-10,168.6480
2021-02-09,169.0089
2021-02-08,169.3790
2021-02-05,169.7584
2021-02-04,170.1470
2021-02-03,170.5449
2021-02-02,170.9522
2021-02-01,171.3690
2021-01-29,171.7952
2021-01-28,172.2310
2021-01-27,172.6765
2021-01-26,173.1319
2021-01-25,173.5971
2021-01-22,174.0725
2021-01-21,174.5580
2021-01-20,175.0538
2021-01-19,175.5599
2021-01-15,176.0763
2021-01-14,176.6032
2021-01-13,177.1406
2021-01-12,177.6885
2021-01-11,178.2470
2021-01-08,178.8162
2021-01-07,179.3960
2021-01-06,179.9866
2021-01-05,180.5879
2021-01-04,181.2000
2020-12-31,181.8230
2020-12-30,182.4567
2020-12-29,183.1014
2020-12-28,183.7569
2020-12-24,184.4233
2020-12-23,185.1006
2020-12-22,185.7887
2020-12-21,186.4876
2020-12-18,187.1972
2020-12-17,187.9175
2020-12-16,188.6484
2020-12-15,189.3899
2020-12-14,190.1418
2020-12-11,190.9041
2020-12-10,191.6766
2020-12-09,192.4591
2020-12-08,193.2516
2020-12-07,194.0537
2020-12-04,194.8654
2020-12-03,195.6863
2020-12-02,196.5163
2020-12-01,197.3550
2020-11-30,198.2023
2020-11-27,199.0579
2020-11-25,199.9216
2020-11-24,200.7933
2020-11-23,201.6727
2020-11-20,202.5597
2020-11-19,203.4540
2020-11-18,204.3554
2020-11-17,205.2637
2020-11-16,206.1788
2020-11-13,207.1003
2020-11-12,208.0282
2020-11-11,208.9621
2020-11-10,209.9019
2020-11-09,210.8476
2020-11-06,211.7989
2020-11-05,212.7557
2020-11-04,213.7180
2020-11-03,214.6856
2020-11-02,215.6585
2020-10-30,216.6368
2020-10-29,217.6204
2020-10-28,218.6094
2020-10-27,219.6037
2020-10-26,220.6035
2020-10-23,221.6087
2020-10-22,222.6194
2020-10-21,223.6355
2020-10-20,224.6569
2020-10-19,225.6836
2020-10-16,226.7155
2020-10-15,227.7526
2020-10-14,228.7947
2020-10-13,229.8418
2020-10-12,230.8939
2020-10-09,231.9508
2020-10-08,233.0126
2020-10-07,234.0791
2020-10-06,235.1503
2020-10-05,236.2261
2020-10-02,237.3064
2020-10-01,238.3911
2020-09-30,239.4803
2020-09-29,240.5736
2020-09-28,241.6712
2020-09-25,242.7728
2020-09-24,243.8784
2020-09-23,244.9880
2020-09-22,246.1014
2020-09-21,247.2187
2020-09-18,248.3399
2020-09-17,249.4649
2020-09-16,250.5937
2020-09-15,251.7262
2020-09-14,252.8624
2020-09-11,254.0021
2020-09-10,255.1453
2020-09-09,256.2918
2020-09-08,257.4417
2020-09-04,258.5948
2020-09-03,259.7512
2020-09-02,260.9107
2020-09-01,262.0732
2020-08-31,263.2386
2020-08-28,264.4069
2020-08-27,265.5777
2020-08-26,266.7511
2020-08-25,267.9269
2020-08-24,269.1050
2020-08-21,270.2851
2020-08-20,271.4672
2020-08-19,272.6510
2020-08-18,273.8366
2020-08-17,275.0236
2020-08-14,276.2120
2020-08-13,277.4017
2020-08-12,278.5925
2020-08-11,279.7842
2020-08-10,280.9767
2020-08-07,282.1697
2020-08-06,283.3631
2020-08-05,284.5567
2020-08-04,285.7502
2020-08-03,286.9436
2020-07-31,288.1366
2020-07-30,289.3292
2020-07-29,290.5211
2020-07-28,291.7123
2020-07-27,292.9026
2020-07-24,294.0919
2020-07-23,295.2801
2020-07-22,296.4668
2020-07-21,297.6521
2020-07-20,298.8356
2020-07-17,300.0171
2020-07-16,301.1964
2020-07-15,302.3734
2020-07-14,303.5477
2020-07-13,304.7192
2020-07-10,305.8875
2020-07-09,307.0525
2020-07-08,308.2139
2020-07-07,309.3715
2020-07-06,310.5250
2020-07-02,311.6742
2020-07-01,312.8188
2020-06-30,313.9585
2020-06-29,315.0930
2020-06-26,316.2222
2020-06-25,317.3456
2020-06-24,318.4630
2020-06-23,319.5740
2020-06-22,320.6785
2020-06-19,321.7761
2020-06-18,322.8665
2020-06-17,323.9494
2020-06-16,325.0244
2020-06-15,326.0912
2020-06-12,327.1494
2020-06-11,328.1986
2020-06-10,329.2383
2020-06-09,330.2682
2020-06-08,331.2881
2020-06-05,332.2974
2020-06-04,333.2956
2020-06-03,334.2821
2020-06-02,335.2565
2020-06-01,336.2181
2020-05-29,337.1669
2020-05-28,338.1023
2020-05-27,339.0243
2020-05-26,339.9326
2020-05-22,340.8269
2020-05-21,341.7069
2020-05-20,342.5726
2020-05-19,343.4237
2020-05-18,344.2601
2020-05-15,345.0815
2020-05-14,345.8879
2020-05-13,346.6792
2020-05-12,347.4553
2020-05-11,348.2162
2020-05-08,348.9618
2020-05-07,349.6920
2020-05-06,350.4069
2020-05-05,351.1063
2020-05-04,351.7903
2020-05-01,352.4589
2020-04-30,353.1120
2020-04-29,353.7498
2020-04-28,354.3721
2020-04-27,354.9789
2020-04-24,355.5703
2020-04-23,356.1463
2020-04-22,356.7070
2020-04-21,357.2525
2020-04-20,357.7828
2020-04-17,358.2980
2020-04-16,358.7982
2020-04-15,359.2836
2020-04-14,359.7541
2020-04-13,360.2099
2020-04-09,360.6512
2020-04-08,361.0780
2020-04-07,361.4906
2020-04-06,361.8890
2020-04-03,362.2735
2020-04-02,362.6443
2020-04-01,363.0016
2020-03-31,363.3457
2020-03-30,363.6770
2020-03-27,363.9959
2020-03-26,364.3027
2020-03-25,364.5977
2020-03-24,364.8813
2020-03-23,365.1535
2020-03-20,365.4148
2020-03-19,365.6656
2020-03-18,365.9066
2020-03-17,366.1387
2020-03-16,366.3625
2020-03-13,366.5788
2020-03-12,366.7883
2020-03-11,366.9919
2020-03-10,367.1900
2020-03-09,367.3833
2020-03-06,367.5724
2020-03-05,367.7576
2020-03-04,367.9392
2020-03-03,368.1176
2020-03-02,368.2930
2020-02-28,368.4654
2020-02-27,368.6351
2020-02-26,368.8023
2020-02-25,368.9672
2020-02-24,369.1298
2020-02-21,369.2904
2020-02-20,369.4489
2020-02-19,369.6055
2020-02-18,369.7602
2020-02-14,369.9128
2020-02-13,370.0633
2020-02-12,370.2117
2020-02-11,370.3578
2020-02-10,370.5017
2020-02-07,370.6432
2020-02-06,370.7822
2020-02-05,370.9186
2020-02-04,371.0524
2020-02-03,371.1835
2020-01-31,371.3119
2020-01-30,371.4376
2020-01-29,371.5607
2020-01-28,371.6812
2020-01-27,371.7992
2020-01-24,371.9147
2020-01-23,372.0277
2020-01-22,372.1384
2020-01-21,372.2468
2020-01-17,372.3529
2020-01-16,372.4570
2020-01-15,372.5590
2020-01-14,372.6591
2020-01-13,372.7573
2020-01-10,372.8536
2020-01-09,372.9481
2020-01-08,373.0408
2020-01-07,373.1318
2020-01-06,373.2210
2020-01-03,373.3086
2020-01-02,373.3945
2019-12-31,373.4789
2019-12-30,373.5617
2019-12-27,373.6430
2019-12-26,373.7229
2019-12-24,373.8015
2019-12-23,373.8789
2019-12-20,373.9551
2019-12-19,374.0303
2019-12-18,374.1045
2019-12-17,374.1778
2019-12-16,374.2503
2019-12-13,374.3221
2019-12-12,374.3934
2019-12-11,374.4642
2019-12-10,374.5346
2019-12-09,374.6047
2019-12-06,374.6745
2019-12-05,374.7441
2019-12-04,374.8135
2019-12-03,374.8827
2019-12-02,374.9518
2019-11-29,375.0207
2019-11-27,375.0897
2019-11-26,375.1586
2019-11-25,375.2274
2019-11-22,375.2962
2019-11-21,375.3647
2019-11-20,375.4330
2019-11-19,375.5010
2019-11-18,375.5687
2019-11-15,375.6358
2019-11-14,375.7025
2019-11-13,375.7687
2019-11-12,375.8342
2019-11-11,375.8990
2019-11-08,375.9630
2019-11-07,376.0263
2019-11-06,376.0887
2019-11-05,376.1503
2019-11-04,376.2110
2019-11-01,376.2708
2019-10-31,376.3298
2019-10-30,376.3879
2019-10-29,376.4453
2019-10-28,376.5019
2019-10-25,376.5579
2019-10-24,376.6133
2019-10-23,376.6681
2019-10-22,376.7226
2019-10-21,376.7766
2019-10-18,376.8304
2019-10-17,376.8841
2019-10-16,376.9378
2019-10-15,376.9917
2019-10-14,377.0456
2019-10-11,377.0996
2019-10-10,377.1537
2019-10-09,377.2078
2019-10-08,377.2617
2019-10-07,377.3156
2019-10-04,377.3693
2019-10-03,377.4229
2019-10-02,377.4761
2019-10-01,377.5290
2019-09-30,377.5814
2019-09-27,377.6334
2019-09-26,377.6849
2019-09-25,377.7358
2019-09-24,377.7859
2019-09-23,377.8351
2019-09-20,377.8833
2019-09-19,377.9304
2019-09-18,377.9762
2019-09-17,378.0205
2019-09-16,378.0634
2019-09-13,378.1045
2019-09-12,378.1437
2019-09-11,378.1809
2019-09-10,378.2158
2019-09-09,378.2485
2019-09-06,378.2786
2019-09-05,378.3061
2019-09-04,378.3308
2019-09-03,378.3528
2019-08-30,378.3718
2019-08-29,378.3879
2019-08-28,378.4010
2019-08-27,378.4109
2019-08-26,378.4176
2019-08-23,378.4210
2019-08-22,378.4210
2019-08-21,378.4175
2019-08-20,378.4104
2019-08-19,378.3997
2019-08-16,378.3853
2019-08-15,378.3674
2019-08-14,378.3459
2019-08-13,378.3208
2019-08-12,378.2924
2019-08-09,378.2606
2019-08-08,378.2256
2019-08-07,378.1873
2019-08-06,378.1459
2019-08-05,378.1014
2019-08-02,378.0539
2019-08-01,378.0035
2019-07-31,377.9503
2019-07-30,377.8943
2019-07-29,377.8356
2019-07-26,377.7744
2019-07-25,377.7107
2019-07-24,377.6445
2019-07-23,377.5759
2019-07-22,377.5050
2019-07-19,377.4318
2019-07-18,377.3561
2019-07-17,377.2780
2019-07-16,377.1973
2019-07-15,377.1140
2019-07-12,377.0281
2019-07-11,376.9395
2019-07-10,376.8482
2019-07-09,376.7542
2019-07-08,376.6575
2019-07-05,376.5581
2019-07-03,376.4560
2019-07-02,376.3513
2019-07-01,376.2440
2019-06-28,376.1341
2019-06-27,376.0217
2019-06-26,375.9067
2019-06-25,375.7892
2019-06-24,375.6692
2019-06-21,375.5465
2019-06-20,375.4211
2019-06-19,375.2930
2019-06-18,375.1622
2019-06-17,375.0284
2019-06-14,374.8918
2019-06-13,374.7522
2019-06-12,374.6096
2019-06-11,374.4642
2019-06-10,374.3159
2019-06-07,374.1648
2019-06-06,374.0110
2019-06-05,373.8546
2019-06-04,373.6955
2019-06-03,373.5339
2019-05-31,373.3698
2019-05-30,373.2033
2019-05-29,373.0345
2019-05-28,372.8637
2019-05-24,372.6907
2019-05-23,372.5159
2019-05-22,372.3391
2019-05-21,372.1606
2019-05-20,371.9804
2019-05-17,371.7987
2019-05-16,371.6154
2019-05-15,371.4306
2019-05-14,371.2446
2019-05-13,371.0574
2019-05-10,370.8691
2019-05-09,370.6799
2019-05-08,370.4900
2019-05-07,370.2996
2019-05-06,370.1087
2019-05-03,369.9175
2019-05-02,369.7262
2019-05-01,369.5348
2019-04-30,369.3434
2019-04-29,369.1520
2019-04-26,368.9606
2019-04-25,368.7694
2019-04-24,368.5783
2019-04-23,368.3875
2019-04-22,368.1969
2019-04-18,368.0066
2019-04-17,367.8166
2019-04-16,367.6271
2019-04-15,367.4381
2019-04-12,367.2496
2019-04-11,367.0617
2019-04-10,366.8744
2019-04-09,366.6879
2019-04-08,366.5021
2019-04-05,366.3172
2019-04-04,366.1334
2019-04-03,365.9507
2019-04-02,365.7690
2019-04-01,365.5885
2019-03-29,365.4091
2019-03-28,365.2309
2019-03-27,365.0537
2019-03-26,364.8778
2019-03-25,364.7030
2019-03-22,364.5296
2019-03-21,364.3577
2019-03-20,364.1872
2019-03-19,364.0185
2019-03-18,363.8515
2019-03-15,363.6863
2019-03-14,363.5232
2019-03-13,363.3621
2019-03-12,363.2031
2019-03-11,363.0464
2019-03-08,362.8920
2019-03-07,362.7400
2019-03-06,362.5904
2019-03-05,362.4431
2019-03-04,362.2979
2019-03-01,362.1547
2019-02-28,362.0132
2019-02-27,361.8733
2019-02-26,361.7347
2019-02-25,361.5970
2019-02-22,361.4601
2019-02-21,361.3236
2019-02-20,361.1874
2019-02-19,361.0511
2019-02-15,360.9145
2019-02-14,360.7774
2019-02-13,360.6394
2019-02-12,360.5004
2019-02-11,360.3601
2019-02-08,360.2182
2019-02-07,360.0745
2019-02-06,359.9286
2019-02-05,359.7804
2019-02-04,359.6296
2019-02-01,359.4758
2019-01-31,359.3188
2019-01-30,359.1582
2019-01-29,358.9938
2019-01-28,358.8255
2019-01-25,358.6530
2019-01-24,358.4761
2019-01-23,358.2946
2019-01-22,358.1085
2019-01-18,357.9177
2019-01-17,357.7219
2019-01-16,357.5210
2019-01-15,357.3150
2019-01-14,357.1036
2019-01-11,356.8867
2019-01-10,356.6642
2019-01-09,356.4360
2019-01-08,356.2020
2019-01-07,355.9620
2019-01-04,355.7160
2019-01-03,355.4638
2019-01-02,355.2055
2018-12-31,354.9411
2018-12-28,354.6706
2018-12-27,354.3940
2018-12-26,354.1114
2018-12-24,353.8228
2018-12-21,353.5283
2018-12-20,353.2280
2018-12-19,352.9220
2018-12-18,352.6105
2018-12-17,352.2936
2018-12-14,351.9714
2018-12-13,351.6439
2018-12-12,351.3113
2018-12-11,350.9736
2018-12-10,350.6309
2018-12-07,350.2833
2018-12-06,349.9309
2018-12-04,349.5737
2018-12-03,349.2120
2018-11-30,348.8457
