Dates,ROCR Values
2022-08-15,1.2133
2022-08-12,1.3011
2022-08-11,1.2776
2022-08-10,1.2782
2022-08-09,1.2906
2022-08-08,1.3591
2022-08-05,1.3822
2022-08-04,1.3420
2022-08-03,1.3806
2022-08-02,1.2843
2022-08-01,1.3470
2022-07-29,1.2064
2022-07-28,1.2825
2022-07-27,1.2271
2022-07-26,1.2662
2022-07-25,1.2106
2022-07-22,1.1896
2022-07-21,1.2108
2022-07-20,1.0637
2022-07-19,1.0376
2022-07-18,0.9411
2022-07-15,0.9620
2022-07-14,0.9902
2022-07-13,0.9671
2022-07-12,0.9542
2022-07-11,0.8869
2022-07-08,0.8326
2022-07-07,0.7957
2022-07-06,0.7705
2022-07-05,0.7607
2022-07-01,0.7619
2022-06-30,0.7351
2022-06-29,0.7698
2022-06-28,0.7623
2022-06-27,0.7586
2022-06-24,0.8029
2022-06-23,0.7654
2022-06-22,0.7829
2022-06-21,0.7684
2022-06-17,0.7654
2022-06-16,0.7301
2022-06-15,0.6994
2022-06-14,0.6404
2022-06-13,0.6050
2022-06-10,0.6516
2022-06-09,0.6900
2022-06-08,0.7421
2022-06-07,0.7453
2022-06-06,0.7365
2022-06-03,0.7485
2022-06-02,0.7354
2022-06-01,0.7028
2022-05-31,0.6814
2022-05-27,0.6953
2022-05-26,0.6759
2022-05-25,0.6785
2022-05-24,0.6803
2022-05-23,0.7040
2022-05-20,0.6766
2022-05-19,0.7120
2022-05-18,0.7222
2022-05-17,0.7806
2022-05-16,0.6860
2022-05-13,0.6736
2022-05-12,0.6225
2022-05-11,0.6638
2022-05-10,0.6475
2022-05-09,0.6617
2022-05-06,0.7504
2022-05-05,0.7661
2022-05-04,0.7898
2022-05-03,0.7347
2022-05-02,0.6958
2022-04-29,0.6799
2022-04-28,0.7083
2022-04-27,0.7354
2022-04-26,0.7868
2022-04-25,0.8042
2022-04-22,0.8196
2022-04-21,0.8488
2022-04-20,0.8661
2022-04-19,0.9008
2022-04-18,0.8714
2022-04-14,0.8767
2022-04-13,0.8777
2022-04-12,0.8803
2022-04-11,0.9185
2022-04-08,0.9233
2022-04-07,0.9161
2022-04-06,0.8756
2022-04-05,0.8945
2022-04-04,0.9306
2022-04-01,0.8906
2022-03-31,0.8822
2022-03-30,0.8662
2022-03-29,0.8577
2022-03-28,0.8404
2022-03-25,0.8689
2022-03-24,0.8752
2022-03-23,0.8888
2022-03-22,0.8865
2022-03-21,0.8796
2022-03-18,0.9050
2022-03-17,0.8903
2022-03-16,0.9092
2022-03-15,0.8936
2022-03-14,0.8659
2022-03-11,0.8653
2022-03-10,0.8654
2022-03-09,0.8789
2022-03-08,0.8510
2022-03-07,0.8388
2022-03-04,0.9064
2022-03-03,1.0020
2022-03-02,1.0269
2022-03-01,1.0216
2022-02-28,1.0507
2022-02-25,1.0306
2022-02-24,1.0052
2022-02-23,0.9579
2022-02-22,0.9575
2022-02-18,0.9905
2022-02-17,1.0227
2022-02-16,1.0634
2022-02-15,1.0969
2022-02-14,1.0378
2022-02-11,1.1281
2022-02-10,1.1056
2022-02-09,1.0875
2022-02-08,1.0706
2022-02-07,1.0063
2022-02-04,0.9872
2022-02-03,0.9833
2022-02-02,0.9691
2022-02-01,0.9168
2022-01-31,0.8836
2022-01-28,0.8440
2022-01-27,0.8141
2022-01-26,0.8792
2022-01-25,0.9303
2022-01-24,0.9346
2022-01-21,0.9305
2022-01-20,0.9619
2022-01-19,0.9671
2022-01-18,1.0562
2022-01-14,1.0590
2022-01-13,1.0523
2022-01-12,1.0134
2022-01-11,1.0434
2022-01-10,1.0070
2022-01-07,1.0430
2022-01-06,1.0073
2022-01-05,1.0009
2022-01-04,1.0031
2022-01-03,0.9698
2021-12-31,0.9313
2021-12-30,0.9386
2021-12-29,0.9386
2021-12-28,0.9497
2021-12-27,0.9344
2021-12-23,0.9208
2021-12-22,0.9021
2021-12-21,0.8811
2021-12-20,0.8325
2021-12-17,0.8505
2021-12-16,0.8480
2021-12-15,0.8708
2021-12-14,0.8736
2021-12-13,0.8735
2021-12-10,0.9323
2021-12-09,0.9210
2021-12-08,0.9662
2021-12-07,0.9316
2021-12-06,0.9299
2021-12-03,0.8977
2021-12-02,0.9327
2021-12-01,0.9025
2021-11-30,0.9444
2021-11-29,0.9304
2021-11-26,0.9337
2021-11-24,0.9831
2021-11-23,0.9885
2021-11-22,0.9786
2021-11-19,1.0182
2021-11-18,1.0622
2021-11-17,1.0721
2021-11-16,1.0540
2021-11-15,1.0684
2021-11-12,1.0006
2021-11-11,1.0058
2021-11-10,0.9954
2021-11-09,1.0144
2021-11-08,1.0042
2021-11-05,1.0368
2021-11-04,0.9638
2021-11-03,0.9636
2021-11-02,0.9698
2021-11-01,1.0090
2021-10-29,0.9758
2021-10-28,0.9491
2021-10-27,0.9298
2021-10-26,0.9160
2021-10-25,0.9079
2021-10-22,0.8942
2021-10-21,0.8950
2021-10-20,0.9168
2021-10-19,0.9298
2021-10-18,0.9380
2021-10-15,0.9439
2021-10-14,0.9594
2021-10-13,0.9681
2021-10-12,0.9921
2021-10-11,0.9999
2021-10-08,0.9774
2021-10-07,0.9780
2021-10-06,1.0122
2021-10-05,0.9937
2021-10-04,1.0102
2021-10-01,1.0232
2021-09-30,0.9883
2021-09-29,1.0378
2021-09-28,1.0552
2021-09-27,1.0295
2021-09-24,0.9938
2021-09-23,0.9851
2021-09-22,0.9508
2021-09-21,0.8750
2021-09-20,0.8744
2021-09-17,0.9011
2021-09-16,0.9205
2021-09-15,0.9072
2021-09-14,0.8939
2021-09-13,0.8947
2021-09-10,0.8779
2021-09-09,0.9074
2021-09-08,0.8809
2021-09-07,0.8625
2021-09-03,0.8707
2021-09-02,0.9066
2021-09-01,0.8947
2021-08-31,0.8949
2021-08-30,0.9170
2021-08-27,0.9270
2021-08-26,0.8936
2021-08-25,0.8965
2021-08-24,0.9033
2021-08-23,0.8873
2021-08-20,0.8564
2021-08-19,0.8553
2021-08-18,0.8664
2021-08-17,0.8795
2021-08-16,0.9165
2021-08-13,0.9366
2021-08-12,0.9318
2021-08-11,0.9402
2021-08-10,0.9545
2021-08-09,0.9265
2021-08-06,0.9584
2021-08-05,0.9551
2021-08-04,0.9545
2021-08-03,0.9756
2021-08-02,0.9899
2021-07-30,1.0092
2021-07-29,1.0179
2021-07-28,1.0157
2021-07-27,0.9729
2021-07-26,1.0144
2021-07-23,1.0034
2021-07-22,0.9650
2021-07-21,0.9554
2021-07-20,0.9222
2021-07-19,0.9007
2021-07-16,0.9542
2021-07-15,0.9535
2021-07-14,0.9543
2021-07-13,0.9739
2021-07-12,1.0100
2021-07-09,1.0175
2021-07-08,0.9765
2021-07-07,0.9600
2021-07-06,0.9906
2021-07-02,1.0100
2021-07-01,1.0161
2021-06-30,1.0235
2021-06-29,0.9656
2021-06-28,0.9669
2021-06-25,0.9891
2021-06-24,0.9926
2021-06-23,0.9617
2021-06-22,0.9770
2021-06-21,0.9719
2021-06-18,0.9310
2021-06-17,0.9471
2021-06-16,0.9494
2021-06-15,0.9506
2021-06-14,0.9691
2021-06-11,0.9708
2021-06-10,0.9854
2021-06-09,0.9902
2021-06-08,1.0322
2021-06-07,1.0221
2021-06-04,1.0446
2021-06-03,1.0376
2021-06-02,1.0175
2021-06-01,0.9957
2021-05-28,0.9647
2021-05-27,0.9511
2021-05-26,0.9458
2021-05-25,0.9063
2021-05-24,0.8821
2021-05-21,0.9318
2021-05-20,0.9279
2021-05-19,0.9732
2021-05-18,1.0157
2021-05-17,1.0213
2021-05-14,1.0167
2021-05-13,0.9741
2021-05-12,0.9894
2021-05-11,1.0200
2021-05-10,1.0987
2021-05-07,1.0879
2021-05-06,1.0020
2021-05-05,1.0757
2021-05-04,1.0975
2021-05-03,1.0815
2021-04-30,1.1239
2021-04-29,1.0947
2021-04-28,1.0842
2021-04-27,1.1493
2021-04-26,1.1461
2021-04-23,1.1249
2021-04-22,1.0893
2021-04-21,1.1131
2021-04-20,1.1257
2021-04-19,1.1591
2021-04-16,1.1967
2021-04-15,1.2497
2021-04-14,1.2890
2021-04-13,1.3042
2021-04-12,1.2651
2021-04-09,1.3006
2021-04-08,1.2618
2021-04-07,1.2420
2021-04-06,1.2397
2021-04-05,1.2505
2021-04-01,1.1963
2021-03-31,1.2089
2021-03-30,1.2334
2021-03-29,1.1935
2021-03-26,1.1817
2021-03-25,1.1861
2021-03-24,1.1569
2021-03-23,1.1494
2021-03-22,1.1811
2021-03-19,1.2122
2021-03-18,1.2099
2021-03-17,1.3003
2021-03-16,1.1922
2021-03-15,1.2260
2021-03-12,1.2448
2021-03-11,1.1662
2021-03-10,1.1298
2021-03-09,1.0497
2021-03-08,1.0240
2021-03-05,1.0178
2021-03-04,1.0226
2021-03-03,1.0331
2021-03-02,0.9879
2021-03-01,0.9777
2021-02-26,0.9273
2021-02-25,0.9397
2021-02-24,0.9783
2021-02-23,0.9141
2021-02-22,0.8999
2021-02-19,0.9131
2021-02-18,0.8959
2021-02-17,0.9086
2021-02-16,0.9702
2021-02-12,0.9905
2021-02-11,0.9998
2021-02-10,0.9788
2021-02-09,0.9886
2021-02-08,0.9701
2021-02-05,0.9830
2021-02-04,1.0552
2021-02-03,1.0084
2021-02-02,0.9884
2021-02-01,0.9323
2021-01-29,0.9594
2021-01-28,1.0541
2021-01-27,1.0980
2021-01-26,1.1093
2021-01-25,1.0777
2021-01-22,1.1476
2021-01-21,1.3149
2021-01-20,1.3460
2021-01-19,1.3896
2021-01-15,1.3298
2021-01-14,1.4126
2021-01-13,1.4351
2021-01-12,1.4054
2021-01-11,1.3959
2021-01-08,1.3521
2021-01-07,1.3226
2021-01-06,1.2609
2021-01-05,1.2517
2021-01-04,1.2372
2020-12-31,1.2800
2020-12-30,1.2966
2020-12-29,1.2922
2020-12-28,1.3157
2020-12-24,1.3302
2020-12-23,1.3549
2020-12-22,1.3073
2020-12-21,1.3106
2020-12-18,1.3080
2020-12-17,1.3440
2020-12-16,1.4158
2020-12-15,1.3405
2020-12-14,1.3602
2020-12-11,1.3722
2020-12-10,1.4186
2020-12-09,1.4185
2020-12-08,1.4244
2020-12-07,1.5264
2020-12-04,1.5934
2020-12-03,1.5690
2020-12-02,1.4276
2020-12-01,1.3624
2020-11-30,1.3076
2020-11-27,1.2923
2020-11-25,1.2995
2020-11-24,1.3364
2020-11-23,1.2793
2020-11-20,1.2458
2020-11-19,1.3043
2020-11-18,1.2645
2020-11-17,1.3040
2020-11-16,1.1833
2020-11-13,1.1087
2020-11-12,1.0111
2020-11-11,1.0584
2020-11-10,1.0982
2020-11-09,1.0203
2020-11-06,0.9055
2020-11-05,0.9138
2020-11-04,0.8678
2020-11-03,0.8619
2020-11-02,0.8872
2020-10-30,0.8515
2020-10-29,0.8761
2020-10-28,0.8702
2020-10-27,0.9025
2020-10-26,0.9031
2020-10-23,0.9578
2020-10-22,0.9637
2020-10-21,0.9097
2020-10-20,0.9322
2020-10-19,0.9829
2020-10-16,0.9718
2020-10-15,0.9424
2020-10-14,0.9889
2020-10-13,0.9992
2020-10-12,1.0592
2020-10-09,1.0332
2020-10-08,1.0120
2020-10-07,0.9635
2020-10-06,0.9373
2020-10-05,0.9853
2020-10-02,0.9526
2020-10-01,0.9336
2020-09-30,0.9252
2020-09-29,0.9380
2020-09-28,0.9455
2020-09-25,0.8731
2020-09-24,0.7771
2020-09-23,0.8401
2020-09-22,0.8927
2020-09-21,0.8762
2020-09-18,0.9299
2020-09-17,0.9303
2020-09-16,0.9362
2020-09-15,0.8700
2020-09-14,0.9145
2020-09-11,0.8886
2020-09-10,0.8603
2020-09-09,0.8267
2020-09-08,0.9475
2020-09-04,0.9781
2020-09-03,0.9552
2020-09-02,0.9303
2020-09-01,0.9129
2020-08-31,0.9187
2020-08-28,0.9142
2020-08-27,0.9047
2020-08-26,0.8692
2020-08-25,0.9151
2020-08-24,0.9407
2020-08-21,0.9853
2020-08-20,0.8337
2020-08-19,0.7810
2020-08-18,0.7385
2020-08-17,0.8373
2020-08-14,0.9663
2020-08-13,1.0091
2020-08-12,1.1443
2020-08-11,1.1898
2020-08-10,1.2301
2020-08-07,1.1348
2020-08-06,1.1517
2020-08-05,1.2042
2020-08-04,1.2002
2020-08-03,1.1674
2020-07-31,1.1851
2020-07-30,1.2416
2020-07-29,1.2257
2020-07-28,1.4237
2020-07-27,1.3892
2020-07-24,1.4301
2020-07-23,1.4091
2020-07-22,1.3947
2020-07-21,1.3387
2020-07-20,1.3558
2020-07-17,1.4415
2020-07-16,1.4250
2020-07-15,1.4296
2020-07-14,1.3493
2020-07-13,1.2456
2020-07-10,1.2837
2020-07-09,1.3197
2020-07-08,1.3994
2020-07-07,1.3869
2020-07-06,1.3642
2020-07-02,1.3396
2020-07-01,1.3227
2020-06-30,1.2764
2020-06-29,1.2629
2020-06-26,1.2665
2020-06-25,1.1980
2020-06-24,1.2531
2020-06-23,1.2752
2020-06-22,1.2416
2020-06-19,1.2734
2020-06-18,1.3582
2020-06-17,1.2942
2020-06-16,1.5883
2020-06-15,1.5490
2020-06-12,1.4500
2020-06-11,1.1399
2020-06-10,1.3358
2020-06-09,1.3379
2020-06-08,1.2767
2020-06-05,1.2942
2020-06-04,1.4435
2020-06-03,1.6395
2020-06-02,1.6136
2020-06-01,1.5494
2020-05-29,1.4314
2020-05-28,1.2069
2020-05-27,1.1536
2020-05-26,0.8504
2020-05-22,0.8882
2020-05-21,0.7351
2020-05-20,0.5771
2020-05-19,0.5742
2020-05-18,0.5163
2020-05-15,0.4609
2020-05-14,0.4327
2020-05-13,0.4330
2020-05-12,0.4329
2020-05-11,0.4686
2020-05-08,0.4637
2020-05-07,0.4210
2020-05-06,0.4007
2020-05-05,0.3945
2020-05-04,0.3979
2020-05-01,0.3966
2020-04-30,0.4168
2020-04-29,0.4102
2020-04-28,0.3856
2020-04-27,0.3754
2020-04-24,0.3734
2020-04-23,0.4023
2020-04-22,0.3939
2020-04-21,0.4073
2020-04-20,0.4231
2020-04-17,0.4701
2020-04-16,0.4247
2020-04-15,0.4647
2020-04-14,0.4457
2020-04-13,0.4584
2020-04-09,0.4744
2020-04-08,0.4667
2020-04-07,0.4499
2020-04-06,0.4633
2020-04-03,0.3942
2020-04-02,0.4013
2020-04-01,0.4196
2020-03-31,0.4629
2020-03-30,0.4614
2020-03-27,0.4942
2020-03-26,0.5465
2020-03-25,0.4836
2020-03-24,0.3893
2020-03-23,0.3159
2020-03-20,0.2884
2020-03-19,0.2914
2020-03-18,0.3071
2020-03-17,0.3753
2020-03-16,0.3912
2020-03-13,0.5256
2020-03-12,0.4772
2020-03-11,0.5762
2020-03-10,0.7044
2020-03-09,0.6863
2020-03-06,0.7818
2020-03-05,0.7986
2020-03-04,0.8540
2020-03-03,0.8537
2020-03-02,0.8899
2020-02-28,0.8464
2020-02-27,0.8473
2020-02-26,0.8878
2020-02-25,0.8742
2020-02-24,0.9192
2020-02-21,0.9463
2020-02-20,0.9554
2020-02-19,0.9845
2020-02-18,0.9773
2020-02-14,0.9729
2020-02-13,0.9710
2020-02-12,0.9489
2020-02-11,0.9359
2020-02-10,0.9228
2020-02-07,0.9025
2020-02-06,0.9195
2020-02-05,0.8993
2020-02-04,0.8572
2020-02-03,0.8610
2020-01-31,0.8614
2020-01-30,0.8698
2020-01-29,0.8764
2020-01-28,0.8733
2020-01-27,0.8725
2020-01-24,0.8803
2020-01-23,0.9054
2020-01-22,0.8648
2020-01-21,0.8898
2020-01-17,0.9099
2020-01-16,0.9511
2020-01-15,0.9609
2020-01-14,0.9834
2020-01-13,0.9597
2020-01-10,0.9510
2020-01-09,0.9924
2020-01-08,0.9807
2020-01-07,0.9845
2020-01-06,0.9858
2020-01-03,0.9931
2020-01-02,1.0126
2019-12-31,0.9524
2019-12-30,0.8895
2019-12-27,0.8915
2019-12-26,0.8945
2019-12-24,0.8975
2019-12-23,0.9055
2019-12-20,0.8892
2019-12-19,0.8945
2019-12-18,0.8890
2019-12-17,0.8734
2019-12-16,0.8754
2019-12-13,0.9236
2019-12-12,0.9481
2019-12-11,0.9389
2019-12-10,0.9197
2019-12-09,0.9226
2019-12-06,0.9205
2019-12-05,0.9002
2019-12-04,0.9193
2019-12-03,0.9392
2019-12-02,0.9416
2019-11-29,0.9580
2019-11-27,0.9578
2019-11-26,0.9778
2019-11-25,0.9906
2019-11-22,0.9835
2019-11-21,0.9811
2019-11-20,0.9742
2019-11-19,0.9990
2019-11-18,1.0357
2019-11-15,1.0298
2019-11-14,1.0257
2019-11-13,1.0226
2019-11-12,1.0298
2019-11-11,1.0137
2019-11-08,0.9732
2019-11-07,0.9983
2019-11-06,0.9985
2019-11-05,0.9979
2019-11-04,0.9862
2019-11-01,0.9740
2019-10-31,0.9998
2019-10-30,1.0431
2019-10-29,1.0454
2019-10-28,1.0316
2019-10-25,1.0361
2019-10-24,1.0753
2019-10-23,1.0230
2019-10-22,1.0122
2019-10-21,0.9808
2019-10-18,1.0227
2019-10-17,1.1205
2019-10-16,1.1271
2019-10-15,1.1274
2019-10-14,1.1057
2019-10-11,1.1284
2019-10-10,1.0940
2019-10-09,1.0857
2019-10-08,1.1063
2019-10-07,1.0981
2019-10-04,1.0859
2019-10-03,1.0357
2019-10-02,0.9907
2019-10-01,1.0102
2019-09-30,1.0144
2019-09-27,1.0667
2019-09-26,1.0534
2019-09-25,1.0711
2019-09-24,1.0619
2019-09-23,1.0383
2019-09-20,1.0633
2019-09-19,1.0979
2019-09-18,1.1011
2019-09-17,1.1009
2019-09-16,1.0711
2019-09-13,1.0779
2019-09-12,1.0671
2019-09-11,1.0808
2019-09-10,1.0213
2019-09-09,0.9916
2019-09-06,0.9741
2019-09-05,0.9815
2019-09-04,0.9591
2019-09-03,0.9590
2019-08-30,0.9772
2019-08-29,0.9902
2019-08-28,0.9685
2019-08-27,1.0056
2019-08-26,1.0405
2019-08-23,1.0267
2019-08-22,1.0275
2019-08-21,0.9792
2019-08-20,0.9434
2019-08-19,0.9494
2019-08-16,0.9482
2019-08-15,0.9462
2019-08-14,0.9355
2019-08-13,0.9882
2019-08-12,0.9806
2019-08-09,0.9707
2019-08-08,0.9702
2019-08-07,0.9338
2019-08-06,0.9367
2019-08-05,0.9444
2019-08-02,0.9625
2019-08-01,0.9318
2019-07-31,0.9671
2019-07-30,0.9787
2019-07-29,0.9616
2019-07-26,0.9981
2019-07-25,1.0147
2019-07-24,1.0713
2019-07-23,1.0519
2019-07-22,1.0545
2019-07-19,1.0550
2019-07-18,1.0167
2019-07-17,1.0002
2019-07-16,0.9692
2019-07-15,0.9678
2019-07-12,0.9752
2019-07-11,0.9560
2019-07-10,0.9348
2019-07-09,0.9326
2019-07-08,0.9226
2019-07-05,0.9533
2019-07-03,0.9532
2019-07-02,0.9495
2019-07-01,0.9433
2019-06-28,0.9698
2019-06-27,0.9592
2019-06-26,1.0044
2019-06-25,0.9785
2019-06-24,1.0162
2019-06-21,1.0248
2019-06-20,1.0217
2019-06-19,0.9898
2019-06-18,0.9597
2019-06-17,0.9017
2019-06-14,0.9076
2019-06-13,0.8980
2019-06-12,0.8915
2019-06-11,0.9212
2019-06-10,0.9504
2019-06-07,0.9507
2019-06-06,0.9522
2019-06-05,0.9469
2019-06-04,0.9571
2019-06-03,0.9146
2019-05-31,0.9134
2019-05-30,0.9423
2019-05-29,0.9424
2019-05-28,0.9418
2019-05-24,0.9562
2019-05-23,0.9349
2019-05-22,0.9452
2019-05-21,0.9021
2019-05-20,0.8398
2019-05-17,0.8450
2019-05-16,0.8384
2019-05-15,0.8083
2019-05-14,0.7974
2019-05-13,0.7701
2019-05-10,0.8108
2019-05-09,0.8180
2019-05-08,0.8430
2019-05-07,0.8369
2019-05-06,0.8763
2019-05-03,0.9015
2019-05-02,0.8915
2019-05-01,0.9052
2019-04-30,0.9036
2019-04-29,0.9249
2019-04-26,0.9274
2019-04-25,0.9320
2019-04-24,0.9295
2019-04-23,0.9237
2019-04-22,0.9260
2019-04-18,0.9292
2019-04-17,0.9250
2019-04-16,0.9664
2019-04-15,0.9740
2019-04-12,0.9895
2019-04-11,0.9596
2019-04-10,1.0052
2019-04-09,1.0219
2019-04-08,1.0336
2019-04-05,1.0995
2019-04-04,1.1095
2019-04-03,1.0804
2019-04-02,1.0768
2019-04-01,1.0959
2019-03-29,1.0889
2019-03-28,1.0684
2019-03-27,1.0735
2019-03-26,1.0549
2019-03-25,1.0560
2019-03-22,1.0587
2019-03-21,1.1000
2019-03-20,1.1523
2019-03-19,1.1475
2019-03-18,1.2035
2019-03-15,1.1763
2019-03-14,1.1634
2019-03-13,1.1981
2019-03-12,1.1897
2019-03-11,1.2807
2019-03-08,1.4437
2019-03-07,1.3945
2019-03-06,1.3628
2019-03-05,1.3528
2019-03-04,1.3256
2019-03-01,1.4009
2019-02-28,1.3873
2019-02-27,1.3447
2019-02-26,1.3130
2019-02-25,1.3323
2019-02-22,1.3060
2019-02-21,1.2985
2019-02-20,1.2766
2019-02-19,1.2215
2019-02-15,1.1670
2019-02-14,1.1878
2019-02-13,1.2046
2019-02-12,1.2378
2019-02-11,1.2766
2019-02-08,1.2864
2019-02-07,1.3039
2019-02-06,1.2956
2019-02-05,1.2911
2019-02-04,1.2370
2019-02-01,1.1532
2019-01-31,1.1290
2019-01-30,1.1247
2019-01-29,1.0441
2019-01-28,1.0166
2019-01-25,0.9861
2019-01-24,0.9663
2019-01-23,0.9684
2019-01-22,0.9811
2019-01-18,1.0122
2019-01-17,1.0084
2019-01-16,0.9741
2019-01-15,0.9972
2019-01-14,1.0059
2019-01-11,1.0564
2019-01-10,0.9860
2019-01-09,0.9495
2019-01-08,0.9646
2019-01-07,0.9416
2019-01-04,0.9231
2019-01-03,0.8767
2019-01-02,0.9053
2018-12-31,0.8864
2018-12-28,0.8631
2018-12-27,0.8878
2018-12-26,0.8758
2018-12-24,0.8252
2018-12-21,0.8326
2018-12-20,0.8159
2018-12-19,0.8322
2018-12-18,0.8528
2018-12-17,0.8143
2018-12-14,0.8163
2018-12-13,0.8463
2018-12-12,0.8585
2018-12-11,0.8699
2018-12-10,0.8924
2018-12-07,0.8895
2018-12-06,0.9080
2018-12-04,0.9350
2018-12-03,0.9715
