Dates,CMO Values
2022-12-01,20.8770
2022-11-30,34.2998
2022-11-29,25.7817
2022-11-28,16.1951
2022-11-25,48.4944
2022-11-23,40.4921
2022-11-22,34.3456
2022-11-21,36.7253
2022-11-18,41.5992
2022-11-17,39.3248
2022-11-16,39.1518
2022-11-15,50.5668
2022-11-14,47.9673
2022-11-11,65.0677
2022-11-10,65.4608
2022-11-09,56.2501
2022-11-08,60.0746
2022-11-07,54.7380
2022-11-04,48.2630
2022-11-03,43.4161
2022-11-02,25.3939
2022-11-01,14.8639
2022-10-31,12.4634
2022-10-28,17.0023
2022-10-27,6.5943
2022-10-26,-11.8823
2022-10-25,42.9307
2022-10-24,28.6407
2022-10-21,25.9940
2022-10-20,17.7582
2022-10-19,14.8774
2022-10-18,10.8913
2022-10-17,6.1844
2022-10-14,-5.6261
2022-10-13,-8.7699
2022-10-12,-17.0473
2022-10-11,-13.6108
2022-10-10,-12.6765
2022-10-07,-20.1543
2022-10-06,-14.3083
2022-10-05,-14.5903
2022-10-04,-11.5351
2022-10-03,-34.6307
2022-09-30,-53.7159
2022-09-29,-48.0479
2022-09-28,-34.2115
2022-09-27,-62.7329
2022-09-26,-63.6300
2022-09-23,-58.9311
2022-09-22,-47.2808
2022-09-21,-37.4658
2022-09-20,-30.7522
2022-09-19,-36.0088
2022-09-16,-38.8042
2022-09-15,-26.0809
2022-09-14,-28.3559
2022-09-13,-36.6791
2022-09-12,-3.8429
2022-09-09,-9.2031
2022-09-08,-8.2440
2022-09-07,-15.7426
2022-09-06,-31.6198
2022-09-02,-34.2740
2022-09-01,-30.1837
2022-08-31,-12.6640
2022-08-30,-6.3751
2022-08-29,4.7421
2022-08-26,1.8334
2022-08-25,19.7698
2022-08-24,1.0825
2022-08-23,-13.4408
2022-08-22,-18.2663
2022-08-19,-5.1389
2022-08-18,20.3347
2022-08-17,15.0318
2022-08-16,43.1116
2022-08-15,38.6661
2022-08-12,37.3525
2022-08-11,31.5528
2022-08-10,37.7539
2022-08-09,26.3201
2022-08-08,31.7523
2022-08-05,29.5230
2022-08-04,36.4114
2022-08-03,37.0403
2022-08-02,30.0762
2022-08-01,57.0111
2022-07-29,37.3207
2022-07-28,36.7328
2022-07-27,28.5029
2022-07-26,28.0254
2022-07-25,31.3696
2022-07-22,38.2302
2022-07-21,53.6739
2022-07-20,48.8818
2022-07-19,45.0854
2022-07-18,26.7970
2022-07-15,26.8874
2022-07-14,25.4761
2022-07-13,17.7232
2022-07-12,29.8841
2022-07-11,0.5192
2022-07-08,8.9244
2022-07-07,12.5907
2022-07-06,0.3097
2022-07-05,5.3699
2022-07-01,13.2886
2022-06-30,3.8026
2022-06-29,9.7968
2022-06-28,10.6276
2022-06-27,10.6879
2022-06-24,18.8827
2022-06-23,1.1651
2022-06-22,10.3155
2022-06-21,9.3672
2022-06-17,9.4943
2022-06-16,2.4785
2022-06-15,3.2322
2022-06-14,-22.8880
2022-06-13,-41.6405
2022-06-10,-22.9222
2022-06-09,-6.6412
2022-06-08,12.0297
2022-06-07,16.2500
2022-06-06,12.3023
2022-06-03,12.3324
2022-06-02,15.8323
2022-06-01,-8.0402
2022-05-31,-6.2174
2022-05-27,-4.3286
2022-05-26,-15.6988
2022-05-25,-32.0142
2022-05-24,-40.3720
2022-05-23,-33.7441
2022-05-20,-44.1503
2022-05-19,-35.5220
2022-05-18,-40.4339
2022-05-17,-31.4160
2022-05-16,-57.7484
2022-05-13,-54.5189
2022-05-12,-69.5522
2022-05-11,-64.8086
2022-05-10,-61.7540
2022-05-09,-61.4495
2022-05-06,-44.1022
2022-05-05,-41.7255
2022-05-04,-30.7550
2022-05-03,-43.4290
2022-05-02,-64.4631
2022-04-29,-64.2447
2022-04-28,-58.9313
2022-04-27,-58.6848
2022-04-26,-42.3661
2022-04-25,-23.0884
2022-04-22,-20.3584
2022-04-21,-8.4917
2022-04-20,-0.2361
2022-04-19,8.2020
2022-04-18,-13.6157
2022-04-14,-6.8201
2022-04-13,-3.7891
2022-04-12,-30.9561
2022-04-11,-37.0815
2022-04-08,-36.7192
2022-04-07,-30.8828
2022-04-06,-29.2937
2022-04-05,-20.6948
2022-04-04,4.0160
2022-04-01,2.6721
2022-03-31,5.0034
2022-03-30,15.9194
2022-03-29,13.2782
2022-03-28,-1.2689
2022-03-25,0.8640
2022-03-24,1.1129
2022-03-23,-5.9699
2022-03-22,5.3063
2022-03-21,-6.5112
2022-03-18,10.1724
2022-03-17,4.3181
2022-03-16,1.6972
2022-03-15,-20.9058
2022-03-14,-34.2468
2022-03-11,-33.1685
2022-03-10,-30.0266
2022-03-09,-29.7928
2022-03-08,-41.7258
2022-03-07,-54.1311
2022-03-04,-42.7670
2022-03-03,-32.4248
2022-03-02,-17.3978
2022-03-01,-25.5292
2022-02-28,-4.0080
2022-02-25,-15.0856
2022-02-24,-24.5167
2022-02-23,-30.8780
2022-02-22,-27.0041
2022-02-18,-5.9670
2022-02-17,6.2148
2022-02-16,23.0896
2022-02-15,20.5412
2022-02-14,1.7690
2022-02-11,8.5522
2022-02-10,30.9759
2022-02-09,24.7036
2022-02-08,18.7484
2022-02-07,15.6176
2022-02-04,1.8225
2022-02-03,1.6637
2022-02-02,4.5278
2022-02-01,6.4871
2022-01-31,-12.2117
2022-01-28,-42.9168
2022-01-27,-45.9651
2022-01-26,-39.5710
2022-01-25,-21.3560
2022-01-24,-21.1383
2022-01-21,-18.6251
2022-01-20,2.0235
2022-01-19,10.3467
2022-01-18,38.1872
2022-01-14,42.0513
2022-01-13,38.7064
2022-01-12,26.7996
2022-01-11,23.8479
2022-01-10,8.2181
2022-01-07,30.4468
2022-01-06,20.5797
2022-01-05,27.3411
2022-01-04,29.4559
2022-01-03,16.6141
2021-12-31,-2.4018
2021-12-30,2.0498
2021-12-29,4.9956
2021-12-28,12.6013
2021-12-27,5.1943
2021-12-23,8.1197
2021-12-22,2.2231
2021-12-21,-2.8733
2021-12-20,-35.1215
2021-12-17,-27.4247
2021-12-16,-33.7566
2021-12-15,-25.3361
2021-12-14,-25.2070
2021-12-13,-21.9089
2021-12-10,-7.0341
2021-12-09,-1.5244
2021-12-08,6.3492
2021-12-07,1.8724
2021-12-06,-4.1352
2021-12-03,-20.8107
2021-12-02,-14.3100
2021-12-01,-56.4831
2021-11-30,-43.7736
2021-11-29,-42.7613
2021-11-26,-41.7299
2021-11-24,-21.2388
2021-11-23,-26.4019
2021-11-22,-24.8940
2021-11-19,-16.4288
2021-11-18,21.9358
2021-11-17,20.3557
2021-11-16,18.4214
2021-11-15,46.9833
2021-11-12,17.0074
2021-11-11,11.1160
2021-11-10,7.8365
2021-11-09,18.0364
2021-11-08,26.9562
2021-11-05,35.6447
2021-11-04,-6.4621
2021-11-03,-4.7445
2021-11-02,-7.8510
2021-11-01,0.0749
2021-10-29,-47.5781
2021-10-28,-45.0150
2021-10-27,-55.3528
2021-10-26,-46.4937
2021-10-25,-35.4747
2021-10-22,-35.0815
2021-10-21,-29.8075
2021-10-20,-22.2099
2021-10-19,-23.5250
2021-10-18,-19.5923
2021-10-15,-19.3706
2021-10-14,-18.0144
2021-10-13,-1.9019
2021-10-12,5.8176
2021-10-11,19.4261
2021-10-08,19.2314
2021-10-07,19.6217
2021-10-06,15.4998
2021-10-05,13.9810
2021-10-04,12.4151
2021-10-01,19.2700
2021-09-30,4.9692
2021-09-29,22.4261
2021-09-28,4.0015
2021-09-27,26.3459
2021-09-24,18.7803
2021-09-23,17.9865
2021-09-22,6.2745
2021-09-21,-27.3835
2021-09-20,-24.5326
2021-09-17,-12.4745
2021-09-16,-12.4745
2021-09-15,-9.8758
2021-09-14,-19.7348
2021-09-13,-11.9244
2021-09-10,-28.0304
2021-09-09,-18.8819
2021-09-08,-29.2841
2021-09-07,-22.4625
2021-09-03,-11.9592
2021-09-02,-4.0409
2021-09-01,-13.3919
2021-08-31,-9.6711
2021-08-30,-15.6324
2021-08-27,-5.3388
2021-08-26,-22.6226
2021-08-25,-11.3236
2021-08-24,-10.2825
2021-08-23,-16.5316
2021-08-20,-40.2430
2021-08-19,-42.2166
2021-08-18,-30.3926
2021-08-17,-23.7850
2021-08-16,-6.8868
2021-08-13,10.5250
2021-08-12,25.0194
2021-08-11,30.4410
2021-08-10,21.7970
2021-08-09,12.5429
2021-08-06,9.9752
2021-08-05,6.3147
2021-08-04,-2.6287
2021-08-03,4.0128
2021-08-02,-5.8968
2021-07-30,-3.1615
2021-07-29,9.8169
2021-07-28,9.6900
2021-07-27,-12.3693
2021-07-26,-4.2680
2021-07-23,-15.9351
2021-07-22,-17.7146
2021-07-21,-14.6866
2021-07-20,-28.4130
2021-07-19,-61.1296
2021-07-16,-48.6782
2021-07-15,-40.6939
2021-07-14,-37.7602
2021-07-13,-30.9374
2021-07-12,-5.9790
2021-07-09,-1.8667
2021-07-08,-11.3773
2021-07-07,-30.8296
2021-07-06,-19.8171
2021-07-02,-18.3684
2021-07-01,-10.1130
2021-06-30,-10.6745
2021-06-29,-23.3250
2021-06-28,-13.4885
2021-06-25,12.5676
2021-06-24,21.1059
2021-06-23,-0.9136
2021-06-22,-0.1612
2021-06-21,4.9622
2021-06-18,-25.7389
2021-06-17,-20.2728
2021-06-16,-10.6150
2021-06-15,5.4853
2021-06-14,0.1798
2021-06-11,8.5636
2021-06-10,12.7708
2021-06-09,11.9597
2021-06-08,30.2581
2021-06-07,30.0392
2021-06-04,24.1683
2021-06-03,25.5526
2021-06-02,44.8035
2021-06-01,43.4941
2021-05-28,30.6712
2021-05-27,44.7852
2021-05-26,26.7262
2021-05-25,25.2402
2021-05-24,17.3373
2021-05-21,10.5832
2021-05-20,-11.9448
2021-05-19,-24.6806
2021-05-18,-16.3840
2021-05-17,-15.2295
2021-05-14,-14.0119
2021-05-13,-34.7359
2021-05-12,-42.1554
2021-05-11,-26.2349
2021-05-10,-15.8074
2021-05-07,-8.5072
2021-05-06,-31.3480
2021-05-05,-38.9278
2021-05-04,-26.0937
2021-05-03,-21.8636
2021-04-30,-25.5107
2021-04-29,-21.5992
2021-04-28,-23.3154
2021-04-27,-5.8505
2021-04-26,-9.1375
2021-04-23,-19.0195
2021-04-22,-33.4085
2021-04-21,-30.4370
2021-04-20,-36.8671
2021-04-19,-16.8563
2021-04-16,-6.1650
2021-04-15,2.4557
2021-04-14,6.4198
2021-04-13,8.8315
2021-04-12,-0.3011
2021-04-09,7.0049
2021-04-08,13.8528
2021-04-07,9.0599
2021-04-06,15.3732
2021-04-05,25.9925
2021-04-01,15.2717
2021-03-31,19.5583
2021-03-30,15.1877
2021-03-29,12.8444
2021-03-26,3.7712
2021-03-25,7.9233
2021-03-24,-5.0384
2021-03-23,-1.8959
2021-03-22,15.1288
2021-03-19,24.0388
2021-03-18,24.4922
2021-03-17,38.8206
2021-03-16,30.8490
2021-03-15,53.1860
2021-03-12,61.6722
2021-03-11,49.5189
2021-03-10,43.2436
2021-03-09,24.5819
2021-03-08,13.0936
2021-03-05,11.6018
2021-03-04,14.8662
2021-03-03,23.2500
2021-03-02,15.4292
2021-03-01,17.9234
2021-02-26,-1.6559
2021-02-25,6.5482
2021-02-24,36.2452
2021-02-23,4.1120
2021-02-22,6.2389
2021-02-19,19.5095
2021-02-18,-3.2180
2021-02-17,20.8271
2021-02-16,27.5522
2021-02-12,10.8780
2021-02-11,9.9149
2021-02-10,14.2918
2021-02-09,25.7362
2021-02-08,18.4564
2021-02-05,8.1841
2021-02-04,17.1369
2021-02-03,9.0096
2021-02-02,-10.3166
2021-02-01,-29.9597
2021-01-29,-37.0663
2021-01-28,-30.7908
2021-01-27,-44.4352
2021-01-26,-27.3088
2021-01-25,-23.8908
2021-01-22,-17.2068
2021-01-21,-12.8459
2021-01-20,-0.7373
2021-01-19,-3.0986
2021-01-15,-26.0633
2021-01-14,-10.3393
2021-01-13,-21.5790
2021-01-12,-18.2479
2021-01-11,-24.6827
2021-01-08,-16.8663
2021-01-07,-9.2039
2021-01-06,-14.9024
2021-01-05,-13.4507
2021-01-04,-46.9562
2020-12-31,-19.8386
2020-12-30,-10.3443
2020-12-29,-12.2701
2020-12-28,-12.9459
2020-12-24,-9.7049
2020-12-23,-1.8223
2020-12-22,-4.7715
2020-12-21,-3.3034
2020-12-18,-2.1766
2020-12-17,1.4255
2020-12-16,13.0692
2020-12-15,23.0358
2020-12-14,21.5266
2020-12-11,25.8421
2020-12-10,36.2855
2020-12-09,33.4106
2020-12-08,44.5839
2020-12-07,48.5564
2020-12-04,43.8153
2020-12-03,54.3430
2020-12-02,43.2207
2020-12-01,30.9233
2020-11-30,27.9432
2020-11-27,41.8040
2020-11-25,44.5051
2020-11-24,46.4961
2020-11-23,40.6780
2020-11-20,28.7447
2020-11-19,41.7841
2020-11-18,39.6284
2020-11-17,54.2717
2020-11-16,48.7941
2020-11-13,34.7304
2020-11-12,21.5539
2020-11-11,34.3070
2020-11-10,51.5415
2020-11-09,41.9827
2020-11-06,1.4337
2020-11-05,-0.4663
2020-11-04,-17.6043
2020-11-03,-12.6425
2020-11-02,-30.2969
2020-10-30,-47.6609
2020-10-29,-41.1188
2020-10-28,-41.7321
2020-10-27,-28.4951
2020-10-26,-14.7763
2020-10-23,6.7577
2020-10-22,13.5178
2020-10-21,-4.6538
2020-10-20,8.6794
2020-10-19,8.2352
2020-10-16,9.1171
2020-10-15,-0.4258
2020-10-14,-3.5730
2020-10-13,-6.8892
2020-10-12,7.8278
2020-10-09,7.7774
2020-10-08,9.5826
2020-10-07,2.1169
2020-10-06,-10.1219
2020-10-05,21.2604
2020-10-02,14.0316
2020-10-01,13.5278
2020-09-30,7.7794
2020-09-29,4.1168
2020-09-28,9.9904
2020-09-25,-13.3264
2020-09-24,-47.4681
2020-09-23,-38.9608
2020-09-22,-27.3626
2020-09-21,-29.1307
2020-09-18,-18.2592
2020-09-17,0.1947
2020-09-16,-0.0280
2020-09-15,-12.8812
2020-09-14,-7.8905
2020-09-11,-25.7350
2020-09-10,-35.7603
2020-09-09,-29.6158
2020-09-08,-29.0226
2020-09-04,-5.0995
2020-09-03,-12.9339
2020-09-02,5.7708
2020-09-01,-3.1202
2020-08-31,-4.0432
2020-08-28,8.3665
2020-08-27,3.8683
2020-08-26,-2.6508
2020-08-25,5.2534
2020-08-24,15.8425
2020-08-21,-16.1546
2020-08-20,-10.2216
2020-08-19,-11.2778
2020-08-18,-8.8432
2020-08-17,-4.4687
2020-08-14,12.0316
2020-08-13,3.7764
2020-08-12,5.6679
2020-08-11,18.5092
2020-08-10,17.1175
2020-08-07,-3.6609
2020-08-06,1.6645
2020-08-05,6.7308
2020-08-04,-16.3814
2020-08-03,-24.8463
2020-07-31,-38.6915
2020-07-30,-32.4552
2020-07-29,-25.4392
2020-07-28,-16.1094
2020-07-27,-17.8404
2020-07-24,-11.1206
2020-07-23,-5.8702
2020-07-22,0.7828
2020-07-21,-1.4587
2020-07-20,-9.5420
2020-07-17,-7.5904
2020-07-16,-2.9714
2020-07-15,12.3969
2020-07-14,0.0978
2020-07-13,-7.2194
2020-07-10,-3.0838
2020-07-09,-11.3449
2020-07-08,-2.0332
2020-07-07,-3.7642
2020-07-06,8.7278
2020-07-02,-0.5041
2020-07-01,-1.1395
2020-06-30,2.4041
2020-06-29,16.5193
2020-06-26,-14.5750
2020-06-25,-8.4711
2020-06-24,-6.2298
2020-06-23,8.5611
2020-06-22,9.4497
2020-06-19,7.8587
2020-06-18,14.2036
2020-06-17,14.4911
2020-06-16,20.1888
2020-06-15,15.2306
2020-06-12,14.2265
2020-06-11,-0.3722
2020-06-10,35.0546
2020-06-09,54.8236
2020-06-08,79.1919
2020-06-05,71.9534
2020-06-04,61.8996
2020-06-03,54.0910
2020-06-02,31.6145
2020-06-01,28.5702
2020-05-29,19.2330
2020-05-28,30.2105
2020-05-27,29.7708
2020-05-26,22.7788
2020-05-22,10.7592
2020-05-21,14.0203
2020-05-20,4.2127
2020-05-19,-1.0471
2020-05-18,8.2399
2020-05-15,-24.1404
2020-05-14,-19.9933
2020-05-13,-22.4315
2020-05-12,-16.8882
2020-05-11,-11.2246
2020-05-08,-3.9962
2020-05-07,-12.7314
2020-05-06,-26.2614
2020-05-05,-21.8610
2020-05-04,-13.9492
2020-05-01,-11.4047
2020-04-30,-0.8342
2020-04-29,-3.7767
2020-04-28,-15.3219
2020-04-27,-19.3893
2020-04-24,-19.0953
2020-04-23,-10.5166
2020-04-22,-13.9553
2020-04-21,-12.7558
2020-04-20,-6.4745
2020-04-17,3.0560
2020-04-16,-17.4254
2020-04-15,-6.9089
2020-04-14,-12.3727
2020-04-13,-6.9315
2020-04-09,-3.0721
2020-04-08,-7.4930
2020-04-07,-12.0990
2020-04-06,-7.2368
2020-04-03,-28.8758
2020-04-02,-30.0936
2020-04-01,-26.3715
2020-03-31,-16.4331
2020-03-30,-14.6679
2020-03-27,-9.3322
2020-03-26,1.5770
2020-03-25,-12.7900
2020-03-24,-38.7241
2020-03-23,-62.6353
2020-03-20,-75.7481
2020-03-19,-75.2918
2020-03-18,-74.6267
2020-03-17,-70.8701
2020-03-16,-69.8836
2020-03-13,-61.0809
2020-03-12,-78.8886
2020-03-11,-72.8718
2020-03-10,-60.4479
2020-03-09,-66.7419
2020-03-06,-50.8553
2020-03-05,-54.5594
2020-03-04,-38.8828
2020-03-03,-43.7888
2020-03-02,-36.8412
2020-02-28,-67.3075
2020-02-27,-60.1793
2020-02-26,-44.9541
2020-02-25,-49.1273
2020-02-24,-32.5399
2020-02-21,-8.0731
2020-02-20,8.7012
2020-02-19,15.1772
2020-02-18,16.9782
2020-02-14,21.7335
2020-02-13,28.5394
2020-02-12,36.0605
2020-02-11,31.8367
2020-02-10,32.4866
2020-02-07,21.4457
2020-02-06,33.0142
2020-02-05,14.3816
2020-02-04,-13.3494
2020-02-03,-19.1533
2020-01-31,-14.5454
2020-01-30,-3.5867
2020-01-29,-6.7211
2020-01-28,-20.7479
2020-01-27,-20.6792
2020-01-24,-9.2570
2020-01-23,-22.1690
2020-01-22,-48.5774
2020-01-21,-43.0713
2020-01-17,-25.3173
2020-01-16,-6.1318
2020-01-15,-13.4852
2020-01-14,-6.7449
2020-01-13,-13.3858
2020-01-10,-14.2871
2020-01-09,1.2071
2020-01-08,-13.0285
2020-01-07,2.8292
2020-01-06,-7.7631
2020-01-03,-10.7716
2020-01-02,-9.4718
2019-12-31,-33.0134
2019-12-30,-31.8976
2019-12-27,-25.3584
2019-12-26,-25.9989
2019-12-24,-20.9071
2019-12-23,-12.9428
2019-12-20,-39.4724
2019-12-19,-31.0815
2019-12-18,-40.0400
2019-12-17,-52.2616
2019-12-16,-52.2616
2019-12-13,-33.5304
2019-12-12,-25.2132
2019-12-11,-17.7775
2019-12-10,-24.0612
2019-12-09,-17.8432
2019-12-06,-12.2144
2019-12-05,-36.8571
2019-12-04,-31.7917
2019-12-03,-26.3389
2019-12-02,-20.8931
2019-11-29,3.5566
2019-11-27,8.5526
2019-11-26,24.9817
2019-11-25,24.2703
2019-11-22,21.0982
2019-11-21,12.0189
2019-11-20,23.7061
2019-11-19,16.8789
2019-11-18,23.1173
2019-11-15,28.6964
2019-11-14,22.6731
2019-11-13,15.1581
2019-11-12,15.9381
2019-11-11,24.0586
2019-11-08,-0.7964
2019-11-07,12.2796
2019-11-06,2.8853
2019-11-05,11.3914
2019-11-04,-1.9273
2019-11-01,-14.6348
2019-10-31,-27.4308
2019-10-30,-17.8138
2019-10-29,-12.9698
2019-10-28,-32.7161
2019-10-25,-35.4964
2019-10-24,-29.5232
2019-10-23,-39.4990
2019-10-22,-48.3880
2019-10-21,-64.3877
2019-10-18,-54.8412
2019-10-17,-15.2366
2019-10-16,-5.1712
2019-10-15,-10.3138
2019-10-14,-3.9288
2019-10-11,1.1510
2019-10-10,-10.7191
2019-10-09,0.2230
2019-10-08,-2.2258
2019-10-07,4.3112
2019-10-04,2.2871
2019-10-03,-6.4726
2019-10-02,-18.9221
2019-10-01,-2.3912
2019-09-30,12.6956
2019-09-27,19.9044
2019-09-26,32.7954
2019-09-25,31.6633
2019-09-24,24.0723
2019-09-23,15.4939
2019-09-20,21.8216
2019-09-19,36.1915
2019-09-18,42.0754
2019-09-17,39.4335
2019-09-16,32.7509
2019-09-13,35.0316
2019-09-12,30.1283
2019-09-11,47.9111
2019-09-10,32.6760
2019-09-09,14.8217
2019-09-06,26.7411
2019-09-05,22.0836
2019-09-04,15.3181
2019-09-03,11.4449
2019-08-30,37.3581
2019-08-29,35.4729
2019-08-28,31.6758
2019-08-27,24.0686
2019-08-26,35.2130
2019-08-23,31.3091
2019-08-22,29.2840
2019-08-21,7.0586
2019-08-20,-10.8604
2019-08-19,-6.8797
2019-08-16,-14.4236
2019-08-15,-20.0336
2019-08-14,-39.0115
2019-08-13,-20.4296
2019-08-12,-20.2891
2019-08-09,-12.2497
2019-08-08,-14.9661
2019-08-07,-31.6499
2019-08-06,-30.2626
2019-08-05,-33.4290
2019-08-02,-23.1479
2019-08-01,-34.7611
2019-07-31,-26.6185
2019-07-30,-18.2483
2019-07-29,-34.1465
2019-07-26,-28.4244
2019-07-25,-24.6217
2019-07-24,-5.0140
2019-07-23,19.3707
2019-07-22,20.2058
2019-07-19,29.3758
2019-07-18,1.4776
2019-07-17,24.3591
2019-07-16,9.5895
2019-07-15,6.8325
2019-07-12,17.3412
2019-07-11,2.6808
2019-07-10,-17.1046
2019-07-09,-15.2768
2019-07-08,-21.2785
2019-07-05,-11.2754
2019-07-03,-15.1367
2019-07-02,-15.9443
2019-07-01,-11.8141
2019-06-28,3.1613
2019-06-27,3.1822
2019-06-26,28.8150
2019-06-25,19.5590
2019-06-24,32.4376
2019-06-21,29.2813
2019-06-20,37.4530
2019-06-19,29.0635
2019-06-18,43.9068
2019-06-17,11.6170
2019-06-14,-11.9318
2019-06-13,-7.0355
2019-06-12,-13.1290
2019-06-11,-7.1498
2019-06-10,5.5583
2019-06-07,5.2973
2019-06-06,-2.5034
2019-06-05,-7.4220
2019-06-04,-18.6159
2019-06-03,-36.3586
2019-05-31,-32.0140
2019-05-30,-16.4195
2019-05-29,-19.6184
2019-05-28,-6.4766
2019-05-24,-6.4313
2019-05-23,-17.5768
2019-05-22,-13.3923
2019-05-21,-1.3218
2019-05-20,-15.8259
2019-05-17,-11.5628
2019-05-16,-14.3920
2019-05-15,-35.2323
2019-05-14,-42.6771
2019-05-13,-59.9610
2019-05-10,-40.0026
2019-05-09,-41.9910
2019-05-08,-36.6784
2019-05-07,-45.1344
2019-05-06,-19.6092
2019-05-03,-6.3472
2019-05-02,-8.5356
2019-05-01,-5.8949
2019-04-30,-3.6672
2019-04-29,-0.4253
2019-04-26,3.5888
2019-04-25,8.1202
2019-04-24,-7.3072
2019-04-23,-10.5857
2019-04-22,-8.5781
2019-04-18,0.0351
2019-04-17,-4.5797
2019-04-16,2.4297
2019-04-15,-8.2356
2019-04-12,-1.7838
2019-04-11,-18.8384
2019-04-10,-29.5999
2019-04-09,-24.7851
2019-04-08,-18.0425
2019-04-05,10.2058
2019-04-04,18.5037
2019-04-03,-0.8298
2019-04-02,12.1067
2019-04-01,13.8639
2019-03-29,-5.1350
2019-03-28,-21.8134
2019-03-27,-22.3892
2019-03-26,-31.7205
2019-03-25,-31.6225
2019-03-22,-51.9648
2019-03-21,-41.6567
2019-03-20,-37.7033
2019-03-19,-44.6643
2019-03-18,-47.4910
2019-03-15,-41.4871
2019-03-14,-55.0141
2019-03-13,-52.2408
2019-03-12,-56.1439
2019-03-11,-34.7280
2019-03-08,9.2434
2019-03-07,9.3022
2019-03-06,14.5776
2019-03-05,31.6074
2019-03-04,40.1180
2019-03-01,70.7889
2019-02-28,70.3020
2019-02-27,66.9012
2019-02-26,58.7460
2019-02-25,59.1531
2019-02-22,56.3097
2019-02-21,48.9755
2019-02-20,64.1971
2019-02-19,59.1975
2019-02-15,65.9390
2019-02-14,58.3786
2019-02-13,61.3850
