Dates,ROC Values
2022-11-14,-8.9311
2022-11-11,-6.4611
2022-11-10,-8.5911
2022-11-09,-17.3248
2022-11-08,-16.9344
2022-11-07,-19.7284
2022-11-04,-25.2953
2022-11-03,-27.7916
2022-11-02,-34.4874
2022-11-01,-36.5463
2022-10-31,-36.3510
2022-10-28,-33.8515
2022-10-27,-35.3023
2022-10-26,-36.0805
2022-10-25,-31.9490
2022-10-24,-32.7860
2022-10-21,-33.6744
2022-10-20,-34.8734
2022-10-19,-33.4215
2022-10-18,-31.7803
2022-10-17,-32.8647
2022-10-14,-34.6214
2022-10-13,-35.7687
2022-10-12,-35.8075
2022-10-11,-35.5744
2022-10-10,-34.6026
2022-10-07,-34.9489
2022-10-06,-29.8599
2022-10-05,-31.4177
2022-10-04,-30.0225
2022-10-03,-35.5012
2022-09-30,-38.0665
2022-09-29,-36.5096
2022-09-28,-34.9264
2022-09-27,-38.5672
2022-09-26,-39.6579
2022-09-23,-37.1450
2022-09-22,-32.6258
2022-09-21,-27.8100
2022-09-20,-27.8881
2022-09-19,-23.0140
2022-09-16,-27.0710
2022-09-15,-24.5441
2022-09-14,-25.0740
2022-09-13,-30.0522
2022-09-12,-24.1046
2022-09-09,-24.9547
2022-09-08,-26.3111
2022-09-07,-31.3751
2022-09-06,-32.7553
2022-09-02,-32.7635
2022-09-01,-34.0770
2022-08-31,-27.4756
2022-08-30,-26.0598
2022-08-29,-24.2929
2022-08-26,-25.4812
2022-08-25,-23.9357
2022-08-24,-27.1140
2022-08-23,-24.8603
2022-08-22,-25.4944
2022-08-19,-23.4291
2022-08-18,-21.3860
2022-08-17,-19.2388
2022-08-16,-17.2095
2022-08-15,-17.4919
2022-08-12,-18.9791
2022-08-11,-21.1350
2022-08-10,-20.6367
2022-08-09,-23.0895
2022-08-08,-23.2595
2022-08-05,-23.5820
2022-08-04,-23.2648
2022-08-03,-23.2215
2022-08-02,-24.9080
2022-08-01,-23.7668
2022-07-29,-28.7427
2022-07-28,-29.7461
2022-07-27,-31.0526
2022-07-26,-31.1551
2022-07-25,-30.3791
2022-07-22,-29.5250
2022-07-21,-27.8743
2022-07-20,-29.9204
2022-07-19,-29.0125
2022-07-18,-34.4515
2022-07-15,-32.3566
2022-07-14,-34.3549
2022-07-13,-34.9790
2022-07-12,-33.4464
2022-07-11,-36.8651
2022-07-08,-33.3030
2022-07-07,-33.1885
2022-07-06,-36.1127
2022-07-05,-35.4612
2022-07-01,-34.7213
2022-06-30,-35.3784
2022-06-29,-35.4485
2022-06-28,-34.0466
2022-06-27,-35.1594
2022-06-24,-33.0448
2022-06-23,-37.4673
2022-06-22,-37.1316
2022-06-21,-38.0745
2022-06-17,-37.2822
2022-06-16,-39.2437
2022-06-15,-38.5647
2022-06-14,-44.9109
2022-06-13,-46.4850
2022-06-10,-42.5417
2022-06-09,-39.6062
2022-06-08,-36.3582
2022-06-07,-33.7847
2022-06-06,-34.3703
2022-06-03,-36.4155
2022-06-02,-36.7744
2022-06-01,-42.9625
2022-05-31,-43.9563
2022-05-27,-44.4832
2022-05-26,-46.6658
2022-05-25,-48.2314
2022-05-24,-48.5943
2022-05-23,-46.3667
2022-05-20,-47.5080
2022-05-19,-43.8997
2022-05-18,-45.2093
2022-05-17,-41.3997
2022-05-16,-45.2270
2022-05-13,-45.0848
2022-05-12,-46.8239
2022-05-11,-41.7870
2022-05-10,-41.1335
2022-05-09,-39.8203
2022-05-06,-32.5848
2022-05-05,-32.3852
2022-05-04,-27.7136
2022-05-03,-25.8032
2022-05-02,-31.7489
2022-04-29,-33.1837
2022-04-28,-31.2898
2022-04-27,-32.3138
2022-04-26,-29.9005
2022-04-25,-26.5787
2022-04-22,-25.2777
2022-04-21,-21.9001
2022-04-20,-22.2707
2022-04-19,-21.4213
2022-04-18,-24.9781
2022-04-14,-24.0524
2022-04-13,-22.4338
2022-04-12,-26.5378
2022-04-11,-29.5314
2022-04-08,-30.0794
2022-04-07,-26.9327
2022-04-06,-26.6880
2022-04-05,-25.5341
2022-04-04,-19.4523
2022-04-01,-20.2575
2022-03-31,-20.9560
2022-03-30,-20.9418
2022-03-29,-20.9431
2022-03-28,-23.9081
2022-03-25,-23.9148
2022-03-24,-23.7886
2022-03-23,-26.3966
2022-03-22,-24.3885
2022-03-21,-25.6162
2022-03-18,-22.9666
2022-03-17,-25.5966
2022-03-16,-25.8077
2022-03-15,-27.1759
2022-03-14,-29.9880
2022-03-11,-26.9876
2022-03-10,-25.8993
2022-03-09,-24.7978
2022-03-08,-25.9859
2022-03-07,-25.6886
2022-03-04,-19.4189
2022-03-03,-17.0073
2022-03-02,-13.2336
2022-03-01,-14.6890
2022-02-28,-7.7704
2022-02-25,-8.7417
2022-02-24,-13.3039
2022-02-23,-15.6742
2022-02-22,-15.5986
2022-02-18,-9.0423
2022-02-17,-6.3985
2022-02-16,-6.2920
2022-02-15,-7.4238
2022-02-14,-10.3581
2022-02-11,-10.0195
2022-02-10,-7.0967
2022-02-09,-10.9746
2022-02-08,-11.6675
2022-02-07,-11.0999
2022-02-04,-11.8978
2022-02-03,-12.5170
2022-02-02,-11.3390
2022-02-01,-14.6672
2022-01-31,-19.3166
2022-01-28,-24.1090
2022-01-27,-24.8306
2022-01-26,-23.2953
2022-01-25,-18.2029
2022-01-24,-19.0838
2022-01-21,-19.4195
2022-01-20,-15.1991
2022-01-19,-14.9273
2022-01-18,-13.2441
2022-01-14,-10.6736
2022-01-13,-12.0996
2022-01-12,-13.7137
2022-01-11,-13.7714
2022-01-10,-14.5220
2022-01-07,-12.8201
2022-01-06,-11.6619
2022-01-05,-11.6808
2022-01-04,-14.9664
2022-01-03,-18.7476
2021-12-31,-21.3778
2021-12-30,-23.0965
2021-12-29,-20.1991
2021-12-28,-22.3996
2021-12-27,-24.5254
2021-12-23,-18.9603
2021-12-22,-17.7916
2021-12-21,-13.4816
2021-12-20,-15.8684
2021-12-17,-13.7040
2021-12-16,-15.0950
2021-12-15,-14.4951
2021-12-14,-12.3868
2021-12-13,-12.0282
2021-12-10,-3.2781
2021-12-09,-4.1072
2021-12-08,-7.9838
2021-12-07,-1.5510
2021-12-06,-3.2882
2021-12-03,-8.7276
2021-12-02,-2.9259
2021-12-01,-12.6810
2021-11-30,-8.9005
2021-11-29,-5.9153
2021-11-26,-5.4353
2021-11-24,-0.6229
2021-11-23,-2.7845
2021-11-22,-0.9672
2021-11-19,2.9818
2021-11-18,7.8855
2021-11-17,9.2724
2021-11-16,12.3719
2021-11-15,19.0206
2021-11-12,13.7855
2021-11-11,11.2305
2021-11-10,12.6115
2021-11-09,9.2695
2021-11-08,9.5004
2021-11-05,9.0459
2021-11-04,2.7096
2021-11-03,0.9127
2021-11-02,0.9776
2021-11-01,5.0215
2021-10-29,-1.3720
2021-10-28,0.3089
2021-10-27,-0.8637
2021-10-26,1.4604
2021-10-25,1.4150
2021-10-22,0.1222
2021-10-21,1.5685
2021-10-20,2.1453
2021-10-19,6.5361
2021-10-18,1.3641
2021-10-15,0.1708
2021-10-14,0.5503
2021-10-13,2.6332
2021-10-12,2.9565
2021-10-11,3.0771
2021-10-08,3.4784
2021-10-07,3.2693
2021-10-06,2.3845
2021-10-05,1.4374
2021-10-04,-0.9209
2021-10-01,-1.5251
2021-09-30,-3.7967
2021-09-29,-2.1578
2021-09-28,-6.8336
2021-09-27,-3.4043
2021-09-24,-6.4167
2021-09-23,-7.1671
2021-09-22,-6.7595
2021-09-21,-12.0953
2021-09-20,-6.4105
2021-09-17,0.1643
2021-09-16,1.2577
2021-09-15,-1.0531
2021-09-14,-2.7756
2021-09-13,-1.8353
2021-09-10,-0.5815
2021-09-09,7.1736
2021-09-08,2.7763
2021-09-07,5.3812
2021-09-03,3.8657
2021-09-02,9.1057
2021-09-01,16.5731
2021-08-31,24.2078
2021-08-30,19.4949
2021-08-27,17.5208
2021-08-26,20.7070
2021-08-25,40.1230
2021-08-24,40.9574
2021-08-23,44.6943
2021-08-20,38.4120
2021-08-19,42.7725
2021-08-18,51.6726
2021-08-17,49.8550
2021-08-16,54.6240
2021-08-13,51.0307
2021-08-12,48.0943
2021-08-11,43.0987
2021-08-10,39.4570
2021-08-09,41.7491
2021-08-06,38.3222
2021-08-05,37.5980
2021-08-04,35.4228
2021-08-03,39.4849
2021-08-02,38.0421
2021-07-30,39.6818
2021-07-29,38.4105
2021-07-28,38.3912
2021-07-27,32.3036
2021-07-26,37.2031
2021-07-23,38.8492
2021-07-22,29.0129
2021-07-21,32.4012
2021-07-20,29.3638
2021-07-19,25.2511
2021-07-16,33.0929
2021-07-15,34.1281
2021-07-14,43.8505
2021-07-13,56.2479
2021-07-12,57.6201
2021-07-09,52.7997
2021-07-08,51.4359
2021-07-07,43.8377
2021-07-06,40.9539
2021-07-02,41.3352
2021-07-01,46.6328
2021-06-30,44.8806
2021-06-29,47.1385
2021-06-28,52.1720
2021-06-25,54.4844
2021-06-24,55.5562
2021-06-23,42.3970
2021-06-22,44.4451
2021-06-21,40.3364
2021-06-18,37.9140
2021-06-17,39.2271
2021-06-16,37.8100
2021-06-15,41.5270
2021-06-14,42.6062
2021-06-11,41.5212
2021-06-10,39.3055
2021-06-09,48.0955
2021-06-08,49.0506
2021-06-07,49.2645
2021-06-04,46.8131
2021-06-03,45.5264
2021-06-02,43.5422
2021-06-01,45.7849
2021-05-28,40.8003
2021-05-27,39.1773
2021-05-26,34.5354
2021-05-25,41.5951
2021-05-24,37.8862
2021-05-21,34.7372
2021-05-20,37.9112
2021-05-19,38.3004
2021-05-18,44.0190
2021-05-17,40.7718
2021-05-14,37.6242
2021-05-13,30.3208
2021-05-12,29.7104
2021-05-11,31.7219
2021-05-10,32.0091
2021-05-07,30.9695
2021-05-06,28.6514
2021-05-05,30.8222
2021-05-04,33.0013
2021-05-03,31.6116
2021-04-30,24.6728
2021-04-29,31.1069
2021-04-28,34.0507
2021-04-27,35.8832
2021-04-26,39.3352
2021-04-23,32.3745
2021-04-22,30.9984
2021-04-21,25.5495
2021-04-20,29.4508
2021-04-19,35.3982
2021-04-16,35.3955
2021-04-15,29.1120
2021-04-14,48.4795
2021-04-13,44.8250
2021-04-12,41.2191
2021-04-09,34.3198
2021-04-08,35.2376
2021-04-07,35.0551
2021-04-06,32.7006
2021-04-05,34.7045
2021-04-01,27.9062
2021-03-31,33.4032
2021-03-30,32.9798
2021-03-29,47.3647
2021-03-26,20.3825
2021-03-25,14.0491
2021-03-24,3.7918
2021-03-23,17.4366
2021-03-22,36.3158
2021-03-19,47.7362
2021-03-18,67.0211
2021-03-17,74.1132
2021-03-16,74.9811
2021-03-15,77.2994
2021-03-12,80.0361
2021-03-11,74.1173
2021-03-10,78.3902
2021-03-09,65.9065
2021-03-08,68.0393
2021-03-05,71.1285
2021-03-04,65.9111
2021-03-03,90.4667
2021-03-02,82.1254
2021-03-01,84.6831
2021-02-26,69.3100
2021-02-25,67.9078
2021-02-24,71.8675
2021-02-23,64.8815
2021-02-22,74.6923
2021-02-19,73.4211
2021-02-18,58.5882
2021-02-17,61.5956
2021-02-16,54.0065
2021-02-12,51.7842
2021-02-11,60.4417
2021-02-10,64.6876
2021-02-09,66.7855
2021-02-08,53.8769
2021-02-05,54.0565
2021-02-04,54.5074
2021-02-03,44.4119
2021-02-02,30.4805
2021-02-01,45.8880
2021-01-29,33.0251
2021-01-28,39.8794
2021-01-27,31.6975
2021-01-26,33.0743
2021-01-25,38.4626
2021-01-22,45.3878
2021-01-21,39.4165
2021-01-20,69.8121
2021-01-19,70.9337
2021-01-15,56.3275
2021-01-14,40.7469
2021-01-13,36.0717
2021-01-12,28.6481
2021-01-11,14.5334
2021-01-08,32.2371
2021-01-07,66.5962
2021-01-06,99.8012
2021-01-05,122.7450
2021-01-04,107.4711
2020-12-31,110.0893
2020-12-30,74.5368
2020-12-29,66.8467
2020-12-28,26.9624
2020-12-24,40.2415
2020-12-23,16.1889
2020-12-22,-5.2941
2020-12-21,-3.4600
2020-12-18,-16.2315
2020-12-17,-15.0286
2020-12-16,-20.2211
2020-12-15,-18.2168
2020-12-14,-20.9666
2020-12-11,-16.2771
2020-12-10,-18.5328
2020-12-09,-24.0617
2020-12-08,-22.2167
2020-12-07,-25.0802
2020-12-04,-29.5629
2020-12-03,-29.4635
2020-12-02,-33.8309
2020-12-01,-37.1429
2020-11-30,-38.1157
2020-11-27,-36.8473
2020-11-25,-36.9940
2020-11-24,-36.1827
2020-11-23,-38.2604
2020-11-20,-40.3663
2020-11-19,-39.4011
2020-11-18,-37.9400
2020-11-17,-33.5381
2020-11-16,-35.5654
2020-11-13,-40.8579
2020-11-12,-45.0110
2020-11-11,-43.0961
2020-11-10,-40.0363
2020-11-09,-43.0085
2020-11-06,-50.8789
2020-11-05,-50.2717
2020-11-04,-50.6347
2020-11-03,-50.6746
2020-11-02,-53.8822
2020-10-30,-56.2483
2020-10-29,-54.7669
2020-10-28,-55.1593
2020-10-27,-52.7071
2020-10-26,-50.9596
2020-10-23,-49.9426
2020-10-22,-48.6726
2020-10-21,-51.1260
2020-10-20,-49.5888
2020-10-19,-49.4796
2020-10-16,-49.4920
2020-10-15,-49.2803
2020-10-14,-49.6880
2020-10-13,-50.5931
2020-10-12,-48.9715
2020-10-09,-49.4495
2020-10-08,-49.9313
2020-10-07,-49.5132
2020-10-06,-51.8752
2020-10-05,-47.9176
2020-10-02,-48.2913
2020-10-01,-48.3590
2020-09-30,-51.3418
2020-09-29,-52.4732
2020-09-28,-52.2641
2020-09-25,-54.8821
2020-09-24,-58.1659
2020-09-23,-57.0487
2020-09-22,-54.3682
2020-09-21,-54.9114
2020-09-18,-53.9576
2020-09-17,-52.5496
2020-09-16,-53.9943
2020-09-15,-55.3071
2020-09-14,-55.4654
2020-09-11,-56.8004
2020-09-10,-57.2803
2020-09-09,-55.8608
2020-09-08,-56.3113
2020-09-04,-53.1130
2020-09-03,-54.0460
2020-09-02,-52.6938
2020-09-01,-52.8817
2020-08-31,-52.3173
2020-08-28,-51.2638
2020-08-27,-52.2443
2020-08-26,-50.7321
2020-08-25,-50.8054
2020-08-24,-49.0753
2020-08-21,-52.6994
2020-08-20,-51.1300
2020-08-19,-50.3856
2020-08-18,-49.3291
2020-08-17,-49.7092
2020-08-14,-48.3628
2020-08-13,-48.1377
2020-08-12,-47.7660
2020-08-11,-47.1043
2020-08-10,-46.6891
2020-08-07,-48.9546
2020-08-06,-47.3725
2020-08-05,-48.7404
2020-08-04,-54.7460
2020-08-03,-55.9161
2020-07-31,-56.9061
2020-07-30,-56.0915
2020-07-29,-55.1996
2020-07-28,-53.4090
2020-07-27,-54.0711
2020-07-24,-53.0054
2020-07-23,-52.5871
2020-07-22,-51.5816
2020-07-21,-51.4247
2020-07-20,-51.9614
2020-07-17,-52.5979
2020-07-16,-52.4785
2020-07-15,-50.3333
2020-07-14,-52.9375
2020-07-13,-53.9826
2020-07-10,-52.6943
2020-07-09,-53.4994
2020-07-08,-51.9752
2020-07-07,-52.9219
2020-07-06,-50.7974
2020-07-02,-52.3842
2020-07-01,-51.8426
2020-06-30,-51.1641
2020-06-29,-47.6130
2020-06-26,-55.0810
2020-06-25,-52.1123
2020-06-24,-50.1724
2020-06-23,-47.6327
2020-06-22,-47.0606
2020-06-19,-46.9264
2020-06-18,-45.1060
2020-06-17,-46.4945
2020-06-16,-44.8366
2020-06-15,-46.3318
2020-06-12,-45.9469
2020-06-11,-52.0937
2020-06-10,-42.1909
2020-06-09,-38.1244
2020-06-08,-31.4052
2020-06-05,-37.3474
2020-06-04,-44.1335
2020-06-03,-46.9814
2020-06-02,-52.7085
2020-06-01,-52.1961
2020-05-29,-55.6666
2020-05-28,-54.4708
2020-05-27,-55.1825
2020-05-26,-56.4635
2020-05-22,-57.7523
2020-05-21,-57.4382
2020-05-20,-59.0060
2020-05-19,-60.8956
2020-05-18,-58.7565
2020-05-15,-64.1962
2020-05-14,-64.1050
2020-05-13,-63.6453
2020-05-12,-63.0524
2020-05-11,-62.3013
2020-05-08,-62.4168
2020-05-07,-64.8965
2020-05-06,-66.7803
2020-05-05,-66.1722
2020-05-04,-62.9417
2020-05-01,-63.2589
2020-04-30,-60.4265
2020-04-29,-60.8704
2020-04-28,-63.4143
2020-04-27,-63.5122
2020-04-24,-62.7316
2020-04-23,-60.2894
2020-04-22,-60.8697
2020-04-21,-61.0019
2020-04-20,-58.7583
2020-04-17,-55.7358
2020-04-16,-61.6644
2020-04-15,-59.1764
2020-04-14,-60.5701
2020-04-13,-59.9999
2020-04-09,-58.1481
2020-04-08,-60.0235
2020-04-07,-61.2406
2020-04-06,-59.6025
2020-04-03,-65.6076
2020-04-02,-66.4445
2020-04-01,-62.5112
2020-03-31,-56.2683
2020-03-30,-55.5652
2020-03-27,-52.4797
2020-03-26,-47.3870
2020-03-25,-54.3298
2020-03-24,-63.2532
2020-03-23,-69.3369
2020-03-20,-72.2677
2020-03-19,-71.1378
2020-03-18,-69.3942
2020-03-17,-63.0076
2020-03-16,-62.2894
2020-03-13,-50.3277
2020-03-12,-55.5846
2020-03-11,-45.7661
2020-03-10,-32.9170
2020-03-09,-34.4491
2020-03-06,-25.5632
2020-03-05,-24.8712
2020-03-04,-18.8200
2020-03-03,-19.2616
2020-03-02,-14.8056
2020-02-28,-18.3619
2020-02-27,-13.1729
2020-02-26,-12.2906
2020-02-25,-12.5737
2020-02-24,-9.5238
2020-02-21,-5.3087
2020-02-20,-7.3448
2020-02-19,-7.9916
2020-02-18,-7.6720
2020-02-14,-7.4795
2020-02-13,-7.0659
2020-02-12,-6.7079
2020-02-11,-7.9441
2020-02-10,-8.3610
2020-02-07,-8.7164
2020-02-06,-7.0914
2020-02-05,-10.5991
2020-02-04,-14.8606
2020-02-03,-14.8086
2020-01-31,-15.1407
2020-01-30,-12.3623
2020-01-29,-13.6704
2020-01-28,-12.9607
2020-01-27,-11.7046
2020-01-24,-10.9067
2020-01-23,-13.6397
2020-01-22,-19.7585
2020-01-21,-19.4316
2020-01-17,-14.2513
2020-01-16,-13.5255
2020-01-15,-14.2719
2020-01-14,-11.3169
2020-01-13,-10.2427
2020-01-10,-10.2691
2020-01-09,-7.5770
2020-01-08,-8.9624
2020-01-07,-5.2178
2020-01-06,-8.8624
2020-01-03,-9.9658
2020-01-02,-9.1550
2019-12-31,-10.9412
2019-12-30,-12.3461
2019-12-27,-9.9904
2019-12-26,-10.9662
2019-12-24,-9.7209
2019-12-23,-14.1152
2019-12-20,-20.9949
2019-12-19,-19.6740
2019-12-18,-20.7097
2019-12-17,-22.6239
2019-12-16,-23.0835
2019-12-13,-21.0792
2019-12-12,-19.8921
2019-12-11,-18.1934
2019-12-10,-17.0322
2019-12-09,-16.2625
2019-12-06,-15.0144
2019-12-05,-15.7474
2019-12-04,-15.7779
2019-12-03,-13.9154
2019-12-02,-13.5127
2019-11-29,-9.0610
2019-11-27,-8.7781
2019-11-26,-7.4439
2019-11-25,-5.9884
2019-11-22,-6.6612
2019-11-21,-7.9520
2019-11-20,-7.7096
2019-11-19,-8.4755
2019-11-18,-4.8031
2019-11-15,-1.8654
2019-11-14,-2.5296
2019-11-13,-4.3608
2019-11-12,1.7240
2019-11-11,3.4175
2019-11-08,-1.4145
2019-11-07,2.0189
2019-11-06,0.4545
2019-11-05,1.8189
2019-11-04,-2.0956
2019-11-01,-2.2289
2019-10-31,-1.8020
2019-10-30,-0.0764
2019-10-29,1.2929
2019-10-28,-1.7562
2019-10-25,-1.9782
2019-10-24,1.9210
2019-10-23,1.6991
2019-10-22,4.4638
2019-10-21,2.9457
2019-10-18,12.5364
2019-10-17,15.9210
2019-10-16,17.4547
2019-10-15,19.2541
2019-10-14,19.6803
2019-10-11,21.4678
2019-10-10,28.2761
2019-10-09,25.2223
2019-10-08,21.5428
2019-10-07,19.8471
2019-10-04,16.4778
2019-10-03,19.7056
2019-10-02,17.2187
2019-10-01,17.1672
2019-09-30,18.4513
2019-09-27,20.9203
2019-09-26,20.5756
2019-09-25,21.5261
2019-09-24,16.9536
2019-09-23,11.9620
2019-09-20,7.1981
2019-09-19,12.7600
2019-09-18,14.7274
2019-09-17,17.1701
2019-09-16,21.1587
2019-09-13,22.0908
2019-09-12,22.3252
2019-09-11,22.7407
2019-09-10,18.2880
2019-09-09,13.6998
2019-09-06,9.8974
2019-09-05,7.2852
2019-09-04,5.1926
2019-09-03,3.1369
2019-08-30,3.7193
2019-08-29,-0.1094
2019-08-28,-1.2545
2019-08-27,-2.5716
2019-08-26,0.1056
2019-08-23,0.4920
2019-08-22,1.2232
2019-08-21,-4.3182
2019-08-20,-4.4771
2019-08-19,-2.5330
2019-08-16,0.6122
2019-08-15,-6.7161
2019-08-14,-9.9992
2019-08-13,-4.1007
2019-08-12,-2.8171
2019-08-09,-3.1128
2019-08-08,-3.5331
2019-08-07,-6.3480
2019-08-06,-7.6265
2019-08-05,-8.6997
2019-08-02,-3.9106
2019-08-01,-5.7250
2019-07-31,-3.2445
2019-07-30,-3.9734
2019-07-29,-10.3606
2019-07-26,-9.1763
2019-07-25,-8.5288
2019-07-24,-5.8806
2019-07-23,-3.4215
2019-07-22,-1.8472
2019-07-19,0.2470
2019-07-18,-1.3898
2019-07-17,2.1455
2019-07-16,0.9223
2019-07-15,0.0025
2019-07-12,0.8226
2019-07-11,-2.0529
2019-07-10,-2.6332
2019-07-09,-1.8163
2019-07-08,-1.9237
2019-07-05,1.5281
2019-07-03,0.0522
2019-07-02,1.1852
2019-07-01,2.4331
2019-06-28,7.0750
2019-06-27,8.1398
2019-06-26,9.0176
2019-06-25,6.7752
2019-06-24,9.5569
2019-06-21,9.0623
2019-06-20,11.0638
2019-06-19,7.8977
2019-06-18,8.4501
2019-06-17,2.6237
2019-06-14,-0.3324
2019-06-13,1.4055
2019-06-12,1.4251
2019-06-11,1.3536
2019-06-10,1.5653
2019-06-07,2.4137
2019-06-06,2.7997
2019-06-05,2.3698
2019-06-04,5.4933
2019-06-03,1.4818
2019-05-31,2.5321
2019-05-30,4.6865
2019-05-29,3.0576
2019-05-28,4.1455
2019-05-24,3.2665
2019-05-23,3.2340
2019-05-22,3.3331
2019-05-21,4.6942
2019-05-20,2.0706
2019-05-17,1.6953
2019-05-16,2.8614
2019-05-15,-2.1858
2019-05-14,-2.5623
2019-05-13,-3.2574
2019-05-10,1.0364
2019-05-09,2.3104
2019-05-08,2.8598
2019-05-07,2.0157
2019-05-06,4.6759
2019-05-03,7.0403
2019-05-02,7.0867
2019-05-01,8.9970
2019-04-30,10.7573
2019-04-29,12.9283
2019-04-26,11.3029
2019-04-25,13.6052
2019-04-24,13.8509
2019-04-23,13.9113
2019-04-22,14.3473
2019-04-18,14.7550
2019-04-17,14.1787
2019-04-16,15.7457
2019-04-15,15.5148
2019-04-12,16.2790
2019-04-11,13.4096
2019-04-10,9.2667
2019-04-09,10.9033
2019-04-08,10.8982
2019-04-05,16.5875
2019-04-04,13.2354
2019-04-03,9.0889
2019-04-02,9.4051
2019-04-01,9.1954
2019-03-29,4.4300
2019-03-28,2.4305
2019-03-27,2.7665
2019-03-26,1.9825
2019-03-25,1.1727
2019-03-22,2.0564
2019-03-21,4.8402
2019-03-20,7.0030
2019-03-19,7.6019
2019-03-18,5.4647
2019-03-15,9.1048
2019-03-14,5.1956
2019-03-13,6.6004
2019-03-12,6.0494
2019-03-11,14.3323
2019-03-08,17.8183
2019-03-07,22.0809
2019-03-06,25.1562
2019-03-05,28.0042
2019-03-04,28.3362
2019-03-01,29.7515
2019-02-28,30.3629
2019-02-27,28.4199
2019-02-26,26.3306
2019-02-25,28.6494
2019-02-22,27.0261
2019-02-21,27.3322
2019-02-20,29.9966
2019-02-19,30.9390
