Dates,WILLR Values
2021-12-06,-61.0797
2021-12-03,-77.1659
2021-12-02,-68.6983
2021-12-01,-99.5864
2021-11-30,-90.0224
2021-11-29,-88.7331
2021-11-26,-86.9554
2021-11-24,-79.5501
2021-11-23,-84.5603
2021-11-22,-81.9359
2021-11-19,-67.5187
2021-11-18,-22.8016
2021-11-17,-24.9489
2021-11-16,-27.7437
2021-11-15,-2.8971
2021-11-12,-40.5091
2021-11-11,-46.2545
2021-11-10,-49.4545
2021-11-09,-41.1273
2021-11-08,-34.2545
2021-11-05,-27.7818
2021-11-04,-69.3455
2021-11-03,-68.0727
2021-11-02,-70.2909
2021-11-01,-63.7091
2021-10-29,-91.1636
2021-10-28,-88.1818
2021-10-27,-96.3341
2021-10-26,-87.1725
2021-10-25,-75.2053
2021-10-22,-80.5790
2021-10-21,-77.4408
2021-10-20,-72.1548
2021-10-19,-72.7325
2021-10-18,-69.8151
2021-10-15,-69.6418
2021-10-14,-68.4864
2021-10-13,-55.9503
2021-10-12,-50.7799
2021-10-11,-42.4610
2021-10-08,-42.6343
2021-10-07,-42.3744
2021-10-06,-46.6782
2021-10-05,-48.3247
2021-10-04,-50.1444
2021-10-01,-43.7608
2021-09-30,-61.2652
2021-09-29,-45.6095
2021-09-28,-65.6846
2021-09-27,-46.7400
2021-09-24,-54.3604
2021-09-23,-55.1582
2021-09-22,-66.4924
2021-09-21,-89.7937
2021-09-20,-87.0702
2021-09-17,-76.4512
2021-09-16,-76.4512
2021-09-15,-74.0853
2021-09-14,-81.3755
2021-09-13,-73.3700
2021-09-10,-85.1351
2021-09-09,-75.2973
2021-09-08,-83.3712
2021-09-07,-76.5641
2021-09-03,-71.8526
2021-09-02,-66.2526
2021-09-01,-71.9579
2021-08-31,-69.0526
2021-08-30,-72.9263
2021-08-27,-64.3158
2021-08-26,-75.3684
2021-08-25,-65.8316
2021-08-24,-64.9895
2021-08-23,-69.2632
2021-08-20,-83.4316
2021-08-19,-85.3794
2021-08-18,-71.7918
2021-08-17,-66.1813
2021-08-16,-52.9023
2021-08-13,-42.4189
2021-08-12,-35.1970
2021-08-11,-35.2747
2021-08-10,-42.1969
2021-08-09,-48.7459
2021-08-06,-50.4998
2021-08-05,-53.0933
2021-08-04,-59.2691
2021-08-03,-54.6792
2021-08-02,-61.6760
2021-07-30,-59.5490
2021-07-29,-49.9400
2021-07-28,-50.0520
2021-07-27,-67.4041
2021-07-26,-60.7245
2021-07-23,-68.8035
2021-07-22,-70.0163
2021-07-21,-66.9003
2021-07-20,-76.9571
2021-07-19,-95.9139
2021-07-16,-98.2926
2021-07-15,-90.6168
2021-07-14,-86.3194
2021-07-13,-76.7836
2021-07-12,-51.1261
2021-07-09,-47.8204
2021-07-08,-54.9913
2021-07-07,-67.6802
2021-07-06,-56.5933
2021-07-02,-55.2201
2021-07-01,-47.4644
2021-06-30,-47.8967
2021-06-29,-57.5596
2021-06-28,-46.8795
2021-06-25,-25.4686
2021-06-24,-19.8997
2021-06-23,-37.6998
2021-06-22,-37.1658
2021-06-21,-33.3515
2021-06-18,-53.5164
2021-06-17,-48.7612
2021-06-16,-41.0055
2021-06-15,-31.8024
2021-06-14,-37.0442
2021-06-11,-31.8764
2021-06-10,-29.3166
2021-06-09,-29.9928
2021-06-08,-18.6428
2021-06-07,-18.8843
2021-06-04,-25.5011
2021-06-03,-24.5351
2021-06-02,-11.7363
2021-06-01,-13.8855
2021-05-28,-32.5042
2021-05-27,-34.5125
2021-05-26,-53.8296
2021-05-25,-55.1339
2021-05-24,-69.1245
2021-05-21,-73.5281
2021-05-20,-85.5791
2021-05-19,-91.0080
2021-05-18,-85.7472
2021-05-17,-85.0245
2021-05-14,-77.3496
2021-05-13,-86.3511
2021-05-12,-89.2229
2021-05-11,-76.7166
2021-05-10,-70.4634
2021-05-07,-64.0591
2021-05-06,-72.4721
2021-05-05,-74.8949
2021-05-04,-62.4412
2021-05-03,-60.2735
2021-04-30,-61.4963
2021-04-29,-59.2314
2021-04-28,-59.8983
2021-04-27,-50.1578
2021-04-26,-51.5890
2021-04-23,-55.8409
2021-04-22,-61.4685
2021-04-21,-59.2592
2021-04-20,-61.8437
2021-04-19,-47.8234
2021-04-16,-42.2236
2021-04-15,-35.5172
2021-04-14,-32.4777
2021-04-13,-29.5158
2021-04-12,-33.8911
2021-04-09,-30.5775
2021-04-08,-27.2348
2021-04-07,-29.9678
2021-04-06,-26.9811
2021-04-05,-22.1493
2021-04-01,-29.5296
2021-03-31,-27.5000
2021-03-30,-30.6251
2021-03-29,-32.3434
2021-03-26,-38.8588
2021-03-25,-36.1835
2021-03-24,-45.3512
2021-03-23,-43.0333
2021-03-22,-31.5246
2021-03-19,-26.2315
2021-03-18,-25.9547
2021-03-17,-17.2713
2021-03-16,-26.9350
2021-03-15,-14.9188
2021-03-12,-0.6806
2021-03-11,-7.1760
2021-03-10,-2.6570
2021-03-09,-14.3478
2021-03-08,-28.8885
2021-03-05,-30.6784
2021-03-04,-27.3858
2021-03-03,-15.7062
2021-03-02,-17.1347
2021-03-01,-19.6942
2021-02-26,-50.4064
2021-02-25,-46.2651
2021-02-24,-18.1085
2021-02-23,-55.7235
2021-02-22,-57.0733
2021-02-19,-48.6062
2021-02-18,-68.1606
2021-02-17,-54.6816
2021-02-16,-51.5034
2021-02-12,-63.3740
2021-02-11,-63.9867
2021-02-10,-61.5743
2021-02-09,-55.4475
2021-02-08,-61.5168
2021-02-05,-69.2136
2021-02-04,-64.0250
2021-02-03,-70.2475
2021-02-02,-82.5968
2021-02-01,-92.3614
2021-01-29,-95.5205
2021-01-28,-88.8490
2021-01-27,-76.5642
2021-01-26,-61.9490
2021-01-25,-60.0324
2021-01-22,-56.3762
2021-01-21,-50.9872
2021-01-20,-36.4337
2021-01-19,-36.2800
2021-01-15,-42.7941
2021-01-14,-36.5689
2021-01-13,-36.6137
2021-01-12,-34.8000
2021-01-11,-36.3805
2021-01-08,-33.3463
2021-01-07,-30.6049
2021-01-06,-32.2439
2021-01-05,-31.6585
2021-01-04,-40.3512
2020-12-31,-29.2878
2020-12-30,-26.7415
2020-12-29,-27.1512
2020-12-28,-27.3073
2020-12-24,-26.2732
2020-12-23,-23.7951
2020-12-22,-24.6829
2020-12-21,-24.1659
2020-12-18,-23.7366
2020-12-17,-22.2829
2020-12-16,-17.7659
2020-12-15,-14.2244
2020-12-14,-15.0829
2020-12-11,-13.4146
2020-12-10,-9.4146
2020-12-09,-11.7268
2020-12-08,-7.3268
2020-12-07,-5.7659
2020-12-04,-9.2511
2020-12-03,-4.7799
2020-12-02,-1.3667
2020-12-01,-12.2913
2020-11-30,-15.1154
2020-11-27,-8.0059
2020-11-25,-6.6429
2020-11-24,-5.5624
2020-11-23,-14.1085
2020-11-20,-28.7328
2020-11-19,-21.3040
2020-11-18,-24.2141
2020-11-17,-1.6518
2020-11-16,-0.8801
2020-11-13,-13.0609
2020-11-12,-32.9005
2020-11-11,-22.5320
2020-11-10,-10.0439
2020-11-09,-11.8937
2020-11-06,-58.8490
2020-11-05,-60.9615
2020-11-04,-74.7043
2020-11-03,-69.6199
2020-11-02,-82.3307
2020-10-30,-92.9273
2020-10-29,-90.9893
2020-10-28,-91.4026
2020-10-27,-71.8380
2020-10-26,-56.4343
2020-10-23,-38.4403
2020-10-22,-33.7283
2020-10-21,-51.8516
2020-10-20,-50.5673
2020-10-19,-50.8565
2020-10-16,-50.3226
2020-10-15,-57.2414
2020-10-14,-59.4661
2020-10-13,-61.9132
2020-10-12,-50.3226
2020-10-09,-50.3671
2020-10-08,-48.8765
2020-10-07,-56.4182
2020-10-06,-67.6974
2020-10-05,-41.7575
2020-10-02,-48.6986
2020-10-01,-49.1880
2020-09-30,-54.9722
2020-09-29,-58.6652
2020-09-28,-53.1479
2020-09-25,-75.5061
2020-09-24,-97.7086
2020-09-23,-99.2579
2020-09-22,-90.7276
2020-09-21,-91.9584
2020-09-18,-78.8567
2020-09-17,-61.3786
2020-09-16,-61.5700
2020-09-15,-72.4289
2020-09-14,-67.3414
2020-09-11,-81.3457
2020-09-10,-88.4946
2020-09-09,-80.1882
2020-09-08,-81.3337
2020-09-04,-57.0698
2020-09-03,-62.6186
2020-09-02,-47.9922
2020-09-01,-54.5145
2020-08-31,-55.1959
2020-08-28,-49.7419
2020-08-27,-53.4112
2020-08-26,-58.5654
2020-08-25,-61.1587
2020-08-24,-54.7094
2020-08-21,-74.3305
2020-08-20,-70.5411
2020-08-19,-73.3982
2020-08-18,-77.1436
2020-08-17,-76.9773
2020-08-14,-69.4640
2020-08-13,-73.6106
2020-08-12,-72.7318
2020-08-11,-65.6270
2020-08-10,-61.1154
2020-08-07,-70.3265
2020-08-06,-67.9378
2020-08-05,-64.4578
2020-08-04,-74.3653
2020-08-03,-73.0822
2020-07-31,-77.4206
2020-07-30,-70.2207
2020-07-29,-65.6178
2020-07-28,-58.4501
2020-07-27,-54.9648
2020-07-24,-50.2369
2020-07-23,-48.0010
2020-07-22,-45.2248
2020-07-21,-46.1890
2020-07-20,-49.6883
2020-07-17,-48.6576
2020-07-16,-46.1308
2020-07-15,-38.4507
2020-07-14,-45.0835
2020-07-13,-48.6659
2020-07-10,-46.3469
2020-07-09,-50.6359
2020-07-08,-44.9838
2020-07-07,-45.9812
2020-07-06,-38.4756
2020-07-02,-44.3770
2020-07-01,-44.7843
2020-06-30,-42.3074
2020-06-29,-33.0064
2020-06-26,-53.3538
2020-06-25,-49.3060
2020-06-24,-47.8015
2020-06-23,-38.5005
2020-06-22,-37.9686
2020-06-19,-39.2154
2020-06-18,-34.8350
2020-06-17,-34.6272
2020-06-16,-30.2801
2020-06-15,-35.9571
2020-06-12,-37.1457
2020-06-11,-53.3621
2020-06-10,-25.5922
2020-06-09,-14.5125
2020-06-08,-3.0754
2020-06-05,-12.7359
2020-06-04,-5.7556
2020-06-03,-18.3496
2020-06-02,-35.6974
2020-06-01,-37.7637
2020-05-29,-42.2657
2020-05-28,-37.6077
2020-05-27,-37.9155
2020-05-26,-42.8293
2020-05-22,-50.2154
2020-05-21,-50.4214
2020-05-20,-67.8817
2020-05-19,-72.1562
2020-05-18,-69.5435
2020-05-15,-82.3150
2020-05-14,-82.1045
2020-05-13,-83.4950
2020-05-12,-82.6233
2020-05-11,-80.8530
2020-05-08,-78.6797
2020-05-07,-81.2972
2020-05-06,-85.4743
2020-05-05,-84.2860
2020-05-04,-81.7565
2020-05-01,-81.9384
2020-04-30,-79.3768
2020-04-29,-80.1960
2020-04-28,-83.2458
2020-04-27,-84.4697
2020-04-24,-84.5571
2020-04-23,-81.1735
2020-04-22,-82.2434
2020-04-21,-81.7181
2020-04-20,-78.9061
2020-04-17,-74.8928
2020-04-16,-82.5254
2020-04-15,-77.9907
2020-04-14,-79.9142
2020-04-13,-77.4692
2020-04-09,-75.7271
2020-04-08,-77.6469
2020-04-07,-79.6902
2020-04-06,-76.9130
2020-04-03,-86.2799
2020-04-02,-86.7627
2020-04-01,-83.8928
2020-03-31,-76.7701
2020-03-30,-75.5572
2020-03-27,-71.8027
2020-03-26,-64.6375
2020-03-25,-73.0658
2020-03-24,-85.0593
2020-03-23,-93.5803
2020-03-20,-97.6786
2020-03-19,-96.6356
2020-03-18,-95.0211
2020-03-17,-90.7193
2020-03-16,-99.6121
2020-03-13,-92.0306
2020-03-12,-99.9860
2020-03-11,-98.7072
2020-03-10,-87.9524
2020-03-09,-97.7332
2020-03-06,-87.2260
2020-03-05,-99.1840
2020-03-04,-82.7309
2020-03-03,-85.9241
2020-03-02,-74.8755
2020-02-28,-92.9621
2020-02-27,-94.5440
2020-02-26,-90.0502
2020-02-25,-93.2924
2020-02-24,-64.6626
2020-02-21,-39.1147
2020-02-20,-30.0790
2020-02-19,-27.2293
2020-02-18,-26.1003
2020-02-14,-24.2704
2020-02-13,-20.2184
2020-02-12,-30.8228
2020-02-11,-36.4135
2020-02-10,-39.2997
2020-02-07,-52.7689
2020-02-06,-46.2734
2020-02-05,-62.7620
2020-02-04,-78.8758
2020-02-03,-81.5684
2020-01-31,-78.4357
2020-01-30,-71.7628
2020-01-29,-73.5191
2020-01-28,-81.0106
2020-01-27,-80.9557
2020-01-24,-72.1058
2020-01-23,-79.3229
2020-01-22,-91.3834
2020-01-21,-89.0913
2020-01-17,-93.5628
2020-01-16,-79.2881
2020-01-15,-83.2887
2020-01-14,-78.6517
2020-01-13,-82.5249
2020-01-10,-83.0704
2020-01-09,-71.3962
2020-01-08,-80.4337
2020-01-07,-69.6868
2020-01-06,-76.1241
2020-01-03,-77.9061
2020-01-02,-76.8878
2019-12-31,-90.6351
2019-12-30,-89.4713
2019-12-27,-82.6704
2019-12-26,-83.0704
2019-12-24,-77.4697
2019-12-23,-69.7091
2019-12-20,-86.7857
2019-12-19,-76.9510
2019-12-18,-81.9936
2019-12-17,-88.5739
2019-12-16,-91.7483
2019-12-13,-64.5763
2019-12-12,-56.0191
2019-12-11,-49.1474
2019-12-10,-56.3715
2019-12-09,-51.4403
2019-12-06,-51.4068
2019-12-05,-64.3619
2019-12-04,-60.2909
2019-12-03,-55.3980
2019-12-02,-50.7166
2019-11-29,-34.1051
2019-11-27,-31.3566
2019-11-26,-23.0358
2019-11-25,-23.6096
2019-11-22,-26.3128
2019-11-21,-33.7124
2019-11-20,-26.9621
2019-11-19,-32.8668
2019-11-18,-29.1518
2019-11-15,-25.7993
2019-11-14,-32.2023
2019-11-13,-39.6624
2019-11-12,-39.0885
2019-11-11,-32.9272
2019-11-08,-57.0290
2019-11-07,-47.5000
2019-11-06,-55.2703
2019-11-05,-49.1141
2019-11-04,-59.9249
2019-11-01,-68.7838
2019-10-31,-76.7117
2019-10-30,-67.4775
2019-10-29,-63.1682
2019-10-28,-75.2553
2019-10-25,-76.8318
2019-10-24,-65.0105
2019-10-23,-70.6788
2019-10-22,-75.5773
2019-10-21,-83.8908
2019-10-18,-65.7803
2019-10-17,-30.7068
2019-10-16,-25.9902
2019-10-15,-28.0476
2019-10-14,-24.9405
2019-10-11,-22.5052
2019-10-10,-27.9916
2019-10-09,-22.4493
2019-10-08,-23.6529
2019-10-07,-20.2379
2019-10-04,-21.4136
2019-10-03,-26.4941
2019-10-02,-33.0861
2019-10-01,-22.4773
2019-09-30,-14.7376
2019-09-27,-11.3926
2019-09-26,-5.7523
2019-09-25,-6.7180
2019-09-24,-9.9609
2019-09-23,-16.6594
2019-09-20,-13.2376
2019-09-19,-5.9156
2019-09-18,-0.4911
2019-09-17,-1.6827
2019-09-16,-7.9907
2019-09-13,-6.5787
2019-09-12,-12.9868
2019-09-11,-0.8757
2019-09-10,-17.6008
2019-09-09,-35.2719
2019-09-06,-28.3090
2019-09-05,-32.7639
2019-09-04,-38.9843
2019-09-03,-42.4657
2019-08-30,-26.5106
2019-08-29,-28.7380
2019-08-28,-33.3084
2019-08-27,-41.9542
2019-08-26,-34.8429
2019-08-23,-39.8423
2019-08-22,-42.4822
2019-08-21,-66.2747
2019-08-20,-79.8704
2019-08-19,-76.5210
2019-08-16,-82.0154
2019-08-15,-86.0578
2019-08-14,-99.9833
2019-08-13,-82.1729
2019-08-12,-82.0339
2019-08-09,-74.0246
2019-08-08,-76.1095
2019-08-07,-88.2404
2019-08-06,-90.1036
2019-08-05,-92.6069
2019-08-02,-82.8412
2019-08-01,-93.0129
2019-07-31,-79.7143
2019-07-30,-67.5931
2019-07-29,-81.5866
2019-07-26,-72.3412
2019-07-25,-66.3771
2019-07-24,-40.6292
2019-07-23,-18.1625
2019-07-22,-17.4870
2019-07-19,-4.0090
2019-07-18,-37.4178
2019-07-17,-20.1275
2019-07-16,-34.0461
2019-07-15,-36.3898
2019-07-12,-28.7418
2019-07-11,-41.7558
2019-07-10,-55.5304
2019-07-09,-57.2195
2019-07-08,-60.9785
2019-07-05,-51.9339
2019-07-03,-54.5862
2019-07-02,-55.1778
2019-07-01,-50.7890
2019-06-28,-36.3826
2019-06-27,-36.3635
2019-06-26,-15.5266
2019-06-25,-26.2503
2019-06-24,-17.3393
2019-06-21,-21.4418
2019-06-20,-15.6411
2019-06-19,-27.7005
2019-06-18,-17.3966
2019-06-17,-63.1146
2019-06-14,-74.8972
2019-06-13,-72.3093
2019-06-12,-75.0951
2019-06-11,-71.5938
2019-06-10,-64.7891
2019-06-07,-64.9414
2019-06-06,-69.5996
2019-06-05,-72.4768
2019-06-04,-78.7639
2019-06-03,-87.4867
2019-05-31,-92.2338
2019-05-30,-78.3187
2019-05-29,-80.1213
2019-05-28,-69.8787
2019-05-24,-69.8450
2019-05-23,-77.1732
2019-05-22,-73.4164
2019-05-21,-63.3591
2019-05-20,-75.0737
2019-05-17,-78.5433
2019-05-16,-80.9480
2019-05-15,-90.6602
2019-05-14,-93.5981
2019-05-13,-99.6474
2019-05-10,-92.4974
2019-05-09,-93.0601
2019-05-08,-93.0729
2019-05-07,-97.5712
2019-05-06,-88.0748
2019-05-03,-82.3223
2019-05-02,-83.1035
2019-05-01,-81.9199
2019-04-30,-80.8664
2019-04-29,-79.2567
2019-04-26,-77.1971
2019-04-25,-74.8180
2019-04-24,-83.5059
2019-04-23,-85.2104
2019-04-22,-83.8492
2019-04-18,-78.0494
2019-04-17,-81.0676
2019-04-16,-76.0963
2019-04-15,-83.5059
2019-04-12,-78.5583
