Dates,ATR Values
2022-07-20,7.3467
2022-07-19,7.3578
2022-07-18,7.3517
2022-07-15,7.3447
2022-07-14,7.3561
2022-07-13,7.3585
2022-07-12,7.3705
2022-07-11,7.3447
2022-07-08,7.3597
2022-07-07,7.3798
2022-07-06,7.3869
2022-07-05,7.4027
2022-07-01,7.3969
2022-06-30,7.4020
2022-06-29,7.4047
2022-06-28,7.4214
2022-06-27,7.4153
2022-06-24,7.4259
2022-06-23,7.4235
2022-06-22,7.4240
2022-06-21,7.4336
2022-06-17,7.4453
2022-06-16,7.4452
2022-06-15,7.4621
2022-06-14,7.4351
2022-06-13,7.4264
2022-06-10,7.3991
2022-06-09,7.4017
2022-06-08,7.4089
2022-06-07,7.4272
2022-06-06,7.4378
2022-06-03,7.4535
2022-06-02,7.4753
2022-06-01,7.4631
2022-05-31,7.4638
2022-05-27,7.4806
2022-05-26,7.4956
2022-05-25,7.4991
2022-05-24,7.5176
2022-05-23,7.5213
2022-05-20,7.5383
2022-05-19,7.5170
2022-05-18,7.5311
2022-05-17,7.5301
2022-05-16,7.5238
2022-05-13,7.5175
2022-05-12,7.5130
2022-05-11,7.5050
2022-05-10,7.4932
2022-05-09,7.4931
2022-05-06,7.4491
2022-05-05,7.4612
2022-05-04,7.4537
2022-05-03,7.4592
2022-05-02,7.4638
2022-04-29,7.4708
2022-04-28,7.4656
2022-04-27,7.4640
2022-04-26,7.3958
2022-04-25,7.3874
2022-04-22,7.4021
2022-04-21,7.4082
2022-04-20,7.3987
2022-04-19,7.4134
2022-04-18,7.4117
2022-04-14,7.4293
2022-04-13,7.4470
2022-04-12,7.4483
2022-04-11,7.4658
2022-04-08,7.4718
2022-04-07,7.4898
2022-04-06,7.5031
2022-04-05,7.5103
2022-04-04,7.4986
2022-04-01,7.5115
2022-03-31,7.5300
2022-03-30,7.5370
2022-03-29,7.5443
2022-03-28,7.5410
2022-03-25,7.5548
2022-03-24,7.5688
2022-03-23,7.5844
2022-03-22,7.5923
2022-03-21,7.5885
2022-03-18,7.5653
2022-03-17,7.5868
2022-03-16,7.5999
2022-03-15,7.5893
2022-03-14,7.6025
2022-03-11,7.6122
2022-03-10,7.6057
2022-03-09,7.6106
2022-03-08,7.6033
2022-03-07,7.5749
2022-03-04,7.5444
2022-03-03,7.5326
2022-03-02,7.5213
2022-03-01,7.5329
2022-02-28,7.5084
2022-02-25,7.4931
2022-02-24,7.5024
2022-02-23,7.4799
2022-02-22,7.4806
2022-02-18,7.4619
2022-02-17,7.4686
2022-02-16,7.4746
2022-02-15,7.4901
2022-02-14,7.4800
2022-02-11,7.4831
2022-02-10,7.4646
2022-02-09,7.4542
2022-02-08,7.4727
2022-02-07,7.4893
2022-02-04,7.4819
2022-02-03,7.4937
2022-02-02,7.5070
2022-02-01,7.5187
2022-01-31,7.5130
2022-01-28,7.4988
2022-01-27,7.5016
2022-01-26,7.4837
2022-01-25,7.4494
2022-01-24,7.4463
2022-01-21,7.4187
2022-01-20,7.4076
2022-01-19,7.4020
2022-01-18,7.3966
2022-01-14,7.4066
2022-01-13,7.4139
2022-01-12,7.4037
2022-01-11,7.4147
2022-01-10,7.4086
2022-01-07,7.4038
2022-01-06,7.4059
2022-01-05,7.4022
2022-01-04,7.4037
2022-01-03,7.4072
2021-12-31,7.3981
2021-12-30,7.4168
2021-12-29,7.4370
2021-12-28,7.4567
2021-12-27,7.4575
2021-12-23,7.4693
2021-12-22,7.4876
2021-12-21,7.5002
2021-12-20,7.4816
2021-12-17,7.4821
2021-12-16,7.4851
2021-12-15,7.4831
2021-12-14,7.4893
2021-12-13,7.5002
2021-12-10,7.4901
2021-12-09,7.5000
2021-12-08,7.5084
2021-12-07,7.5211
2021-12-06,7.5299
2021-12-03,7.5279
2021-12-02,7.5308
2021-12-01,7.4965
2021-11-30,7.4657
2021-11-29,7.4783
2021-11-26,7.4709
2021-11-24,7.4250
2021-11-23,7.4404
2021-11-22,7.4516
2021-11-19,7.4585
2021-11-18,7.4256
2021-11-17,7.4300
2021-11-16,7.4315
2021-11-15,7.4308
2021-11-12,7.4029
2021-11-11,7.4157
2021-11-10,7.4321
2021-11-09,7.4272
2021-11-08,7.4379
2021-11-05,7.4507
2021-11-04,7.4301
2021-11-03,7.4526
2021-11-02,7.4756
2021-11-01,7.4879
2021-10-29,7.4860
2021-10-28,7.5088
2021-10-27,7.5257
2021-10-26,7.5270
2021-10-25,7.5313
2021-10-22,7.5577
2021-10-21,7.5749
2021-10-20,7.5913
2021-10-19,7.6078
2021-10-18,7.6341
2021-10-15,7.6562
2021-10-14,7.6780
2021-10-13,7.6907
2021-10-12,7.7045
2021-10-11,7.7154
2021-10-08,7.7201
2021-10-07,7.7423
2021-10-06,7.7610
2021-10-05,7.7705
2021-10-04,7.7893
2021-10-01,7.7985
2021-09-30,7.8036
2021-09-29,7.8092
2021-09-28,7.7905
2021-09-27,7.7886
2021-09-24,7.7915
2021-09-23,7.8119
2021-09-22,7.8228
2021-09-21,7.8144
2021-09-20,7.8334
2021-09-17,7.8384
2021-09-16,7.8604
2021-09-15,7.8849
2021-09-14,7.9042
2021-09-13,7.9168
2021-09-10,7.9277
2021-09-09,7.9385
2021-09-08,7.9488
2021-09-07,7.9608
2021-09-03,7.9706
2021-09-02,7.9920
2021-09-01,8.0032
2021-08-31,8.0226
2021-08-30,8.0416
2021-08-27,8.0577
2021-08-26,8.0684
2021-08-25,8.0738
2021-08-24,8.0983
2021-08-23,8.1204
2021-08-20,8.1235
2021-08-19,8.1452
2021-08-18,8.1496
2021-08-17,8.1667
2021-08-16,8.1612
2021-08-13,8.1654
2021-08-12,8.1793
2021-08-11,8.1971
2021-08-10,8.2131
2021-08-09,8.2281
2021-08-06,8.2358
2021-08-05,8.2590
2021-08-04,8.2751
2021-08-03,8.2814
2021-08-02,8.2838
2021-07-30,8.2973
2021-07-29,8.3077
2021-07-28,8.3309
2021-07-27,8.2963
2021-07-26,8.3107
2021-07-23,8.3211
2021-07-22,8.3440
2021-07-21,8.3647
2021-07-20,8.3719
2021-07-19,8.3599
2021-07-16,8.3369
2021-07-15,8.3438
2021-07-14,8.3562
2021-07-13,8.3670
2021-07-12,8.3581
2021-07-09,8.3785
2021-07-08,8.3997
2021-07-07,8.3851
2021-07-06,8.3896
2021-07-02,8.4131
2021-07-01,8.4220
2021-06-30,8.4483
2021-06-29,8.4636
2021-06-28,8.4624
2021-06-25,8.4571
2021-06-24,8.4793
2021-06-23,8.4859
2021-06-22,8.5099
2021-06-21,8.5316
2021-06-18,8.5324
2021-06-17,8.5576
2021-06-16,8.5696
2021-06-15,8.5876
2021-06-14,8.6128
2021-06-11,8.6320
2021-06-10,8.6485
2021-06-09,8.6564
2021-06-08,8.6735
2021-06-07,8.6854
2021-06-04,8.7069
2021-06-03,8.7341
2021-06-02,8.7482
2021-06-01,8.7731
2021-05-28,8.7739
2021-05-27,8.7912
2021-05-26,8.7790
2021-05-25,8.8099
2021-05-24,8.8223
2021-05-21,8.8370
2021-05-20,8.8379
2021-05-19,8.8589
2021-05-18,8.8669
2021-05-17,8.8821
2021-05-14,8.9022
2021-05-13,8.9159
2021-05-12,8.9095
2021-05-11,8.9084
2021-05-10,8.9076
2021-05-07,8.9091
2021-05-06,8.9141
2021-05-05,8.9357
2021-05-04,8.9501
2021-05-03,8.9398
2021-04-30,8.9682
2021-04-29,8.9928
2021-04-28,9.0084
2021-04-27,9.0054
2021-04-26,9.0301
2021-04-23,9.0440
2021-04-22,9.0619
2021-04-21,9.0760
2021-04-20,9.0887
2021-04-19,9.0750
2021-04-16,9.0907
2021-04-15,9.1021
2021-04-14,9.1243
2021-04-13,9.1345
2021-04-12,9.1383
2021-04-09,9.1537
2021-04-08,9.1720
2021-04-07,9.1897
2021-04-06,9.2104
2021-04-05,9.2331
2021-04-01,9.2417
2021-03-31,9.2551
2021-03-30,9.2722
2021-03-29,9.2957
2021-03-26,9.2929
2021-03-25,9.2864
2021-03-24,9.2532
2021-03-23,9.2508
2021-03-22,9.2376
2021-03-19,9.2463
2021-03-18,9.2547
2021-03-17,9.2377
2021-03-16,9.2343
2021-03-15,9.2223
2021-03-12,9.1971
2021-03-11,9.1543
2021-03-10,9.1435
2021-03-09,9.1080
2021-03-08,9.0961
2021-03-05,9.1083
2021-03-04,9.0731
2021-03-03,9.0262
2021-03-02,9.0100
2021-03-01,9.0299
2021-02-26,9.0001
2021-02-25,8.9982
2021-02-24,8.9699
2021-02-23,8.9245
2021-02-22,8.9284
2021-02-19,8.9250
2021-02-18,8.9238
2021-02-17,8.9313
2021-02-16,8.9459
2021-02-12,8.9586
2021-02-11,8.9861
2021-02-10,9.0040
2021-02-09,9.0172
2021-02-08,9.0232
2021-02-05,9.0481
2021-02-04,9.0607
2021-02-03,9.0807
2021-02-02,9.0901
2021-02-01,9.0996
2021-01-29,9.1226
2021-01-28,9.1260
2021-01-27,9.1397
2021-01-26,9.1344
2021-01-25,9.1473
2021-01-22,9.1604
2021-01-21,9.1907
2021-01-20,9.2088
2021-01-19,9.2305
2021-01-15,9.2407
2021-01-14,9.2585
2021-01-13,9.2699
2021-01-12,9.2967
2021-01-11,9.3220
2021-01-08,9.3242
2021-01-07,9.3412
2021-01-06,9.3601
2021-01-05,9.3757
2021-01-04,9.3694
2020-12-31,9.3583
2020-12-30,9.3842
2020-12-29,9.4103
2020-12-28,9.4261
2020-12-24,9.4532
2020-12-23,9.4814
2020-12-22,9.5008
2020-12-21,9.5174
2020-12-18,9.5218
2020-12-17,9.5453
2020-12-16,9.5532
2020-12-15,9.5657
2020-12-14,9.5728
2020-12-11,9.5744
2020-12-10,9.5829
2020-12-09,9.5859
2020-12-08,9.5709
2020-12-07,9.5826
2020-12-04,9.5737
2020-12-03,9.5819
2020-12-02,9.5389
2020-12-01,9.5130
2020-11-30,9.5237
2020-11-27,9.5250
2020-11-25,9.5533
2020-11-24,9.5616
2020-11-23,9.5522
2020-11-20,9.5269
2020-11-19,9.5376
2020-11-18,9.5376
2020-11-17,9.4849
2020-11-16,9.4564
2020-11-13,9.4244
2020-11-12,9.4187
2020-11-11,9.4242
2020-11-10,9.4233
2020-11-09,9.3974
2020-11-06,9.3103
2020-11-05,9.3372
2020-11-04,9.3540
2020-11-03,9.3798
2020-11-02,9.3956
2020-10-30,9.4116
2020-10-29,9.4208
2020-10-28,9.4506
2020-10-27,9.4617
2020-10-26,9.4799
2020-10-23,9.4858
2020-10-22,9.5123
2020-10-21,9.5311
2020-10-20,9.5599
2020-10-19,9.5923
2020-10-16,9.6167
2020-10-15,9.6189
2020-10-14,9.6380
2020-10-13,9.6712
2020-10-12,9.6934
2020-10-09,9.7258
2020-10-08,9.7587
2020-10-07,9.7849
2020-10-06,9.7998
2020-10-05,9.7675
2020-10-02,9.7936
2020-10-01,9.8028
2020-09-30,9.8143
2020-09-29,9.8266
2020-09-28,9.8555
2020-09-25,9.8449
2020-09-24,9.8428
2020-09-23,9.8613
2020-09-22,9.8629
2020-09-21,9.8868
2020-09-18,9.9016
2020-09-17,9.9076
2020-09-16,9.9202
2020-09-15,9.9185
2020-09-14,9.9406
2020-09-11,9.9552
2020-09-10,9.9799
2020-09-09,9.9989
2020-09-08,10.0187
2020-09-04,10.0160
2020-09-03,10.0220
2020-09-02,10.0083
2020-09-01,10.0408
2020-08-31,10.0599
2020-08-28,10.0898
2020-08-27,10.1169
2020-08-26,10.1204
2020-08-25,10.1543
2020-08-24,10.1642
2020-08-21,10.1611
2020-08-20,10.1981
2020-08-19,10.2243
2020-08-18,10.2505
2020-08-17,10.2807
2020-08-14,10.2978
2020-08-13,10.3138
2020-08-12,10.3302
2020-08-11,10.3271
2020-08-10,10.3259
2020-08-07,10.3287
2020-08-06,10.3630
2020-08-05,10.3901
2020-08-04,10.3925
2020-08-03,10.4190
2020-07-31,10.4202
2020-07-30,10.4367
2020-07-29,10.4622
2020-07-28,10.4607
2020-07-27,10.4856
2020-07-24,10.5124
2020-07-23,10.5276
2020-07-22,10.5449
2020-07-21,10.5599
2020-07-20,10.5716
2020-07-17,10.5998
2020-07-16,10.6252
2020-07-15,10.6253
2020-07-14,10.6306
2020-07-13,10.6444
2020-07-10,10.6532
2020-07-09,10.6586
2020-07-08,10.6723
2020-07-07,10.6954
2020-07-06,10.7026
2020-07-02,10.7134
2020-07-01,10.7297
2020-06-30,10.7305
2020-06-29,10.7136
2020-06-26,10.6443
2020-06-25,10.6612
2020-06-24,10.6751
2020-06-23,10.6694
2020-06-22,10.6900
2020-06-19,10.7095
2020-06-18,10.6960
2020-06-17,10.6954
2020-06-16,10.7163
2020-06-15,10.6829
2020-06-12,10.6495
2020-06-11,10.5960
2020-06-10,10.4613
2020-06-09,10.4167
2020-06-08,10.3815
2020-06-05,10.2891
2020-06-04,10.1675
2020-06-03,10.1410
2020-06-02,10.0891
2020-06-01,10.1173
2020-05-29,10.1230
2020-05-28,10.1283
2020-05-27,10.1408
2020-05-26,10.1494
2020-05-22,10.1583
2020-05-21,10.1827
2020-05-20,10.1790
2020-05-19,10.2050
2020-05-18,10.2223
2020-05-15,10.1923
2020-05-14,10.2197
2020-05-13,10.2272
2020-05-12,10.2490
2020-05-11,10.2607
2020-05-08,10.2847
2020-05-07,10.3017
2020-05-06,10.3090
2020-05-05,10.3332
2020-05-04,10.3409
2020-05-01,10.3476
2020-04-30,10.3449
2020-04-29,10.3349
2020-04-28,10.3070
2020-04-27,10.3113
2020-04-24,10.3261
2020-04-23,10.3307
2020-04-22,10.3454
2020-04-21,10.3657
2020-04-20,10.3768
2020-04-17,10.3711
2020-04-16,10.3239
2020-04-15,10.3156
2020-04-14,10.2881
2020-04-13,10.2775
2020-04-09,10.2802
2020-04-08,10.2760
2020-04-07,10.2653
2020-04-06,10.1935
2020-04-03,10.1183
2020-04-02,10.1250
2020-04-01,10.0921
2020-03-31,10.0467
2020-03-30,10.0386
2020-03-27,9.9820
2020-03-26,9.9064
2020-03-25,9.8168
2020-03-24,9.6295
2020-03-23,9.5656
2020-03-20,9.5085
2020-03-19,9.4924
2020-03-18,9.4736
2020-03-17,9.3446
2020-03-16,9.2222
2020-03-13,9.0603
2020-03-12,8.9880
2020-03-11,8.8571
2020-03-10,8.6805
2020-03-09,8.6094
2020-03-06,8.4619
2020-03-05,8.4316
2020-03-04,8.3560
2020-03-03,8.3533
2020-03-02,8.2980
2020-02-28,8.2522
2020-02-27,8.2024
2020-02-26,8.1366
2020-02-25,8.1214
2020-02-24,8.0767
2020-02-21,8.0467
2020-02-20,8.0567
2020-02-19,8.0678
2020-02-18,8.0801
2020-02-14,8.0987
2020-02-13,8.1067
2020-02-12,8.1210
2020-02-11,8.1342
2020-02-10,8.1452
2020-02-07,8.1381
2020-02-06,8.1503
2020-02-05,8.1025
2020-02-04,8.0846
2020-02-03,8.1029
2020-01-31,8.1144
2020-01-30,8.1237
2020-01-29,8.1259
2020-01-28,8.1137
2020-01-27,8.1278
2020-01-24,8.1263
2020-01-23,8.0988
2020-01-22,8.0872
2020-01-21,8.0746
2020-01-17,8.0110
2020-01-16,8.0038
2020-01-15,8.0263
2020-01-14,8.0495
2020-01-13,8.0547
2020-01-10,8.0742
2020-01-09,8.0736
2020-01-08,8.0625
2020-01-07,8.0646
2020-01-06,8.0378
2020-01-03,8.0433
2020-01-02,8.0608
2019-12-31,8.0634
2019-12-30,8.0877
2019-12-27,8.1038
2019-12-26,8.1221
2019-12-24,8.1427
2019-12-23,8.1480
2019-12-20,8.1260
2019-12-19,8.1294
2019-12-18,8.1496
2019-12-17,8.1493
2019-12-16,8.1386
2019-12-13,8.1034
2019-12-12,8.1031
2019-12-11,8.0935
2019-12-10,8.0766
2019-12-09,8.0975
2019-12-06,8.1156
2019-12-05,8.1128
2019-12-04,8.1294
2019-12-03,8.1380
2019-12-02,8.1392
2019-11-29,8.1190
2019-11-27,8.1492
2019-11-26,8.1567
2019-11-25,8.1806
2019-11-22,8.1963
2019-11-21,8.2019
2019-11-20,8.2199
2019-11-19,8.2350
2019-11-18,8.2104
2019-11-15,8.2131
2019-11-14,8.2243
2019-11-13,8.2306
2019-11-12,8.2445
2019-11-11,8.2504
2019-11-08,8.1711
2019-11-07,8.1784
2019-11-06,8.1833
2019-11-05,8.1933
2019-11-04,8.1822
2019-11-01,8.1923
2019-10-31,8.2052
2019-10-30,8.2136
2019-10-29,8.2214
2019-10-28,8.2106
2019-10-25,8.2246
2019-10-24,8.2378
2019-10-23,8.2397
2019-10-22,8.2100
2019-10-21,8.1995
2019-10-18,8.1434
2019-10-17,8.0584
2019-10-16,8.0754
2019-10-15,8.0753
2019-10-14,8.1010
2019-10-11,8.1118
2019-10-10,8.1185
2019-10-09,8.1363
2019-10-08,8.1555
2019-10-07,8.1533
2019-10-04,8.1690
2019-10-03,8.1882
2019-10-02,8.1845
2019-10-01,8.1702
2019-09-30,8.1704
2019-09-27,8.1763
2019-09-26,8.1757
2019-09-25,8.1925
2019-09-24,8.1872
2019-09-23,8.1956
2019-09-20,8.2086
2019-09-19,8.2160
2019-09-18,8.2294
2019-09-17,8.2363
2019-09-16,8.2404
2019-09-13,8.2489
2019-09-12,8.2599
2019-09-11,8.2533
2019-09-10,8.2178
2019-09-09,8.2048
2019-09-06,8.2049
2019-09-05,8.2174
2019-09-04,8.2181
2019-09-03,8.2414
2019-08-30,8.2159
2019-08-29,8.2374
2019-08-28,8.2487
2019-08-27,8.2454
2019-08-26,8.2486
2019-08-23,8.2338
2019-08-22,8.1990
2019-08-21,8.1585
2019-08-20,8.1457
2019-08-19,8.1623
2019-08-16,8.1762
2019-08-15,8.1940
2019-08-14,8.1929
2019-08-13,8.1722
2019-08-12,8.1790
2019-08-09,8.1895
2019-08-08,8.2012
2019-08-07,8.2048
2019-08-06,8.2012
2019-08-05,8.2101
2019-08-02,8.1891
2019-08-01,8.1897
2019-07-31,8.1751
2019-07-30,8.1657
2019-07-29,8.1528
2019-07-26,8.1593
2019-07-25,8.1686
2019-07-24,8.1321
2019-07-23,8.1086
2019-07-22,8.1209
2019-07-19,8.1095
2019-07-18,8.0649
2019-07-17,8.0572
2019-07-16,8.0594
2019-07-15,8.0794
2019-07-12,8.0888
2019-07-11,8.0934
2019-07-10,8.0918
2019-07-09,8.1065
2019-07-08,8.1178
2019-07-05,8.1267
2019-07-03,8.1389
2019-07-02,8.1670
2019-07-01,8.1878
2019-06-28,8.1701
2019-06-27,8.1882
2019-06-26,8.1672
2019-06-25,8.1606
2019-06-24,8.1659
2019-06-21,8.1890
2019-06-20,8.2084
2019-06-19,8.2140
2019-06-18,8.2012
2019-06-17,8.1449
2019-06-14,8.1414
2019-06-13,8.1661
2019-06-12,8.1826
2019-06-11,8.1915
2019-06-10,8.1964
2019-06-07,8.2186
2019-06-06,8.2370
2019-06-05,8.2485
2019-06-04,8.1874
2019-06-03,8.1915
2019-05-31,8.1786
2019-05-30,8.1777
2019-05-29,8.1991
2019-05-28,8.1967
2019-05-24,8.2161
2019-05-23,8.2038
2019-05-22,8.1876
2019-05-21,8.1942
2019-05-20,8.1960
2019-05-17,8.2105
2019-05-16,8.2081
2019-05-15,8.1958
2019-05-14,8.1819
2019-05-13,8.1792
2019-05-10,8.1331
2019-05-09,8.1345
2019-05-08,8.1250
2019-05-07,8.1256
2019-05-06,8.0851
2019-05-03,8.0726
2019-05-02,8.0951
2019-05-01,8.1142
2019-04-30,8.1313
2019-04-29,8.1423
2019-04-26,8.1413
2019-04-25,8.1534
2019-04-24,8.1353
2019-04-23,8.1394
2019-04-22,8.1594
2019-04-18,8.1750
2019-04-17,8.1933
2019-04-16,8.2016
2019-04-15,8.1956
2019-04-12,8.2075
2019-04-11,8.2007
2019-04-10,8.2082
2019-04-09,8.2194
2019-04-08,8.2275
2019-04-05,8.1704
2019-04-04,8.1736
2019-04-03,8.1542
2019-04-02,8.1585
2019-04-01,8.1684
2019-03-29,8.1531
2019-03-28,8.1561
2019-03-27,8.1758
2019-03-26,8.1624
2019-03-25,8.1642
2019-03-22,8.1608
2019-03-21,8.1470
2019-03-20,8.1645
2019-03-19,8.1694
2019-03-18,8.1723
2019-03-15,8.1555
2019-03-14,8.1020
2019-03-13,8.1020
2019-03-12,8.0522
2019-03-11,7.9356
2019-03-08,7.6958
2019-03-07,7.6955
2019-03-06,7.6789
2019-03-05,7.6688
2019-03-04,7.6818
2019-03-01,7.6327
2019-02-28,7.6414
2019-02-27,7.6504
2019-02-26,7.6419
2019-02-25,7.6570
2019-02-22,7.6667
2019-02-21,7.6714
2019-02-20,7.6769
2019-02-19,7.6881
2019-02-15,7.7099
2019-02-14,7.7083
2019-02-13,7.7253
2019-02-12,7.7393
2019-02-11,7.7426
2019-02-08,7.7465
2019-02-07,7.7492
2019-02-06,7.7486
2019-02-05,7.7474
2019-02-04,7.7192
2019-02-01,7.7109
2019-01-31,7.7102
2019-01-30,7.7152
2019-01-29,7.6219
2019-01-28,7.6340
2019-01-25,7.6396
2019-01-24,7.6357
2019-01-23,7.6434
2019-01-22,7.6401
2019-01-18,7.6272
2019-01-17,7.6254
2019-01-16,7.5997
2019-01-15,7.6211
2019-01-14,7.6334
2019-01-11,7.6430
2019-01-10,7.6508
2019-01-09,7.6381
2019-01-08,7.6439
2019-01-07,7.6182
2019-01-04,7.6206
2019-01-03,7.5732
2019-01-02,7.5409
2018-12-31,7.5288
2018-12-28,7.5312
2018-12-27,7.5379
2018-12-26,7.5030
2018-12-24,7.4352
2018-12-21,7.4218
2018-12-20,7.4056
2018-12-19,7.3753
2018-12-18,7.3275
2018-12-17,7.2864
2018-12-14,7.2606
2018-12-13,7.2487
2018-12-12,7.2628
2018-12-11,7.2511
2018-12-10,7.2107
2018-12-07,7.1898
2018-12-06,7.1468
2018-12-04,7.0596
2018-12-03,7.0061
