Dates,APO Values
2010-02-16,0.5150
2010-02-12,0.4521
2010-02-11,0.4937
2010-02-10,0.4647
2010-02-09,0.5046
2010-02-08,0.5323
2010-02-05,0.7074
2010-02-04,0.8800
2010-02-03,1.0141
2010-02-02,0.9998
2010-02-01,0.9955
2010-01-29,0.9613
2010-01-28,0.9908
2010-01-27,0.8588
2010-01-26,0.7276
2010-01-25,0.8840
2010-01-22,1.0653
2010-01-21,1.2818
2010-01-20,1.4264
2010-01-19,1.5109
2010-01-15,1.5611
2010-01-14,1.5890
2010-01-13,1.5429
2010-01-12,1.4933
2010-01-11,1.4661
2010-01-08,1.3751
2010-01-07,1.1813
2010-01-06,0.8691
2010-01-05,0.6498
2010-01-04,0.4998
2009-12-31,0.4469
2009-12-30,0.5352
2009-12-29,0.5744
2009-12-28,0.5963
2009-12-24,0.6211
2009-12-23,0.6168
2009-12-22,0.6435
2009-12-21,0.6572
2009-12-18,0.7284
2009-12-17,0.8769
2009-12-16,0.9721
2009-12-15,1.0271
2009-12-14,1.0397
2009-12-11,1.0104
2009-12-10,0.9941
2009-12-09,1.0055
2009-12-08,0.9690
2009-12-07,0.8933
2009-12-04,0.7709
2009-12-03,0.6939
2009-12-02,0.6575
2009-12-01,0.6008
2009-11-30,0.5244
2009-11-27,0.5230
2009-11-25,0.5105
2009-11-24,0.4490
2009-11-23,0.4401
2009-11-20,0.3701
2009-11-19,0.3490
2009-11-18,0.3383
2009-11-17,0.2731
2009-11-16,0.1454
2009-11-13,-0.0156
2009-11-12,-0.0784
2009-11-11,-0.1257
2009-11-10,-0.2159
2009-11-09,-0.2994
2009-11-06,-0.4832
2009-11-05,-0.5784
2009-11-04,-0.6987
2009-11-03,-0.7074
2009-11-02,-0.6910
2009-10-30,-0.6599
2009-10-29,-0.5738
2009-10-28,-0.5348
2009-10-27,-0.3524
2009-10-26,-0.1561
2009-10-23,0.0543
2009-10-22,0.1964
2009-10-21,0.2823
2009-10-20,0.4223
2009-10-19,0.4960
2009-10-16,0.4603
2009-10-15,0.4284
2009-10-14,0.4938
2009-10-13,0.5112
2009-10-12,0.5739
2009-10-09,0.6644
2009-10-08,0.6893
2009-10-07,0.7417
2009-10-06,0.8379
2009-10-05,0.9093
2009-10-02,0.9878
2009-10-01,1.1429
2009-09-30,1.2684
2009-09-29,1.2500
2009-09-28,1.1713
2009-09-25,1.1756
2009-09-24,1.2858
2009-09-23,1.3864
2009-09-22,1.4492
2009-09-21,1.4477
2009-09-18,1.4468
2009-09-17,1.4121
2009-09-16,1.3581
2009-09-15,1.3104
2009-09-14,1.2532
2009-09-11,1.2483
2009-09-10,1.1941
2009-09-09,1.1751
2009-09-08,1.1305
2009-09-04,1.1382
2009-09-03,1.1588
2009-09-02,1.2225
2009-09-01,1.2908
2009-08-31,1.3300
2009-08-28,1.2901
2009-08-27,1.1128
2009-08-26,0.8091
2009-08-25,0.7238
2009-08-24,0.5706
2009-08-21,0.4548
2009-08-20,0.3992
2009-08-19,0.4113
2009-08-18,0.5165
2009-08-17,0.6229
2009-08-14,0.7198
2009-08-13,0.7772
2009-08-12,0.7017
2009-08-11,0.6172
2009-08-10,0.5749
2009-08-07,0.4828
2009-08-06,0.2859
2009-08-05,0.1223
2009-08-04,0.0288
2009-08-03,-0.0358
2009-07-31,-0.1216
2009-07-30,-0.1609
2009-07-29,-0.2343
2009-07-28,-0.3348
2009-07-27,-0.4488
2009-07-24,-0.5093
2009-07-23,-0.5892
2009-07-22,-0.6498
2009-07-21,-0.7218
2009-07-20,-0.8824
2009-07-17,-1.0108
2009-07-16,-1.0946
2009-07-15,-1.2393
2009-07-14,-1.3524
2009-07-13,-1.4031
2009-07-10,-1.4498
2009-07-09,-1.4268
2009-07-08,-1.3494
2009-07-07,-1.2506
2009-07-06,-1.0665
2009-07-02,-0.9343
2009-07-01,-0.7784
2009-06-30,-0.6716
2009-06-29,-0.5465
2009-06-26,-0.3905
2009-06-25,-0.1258
2009-06-24,0.1632
2009-06-23,0.6239
2009-06-22,1.0045
2009-06-19,1.2399
2009-06-18,1.4025
2009-06-17,1.5492
2009-06-16,1.7459
2009-06-15,1.9497
2009-06-12,2.1278
2009-06-11,2.1748
2009-06-10,2.2638
2009-06-09,2.2170
2009-06-08,2.1210
2009-06-05,1.9303
2009-06-04,1.6729
2009-06-03,1.4818
2009-06-02,1.3875
2009-06-01,1.1823
2009-05-29,1.0200
2009-05-28,1.0197
2009-05-27,1.0456
2009-05-26,1.1219
2009-05-22,1.1571
2009-05-21,1.2800
2009-05-20,1.3911
2009-05-19,1.4123
2009-05-18,1.4157
2009-05-15,1.4189
2009-05-14,1.5090
2009-05-13,1.5677
2009-05-12,1.6580
2009-05-11,1.6596
2009-05-08,1.5893
2009-05-07,1.3902
2009-05-06,1.2947
2009-05-05,1.1018
2009-05-04,0.9529
2009-05-01,0.8238
2009-04-30,0.7217
2009-04-29,0.6703
2009-04-28,0.5564
2009-04-27,0.5340
2009-04-24,0.4498
2009-04-23,0.3937
2009-04-22,0.3771
2009-04-21,0.3990
2009-04-20,0.4713
2009-04-17,0.5698
2009-04-16,0.5455
2009-04-15,0.5011
2009-04-14,0.5003
2009-04-13,0.5328
2009-04-09,0.5582
2009-04-08,0.4282
2009-04-07,0.4319
2009-04-06,0.4480
2009-04-03,0.3449
2009-04-02,0.2445
2009-04-01,0.1506
2009-03-31,0.1642
2009-03-30,0.1683
2009-03-27,0.1758
2009-03-26,0.0278
2009-03-25,-0.2485
2009-03-24,-0.4742
2009-03-23,-0.6815
2009-03-20,-0.8899
2009-03-19,-0.9156
2009-03-18,-0.9844
2009-03-17,-1.1011
2009-03-16,-1.2871
2009-03-13,-1.4589
2009-03-12,-1.6238
2009-03-11,-1.8283
2009-03-10,-2.0350
2009-03-09,-2.2493
2009-03-06,-2.3351
2009-03-05,-2.3414
2009-03-04,-2.2605
2009-03-03,-2.1954
2009-03-02,-2.0071
2009-02-27,-1.7492
2009-02-26,-1.5433
2009-02-25,-1.3558
2009-02-24,-1.1894
2009-02-23,-1.0775
2009-02-20,-0.8435
2009-02-19,-0.6752
2009-02-18,-0.5476
2009-02-17,-0.4083
2009-02-13,-0.2593
2009-02-12,-0.2234
2009-02-11,-0.1265
2009-02-10,-0.0372
2009-02-09,0.0866
2009-02-06,0.0438
2009-02-05,-0.0208
2009-02-04,-0.0875
2009-02-03,-0.1136
2009-02-02,-0.1224
2009-01-30,-0.0333
2009-01-29,-0.0344
2009-01-28,0.0868
2009-01-27,0.0472
2009-01-26,-0.0025
2009-01-23,-0.0499
2009-01-22,-0.0311
2009-01-21,-0.0279
2009-01-20,-0.0243
2009-01-16,0.1264
2009-01-15,0.1567
2009-01-14,0.3076
2009-01-13,0.4773
2009-01-12,0.5909
2009-01-09,0.6296
2009-01-08,0.6157
2009-01-07,0.5631
2009-01-06,0.4900
2009-01-05,0.2713
2009-01-02,-0.0011
2008-12-31,-0.2785
2008-12-30,-0.4318
2008-12-29,-0.5127
2008-12-26,-0.5125
2008-12-24,-0.5459
2008-12-23,-0.5493
2008-12-22,-0.5479
2008-12-19,-0.6123
2008-12-18,-0.6946
2008-12-17,-0.7767
2008-12-16,-0.8663
2008-12-15,-1.0352
2008-12-12,-0.9946
2008-12-11,-0.9635
2008-12-10,-0.9913
2008-12-09,-1.1201
2008-12-08,-1.2024
2008-12-05,-1.4450
2008-12-04,-1.4803
2008-12-03,-1.4778
2008-12-02,-1.5509
2008-12-01,-1.6391
2008-11-28,-1.6652
2008-11-26,-1.8842
2008-11-25,-2.0334
2008-11-24,-2.1102
2008-11-21,-2.2211
2008-11-20,-2.2410
2008-11-19,-2.0454
2008-11-18,-1.7942
2008-11-17,-1.6062
2008-11-14,-1.4664
2008-11-13,-1.2561
2008-11-12,-1.1310
2008-11-11,-0.9062
2008-11-10,-0.7166
2008-11-07,-0.6298
2008-11-06,-0.5434
2008-11-05,-0.3597
2008-11-04,-0.4121
2008-11-03,-0.7508
2008-10-31,-1.1139
2008-10-30,-1.5286
2008-10-29,-1.9055
2008-10-28,-2.2908
2008-10-27,-2.6818
2008-10-24,-2.6461
2008-10-23,-2.7801
2008-10-22,-3.0075
2008-10-21,-2.9808
2008-10-20,-3.1675
2008-10-17,-3.3832
2008-10-16,-3.4458
2008-10-15,-3.4938
2008-10-14,-3.3180
2008-10-13,-3.2527
2008-10-10,-3.2742
2008-10-09,-2.8544
2008-10-08,-2.4747
2008-10-07,-2.2030
2008-10-06,-1.9437
2008-10-03,-1.7367
2008-10-02,-1.6394
2008-10-01,-1.4724
2008-09-30,-1.4680
2008-09-29,-1.4963
2008-09-26,-1.3684
2008-09-25,-1.4009
2008-09-24,-1.3538
2008-09-23,-1.2696
2008-09-22,-1.1398
2008-09-19,-1.0711
2008-09-18,-1.0397
2008-09-17,-0.8596
2008-09-16,-0.5333
2008-09-15,-0.4663
2008-09-12,-0.4140
2008-09-11,-0.4208
2008-09-10,-0.3681
2008-09-09,-0.2304
2008-09-08,-0.2261
2008-09-05,-0.2090
2008-09-04,-0.1070
2008-09-03,0.0143
2008-09-02,-0.0613
2008-08-29,-0.1417
2008-08-28,-0.2189
2008-08-27,-0.3732
2008-08-26,-0.4269
2008-08-25,-0.4091
2008-08-22,-0.4266
2008-08-21,-0.5547
2008-08-20,-0.5587
2008-08-19,-0.5301
2008-08-18,-0.4661
2008-08-15,-0.4299
2008-08-14,-0.4387
2008-08-13,-0.4679
2008-08-12,-0.4596
2008-08-11,-0.5688
2008-08-08,-0.7521
2008-08-07,-1.0690
2008-08-06,-1.2180
2008-08-05,-1.4442
2008-08-04,-1.6668
2008-08-01,-1.6377
2008-07-31,-1.6258
2008-07-30,-1.5191
2008-07-29,-1.5647
2008-07-28,-1.5543
2008-07-25,-1.4530
2008-07-24,-1.4146
2008-07-23,-1.2473
2008-07-22,-1.3307
2008-07-21,-1.6090
2008-07-18,-1.8640
2008-07-17,-2.1548
2008-07-16,-2.4029
2008-07-15,-2.5838
2008-07-14,-2.6493
2008-07-11,-2.6423
2008-07-10,-2.6018
2008-07-09,-2.7161
2008-07-08,-2.7925
2008-07-07,-2.8741
2008-07-03,-2.8138
2008-07-02,-2.7095
2008-07-01,-2.4941
2008-06-30,-2.2995
2008-06-27,-2.0380
2008-06-26,-1.7648
2008-06-25,-1.4875
2008-06-24,-1.2195
2008-06-23,-1.2471
2008-06-20,-1.3244
2008-06-19,-1.4218
2008-06-18,-1.6097
2008-06-17,-1.6532
2008-06-16,-1.6642
2008-06-13,-1.7023
2008-06-12,-1.7337
2008-06-11,-1.6733
2008-06-10,-1.5109
2008-06-09,-1.3087
2008-06-06,-1.0527
2008-06-05,-0.6512
2008-06-04,-0.4415
2008-06-03,-0.2208
2008-06-02,0.0566
2008-05-30,0.1819
2008-05-29,0.2172
2008-05-28,0.3089
2008-05-27,0.4199
2008-05-23,0.4998
2008-05-22,0.6991
2008-05-21,0.9485
2008-05-20,1.2696
2008-05-19,1.3639
2008-05-16,1.3191
2008-05-15,1.3858
2008-05-14,1.4221
2008-05-13,1.4373
2008-05-12,1.4817
2008-05-09,1.5378
2008-05-08,1.6427
2008-05-07,1.7000
2008-05-06,1.7643
2008-05-05,1.7309
2008-05-02,1.6802
2008-05-01,1.6083
2008-04-30,1.5141
2008-04-29,1.4130
2008-04-28,1.2133
2008-04-25,0.9819
2008-04-24,0.6828
2008-04-23,0.4289
2008-04-22,0.1666
2008-04-21,0.0938
2008-04-18,-0.0402
2008-04-17,-0.1785
2008-04-16,-0.2213
2008-04-15,-0.2548
2008-04-14,-0.2212
2008-04-11,-0.2890
2008-04-10,-0.3443
2008-04-09,-0.5274
2008-04-08,-0.7662
2008-04-07,-0.7918
2008-04-04,-0.8100
2008-04-03,-0.8715
2008-04-02,-0.9741
2008-04-01,-1.1440
2008-03-31,-1.2717
2008-03-28,-1.3030
2008-03-27,-1.2567
2008-03-26,-1.2354
2008-03-25,-1.3460
2008-03-24,-1.4377
2008-03-20,-1.5630
2008-03-19,-1.5886
2008-03-18,-1.4972
2008-03-17,-1.5892
2008-03-14,-1.6058
2008-03-13,-1.6589
2008-03-12,-1.5492
2008-03-11,-1.2570
2008-03-10,-0.9369
2008-03-07,-0.5881
2008-03-06,-0.3006
2008-03-05,-0.1472
2008-03-04,-0.0392
2008-03-03,0.1810
2008-02-29,0.3807
2008-02-28,0.4714
2008-02-27,0.4299
2008-02-26,0.4342
2008-02-25,0.3870
2008-02-22,0.3144
2008-02-21,0.3384
2008-02-20,0.4413
2008-02-19,0.4172
2008-02-15,0.2778
2008-02-14,0.1100
2008-02-13,-0.1087
2008-02-12,-0.4058
2008-02-11,-0.6353
2008-02-08,-0.7370
2008-02-07,-0.7214
2008-02-06,-0.7224
2008-02-05,-0.7251
2008-02-04,-0.8209
2008-02-01,-1.0213
2008-01-31,-1.2518
2008-01-30,-1.5592
2008-01-29,-1.9057
2008-01-28,-2.1779
2008-01-25,-2.2434
2008-01-24,-2.2518
2008-01-23,-2.2738
2008-01-22,-2.1906
2008-01-18,-2.1293
2008-01-17,-2.0797
2008-01-16,-2.0695
2008-01-15,-2.0524
2008-01-14,-1.8511
2008-01-11,-1.8511
2008-01-10,-1.7384
2008-01-09,-1.7064
2008-01-08,-1.4873
2008-01-07,-1.1569
2008-01-04,-0.9389
2008-01-03,-0.8667
2008-01-02,-0.8485
2007-12-31,-0.7860
2007-12-28,-0.7574
2007-12-27,-0.7688
2007-12-26,-0.8191
2007-12-24,-0.9547
2007-12-21,-1.1155
2007-12-20,-1.2337
2007-12-19,-1.2266
2007-12-18,-1.1572
2007-12-17,-1.0927
2007-12-14,-1.0117
2007-12-13,-0.9696
2007-12-12,-0.9113
2007-12-11,-0.7024
2007-12-10,-0.5580
2007-12-07,-0.6592
2007-12-06,-0.8175
2007-12-05,-0.9048
2007-12-04,-0.9227
2007-12-03,-0.8791
2007-11-30,-0.9449
2007-11-29,-1.0709
2007-11-28,-1.2662
2007-11-27,-1.5267
2007-11-26,-1.6970
2007-11-23,-1.7556
2007-11-21,-1.7758
2007-11-20,-1.6170
2007-11-19,-1.4244
2007-11-16,-1.1884
2007-11-15,-0.9980
2007-11-14,-0.8410
2007-11-13,-0.7364
2007-11-12,-0.6601
2007-11-09,-0.4904
2007-11-08,-0.3673
2007-11-07,-0.3590
2007-11-06,-0.3887
2007-11-05,-0.4551
2007-11-02,-0.5532
2007-11-01,-0.6549
2007-10-31,-0.6889
2007-10-30,-0.8701
2007-10-29,-0.9952
2007-10-26,-1.1152
2007-10-25,-1.1800
2007-10-24,-1.2442
2007-10-23,-1.1788
2007-10-22,-1.1294
2007-10-19,-1.0485
2007-10-18,-0.8535
2007-10-17,-0.8178
2007-10-16,-0.6602
2007-10-15,-0.4754
2007-10-12,-0.1502
2007-10-11,0.1290
2007-10-10,0.5154
2007-10-09,0.8214
2007-10-08,0.9944
2007-10-05,1.2290
2007-10-04,1.4230
2007-10-03,1.4828
2007-10-02,1.5213
2007-10-01,1.4585
2007-09-28,1.3036
2007-09-27,1.2102
2007-09-26,1.0385
2007-09-25,0.8792
2007-09-24,0.6275
2007-09-21,0.4367
2007-09-20,0.2208
2007-09-19,0.0416
2007-09-18,-0.0964
2007-09-17,-0.1563
2007-09-14,-0.2429
2007-09-13,-0.4027
2007-09-12,-0.5710
2007-09-11,-0.7308
2007-09-10,-0.8587
2007-09-07,-0.8529
2007-09-06,-0.7968
2007-09-05,-0.8145
2007-09-04,-0.7984
2007-08-31,-0.7723
2007-08-30,-0.7857
2007-08-29,-0.8024
2007-08-28,-0.8159
2007-08-27,-0.7283
2007-08-24,-0.8205
2007-08-23,-0.9211
2007-08-22,-0.9077
2007-08-21,-0.9701
2007-08-20,-0.9584
2007-08-17,-0.9489
2007-08-16,-0.8279
2007-08-15,-0.4247
2007-08-14,-0.1094
2007-08-13,0.1371
2007-08-10,0.2702
2007-08-09,0.5557
2007-08-08,0.9223
2007-08-07,1.0487
2007-08-06,1.1838
2007-08-03,1.2561
2007-08-02,1.3375
2007-08-01,1.2969
2007-07-31,1.3298
2007-07-30,1.4338
2007-07-27,1.3897
2007-07-26,1.4484
2007-07-25,1.5032
2007-07-24,1.2900
2007-07-23,1.2529
2007-07-20,1.1695
2007-07-19,1.0594
2007-07-18,1.0056
2007-07-17,0.9711
2007-07-16,0.8960
2007-07-13,0.7855
2007-07-12,0.6472
2007-07-11,0.5426
2007-07-10,0.4500
2007-07-09,0.3157
2007-07-06,0.1655
2007-07-05,0.0469
2007-07-03,-0.0667
2007-07-02,-0.1581
2007-06-29,-0.2075
2007-06-28,-0.2224
2007-06-27,-0.1641
2007-06-26,-0.0496
2007-06-25,0.0728
2007-06-22,0.1843
2007-06-21,0.2981
2007-06-20,0.3443
2007-06-19,0.4811
2007-06-18,0.5866
2007-06-15,0.6772
2007-06-14,0.7276
2007-06-13,0.7205
2007-06-12,0.7381
2007-06-11,0.8970
2007-06-08,1.0075
2007-06-07,1.0867
2007-06-06,1.2717
2007-06-05,1.3822
2007-06-04,1.4135
2007-06-01,1.3975
2007-05-31,1.3678
2007-05-30,1.2537
2007-05-29,1.0929
2007-05-25,1.0234
2007-05-24,0.9382
2007-05-23,0.8773
2007-05-22,0.9237
2007-05-21,0.9021
2007-05-18,0.8303
2007-05-17,0.7466
2007-05-16,0.6171
2007-05-15,0.5501
2007-05-14,0.5306
2007-05-11,0.5556
2007-05-10,0.5913
2007-05-09,0.6727
2007-05-08,0.6721
2007-05-07,0.7036
2007-05-04,0.6819
2007-05-03,0.7143
2007-05-02,0.7277
2007-05-01,0.7356
2007-04-30,0.7792
2007-04-27,0.8404
2007-04-26,0.8312
2007-04-25,0.7897
2007-04-24,0.6935
2007-04-23,0.6358
2007-04-20,0.5552
2007-04-19,0.4700
2007-04-18,0.3765
2007-04-17,0.1861
2007-04-16,0.1931
2007-04-13,0.2097
2007-04-12,0.1747
2007-04-11,0.1407
2007-04-10,0.1602
2007-04-09,0.1186
2007-04-05,0.1235
2007-04-04,0.0933
2007-04-03,0.0703
2007-04-02,0.0673
2007-03-30,0.1413
2007-03-29,0.2278
2007-03-28,0.2723
2007-03-27,0.3479
2007-03-26,0.3605
2007-03-23,0.3485
2007-03-22,0.3170
2007-03-21,0.3024
2007-03-20,0.2625
2007-03-19,0.2549
2007-03-16,0.2297
2007-03-15,0.2178
2007-03-14,0.1227
2007-03-13,0.0777
2007-03-12,0.0582
2007-03-09,-0.0964
2007-03-08,-0.1679
2007-03-07,-0.2110
2007-03-06,-0.2497
2007-03-05,-0.2298
2007-03-02,-0.1421
2007-03-01,-0.0288
2007-02-28,0.0557
2007-02-27,0.2063
2007-02-26,0.3999
2007-02-23,0.5136
2007-02-22,0.5519
2007-02-21,0.5706
2007-02-20,0.5581
2007-02-16,0.5289
2007-02-15,0.4906
2007-02-14,0.3779
2007-02-13,0.3589
2007-02-12,0.3773
2007-02-09,0.4020
2007-02-08,0.3687
2007-02-07,0.3563
2007-02-06,0.2740
2007-02-05,0.1701
2007-02-02,0.0285
2007-02-01,-0.1035
2007-01-31,-0.3440
2007-01-30,-0.5364
2007-01-29,-0.5129
2007-01-26,-0.4387
2007-01-25,-0.3324
2007-01-24,-0.2456
2007-01-23,-0.2369
2007-01-22,-0.2047
2007-01-19,-0.0314
2007-01-18,-0.0323
2007-01-17,0.0133
2007-01-16,0.0104
2007-01-12,0.0674
2007-01-11,0.1297
2007-01-10,0.1552
2007-01-09,0.1539
2007-01-08,0.2433
2007-01-05,0.2848
2007-01-04,0.3183
2007-01-03,0.3284
2006-12-29,0.3630
2006-12-28,0.4262
2006-12-27,0.4888
2006-12-26,0.5704
2006-12-22,0.6729
2006-12-21,0.7961
2006-12-20,0.8552
2006-12-19,0.9064
2006-12-18,0.9534
2006-12-15,1.0444
2006-12-14,1.0616
2006-12-13,1.1246
2006-12-12,1.2129
2006-12-11,1.2559
2006-12-08,1.3314
2006-12-07,1.3827
2006-12-06,1.4369
2006-12-05,1.4250
2006-12-04,1.3963
2006-12-01,1.4239
2006-11-30,1.4406
2006-11-29,1.5158
2006-11-28,1.5633
2006-11-27,1.6710
2006-11-24,1.8260
2006-11-22,1.8211
2006-11-21,1.7640
2006-11-20,1.5922
2006-11-17,1.4950
2006-11-16,1.3199
2006-11-15,1.1366
2006-11-14,1.0059
2006-11-13,0.9227
2006-11-10,0.8069
2006-11-09,0.6524
2006-11-08,0.4832
2006-11-07,0.2352
2006-11-06,0.0031
2006-11-03,0.0046
2006-11-02,0.0437
2006-11-01,0.1494
2006-10-31,0.2191
2006-10-30,0.3196
2006-10-27,0.4168
2006-10-26,0.5699
2006-10-25,0.8010
2006-10-24,0.9585
2006-10-23,0.9458
2006-10-20,0.9737
2006-10-19,1.0726
2006-10-18,1.1342
2006-10-17,1.1723
2006-10-16,1.2367
2006-10-13,1.2739
2006-10-12,1.3226
2006-10-11,1.2740
2006-10-10,1.3398
2006-10-09,1.3685
2006-10-06,1.3471
2006-10-05,1.2248
2006-10-04,1.0554
2006-10-03,0.7989
2006-10-02,0.6194
2006-09-29,0.5137
2006-09-28,0.4533
2006-09-27,0.3381
2006-09-26,0.1767
2006-09-25,-0.0020
2006-09-22,-0.1356
2006-09-21,-0.2705
2006-09-20,-0.3553
2006-09-19,-0.4643
2006-09-18,-0.5000
2006-09-15,-0.5632
2006-09-14,-0.6211
2006-09-13,-0.6859
2006-09-12,-0.8545
2006-09-11,-0.9066
2006-09-08,-0.9276
2006-09-07,-0.8664
2006-09-06,-0.7808
2006-09-05,-0.7750
2006-09-01,-0.8236
2006-08-31,-0.8788
2006-08-30,-0.8978
2006-08-29,-0.9176
2006-08-28,-0.8389
2006-08-25,-0.7951
2006-08-24,-0.6697
2006-08-23,-0.5958
2006-08-22,-0.5747
2006-08-21,-0.5827
2006-08-18,-0.5609
2006-08-17,-0.5974
2006-08-16,-0.7063
2006-08-15,-0.8525
2006-08-14,-0.8621
2006-08-11,-0.7748
2006-08-10,-0.6938
2006-08-09,-0.5979
2006-08-08,-0.5370
2006-08-07,-0.4799
2006-08-04,-0.5385
2006-08-03,-0.5865
2006-08-02,-0.6327
2006-08-01,-0.6256
2006-07-31,-0.5747
2006-07-28,-0.4466
2006-07-27,-0.3853
2006-07-26,-0.2868
2006-07-25,-0.2437
2006-07-24,-0.4657
2006-07-21,-0.5739
2006-07-20,-0.5317
2006-07-19,-0.5875
2006-07-18,-0.7667
2006-07-17,-0.7569
2006-07-14,-0.7173
2006-07-13,-0.5324
2006-07-12,-0.4593
2006-07-11,-0.4562
2006-07-10,-0.4974
2006-07-07,-0.4494
2006-07-06,-0.3554
2006-07-05,-0.2901
2006-07-03,-0.1557
2006-06-30,-0.0644
2006-06-29,0.0087
2006-06-28,0.0224
2006-06-27,0.0658
2006-06-26,0.1720
2006-06-23,0.1622
2006-06-22,0.1837
2006-06-21,0.1597
2006-06-20,-0.0037
2006-06-19,-0.1393
2006-06-16,-0.3038
2006-06-15,-0.5663
2006-06-14,-0.8398
2006-06-13,-0.9726
2006-06-12,-0.7613
2006-06-09,-0.5463
2006-06-08,-0.4752
2006-06-07,-0.4074
2006-06-06,-0.3346
2006-06-05,-0.1778
2006-06-02,-0.0830
2006-06-01,-0.0824
2006-05-31,-0.0689
2006-05-30,-0.0221
2006-05-26,0.1195
2006-05-25,0.1986
2006-05-24,0.3339
2006-05-23,0.5462
2006-05-22,0.6073
2006-05-19,0.6356
2006-05-18,0.7428
2006-05-17,1.0057
2006-05-16,1.2509
2006-05-15,1.3540
2006-05-12,1.5052
2006-05-11,1.5925
2006-05-10,1.5933
2006-05-09,1.5180
2006-05-08,1.5123
2006-05-05,1.4904
2006-05-04,1.3768
2006-05-03,1.3447
2006-05-02,1.3401
2006-05-01,1.3539
2006-04-28,1.4587
2006-04-27,1.6010
2006-04-26,1.7121
2006-04-25,1.7701
2006-04-24,1.8040
2006-04-21,1.7490
2006-04-20,1.6273
2006-04-19,1.5180
2006-04-18,1.3956
2006-04-17,1.3396
2006-04-13,1.3178
2006-04-12,1.2285
2006-04-11,1.0765
2006-04-10,1.0584
2006-04-07,1.0041
2006-04-06,1.0087
2006-04-05,0.9818
2006-04-04,0.9847
2006-04-03,1.0111
2006-03-31,1.0730
2006-03-30,1.1422
2006-03-29,1.1783
2006-03-28,1.1521
2006-03-27,1.2231
2006-03-24,1.2321
2006-03-23,1.2010
2006-03-22,1.2040
2006-03-21,1.1388
2006-03-20,1.0645
2006-03-17,0.9599
2006-03-16,0.8364
2006-03-15,0.7480
2006-03-14,0.6737
2006-03-13,0.6127
2006-03-10,0.5701
2006-03-09,0.5111
2006-03-08,0.5033
2006-03-07,0.5542
2006-03-06,0.5864
2006-03-03,0.6574
2006-03-02,0.6834
2006-03-01,0.7494
2006-02-28,0.8119
2006-02-27,0.8987
2006-02-24,0.8919
2006-02-23,0.8571
2006-02-22,0.8300
2006-02-21,0.7477
2006-02-17,0.7292
2006-02-16,0.7015
2006-02-15,0.6858
2006-02-14,0.6629
2006-02-13,0.6053
2006-02-10,0.5664
2006-02-09,0.4781
2006-02-08,0.3962
2006-02-07,0.3040
2006-02-06,0.2406
2006-02-03,0.1641
2006-02-02,0.0835
2006-02-01,-0.0805
2006-01-31,-0.2829
2006-01-30,-0.2978
2006-01-27,-0.3645
2006-01-26,-0.4103
2006-01-25,-0.4743
2006-01-24,-0.4183
2006-01-23,-0.3949
2006-01-20,-0.3130
2006-01-19,-0.1664
2006-01-18,-0.0976
2006-01-17,-0.0257
2006-01-13,0.0462
2006-01-12,0.0801
2006-01-11,0.1071
2006-01-10,0.1102
2006-01-09,0.1850
2006-01-06,0.3016
2006-01-05,0.4042
2006-01-04,0.4583
2006-01-03,0.4599
2005-12-30,0.5080
2005-12-29,0.5766
2005-12-28,0.5877
2005-12-27,0.6093
2005-12-23,0.6591
2005-12-22,0.6436
2005-12-21,0.6267
2005-12-20,0.6634
2005-12-19,0.6752
2005-12-16,0.7362
2005-12-15,0.7469
2005-12-14,0.7467
2005-12-13,0.6880
2005-12-12,0.6652
2005-12-09,0.6553
2005-12-08,0.6723
2005-12-07,0.6538
2005-12-06,0.6510
2005-12-05,0.6438
2005-12-02,0.6521
2005-12-01,0.6357
2005-11-30,0.5889
2005-11-29,0.6277
2005-11-28,0.6001
2005-11-25,0.5924
2005-11-23,0.5427
2005-11-22,0.4439
2005-11-21,0.3360
2005-11-18,0.2006
2005-11-17,0.1731
2005-11-16,0.0849
2005-11-15,-0.0137
2005-11-14,-0.1076
2005-11-11,-0.1701
2005-11-10,-0.1838
2005-11-09,-0.2528
2005-11-08,-0.2367
2005-11-07,-0.2345
2005-11-04,-0.2591
2005-11-03,-0.2573
2005-11-02,-0.2670
2005-11-01,-0.2180
2005-10-31,-0.1774
2005-10-28,-0.0935
2005-10-27,-0.0571
2005-10-26,0.1047
2005-10-25,0.2342
2005-10-24,0.2612
2005-10-21,0.2666
2005-10-20,0.3634
2005-10-19,0.3894
2005-10-18,0.3398
2005-10-17,0.3617
2005-10-14,0.3757
2005-10-13,0.3693
2005-10-12,0.4286
2005-10-11,0.4145
2005-10-10,0.4588
2005-10-07,0.4223
2005-10-06,0.4128
2005-10-05,0.3493
2005-10-04,0.3266
2005-10-03,0.2279
2005-09-30,0.1571
2005-09-29,0.0060
2005-09-28,-0.1386
2005-09-27,-0.3162
2005-09-26,-0.4907
2005-09-23,-0.5708
2005-09-22,-0.5587
2005-09-21,-0.4856
2005-09-20,-0.3779
2005-09-19,-0.3099
2005-09-16,-0.2655
2005-09-15,-0.2554
2005-09-14,-0.2589
2005-09-13,-0.1948
2005-09-12,-0.1980
2005-09-09,-0.1806
2005-09-08,-0.1744
2005-09-07,-0.1056
2005-09-06,-0.0097
2005-09-02,0.0746
2005-09-01,0.2308
2005-08-31,0.3079
