Dates,KAMA Values
2022-10-18,152.3879
2022-10-17,152.5985
2022-10-14,152.8384
2022-10-13,153.1411
2022-10-12,153.4735
2022-10-11,153.8376
2022-10-10,154.1888
2022-10-07,154.5260
2022-10-06,154.8999
2022-10-05,155.1799
2022-10-04,155.4814
2022-10-03,155.7550
2022-09-30,156.1959
2022-09-29,156.7573
2022-09-28,157.2457
2022-09-27,157.6136
2022-09-26,158.1361
2022-09-23,158.6932
2022-09-22,159.1532
2022-09-21,159.4529
2022-09-20,159.6512
2022-09-19,159.8224
2022-09-16,159.9721
2022-09-15,160.1549
2022-09-14,160.2678
2022-09-13,160.3899
2022-09-12,160.5647
2022-09-09,160.5853
2022-09-08,160.6206
2022-09-07,160.6551
2022-09-06,160.7248
2022-09-02,160.8536
2022-09-01,160.9927
2022-08-31,161.1130
2022-08-30,161.1240
2022-08-29,161.1109
2022-08-26,161.0618
2022-08-25,161.0204
2022-08-24,160.9247
2022-08-23,160.8903
2022-08-22,160.8997
2022-08-19,160.9219
2022-08-18,160.9002
2022-08-17,160.8203
2022-08-16,160.7613
2022-08-15,160.6632
2022-08-12,160.5776
2022-08-11,160.4904
2022-08-10,160.4161
2022-08-09,160.3308
2022-08-08,160.2819
2022-08-05,160.2204
2022-08-04,160.1670
2022-08-03,160.0973
2022-08-02,160.0254
2022-08-01,159.9874
2022-07-29,159.8835
2022-07-28,159.8914
2022-07-27,159.9027
2022-07-26,159.9593
2022-07-25,160.0195
2022-07-22,160.0682
2022-07-21,160.0950
2022-07-20,160.0775
2022-07-19,160.1019
2022-07-18,160.1558
2022-07-15,160.3598
2022-07-14,160.5470
2022-07-13,160.7615
2022-07-12,161.0324
2022-07-11,161.2469
2022-07-08,161.6555
2022-07-07,161.9841
2022-07-06,162.3048
2022-07-05,162.7228
2022-07-01,163.1187
2022-06-30,163.4815
2022-06-29,163.9014
2022-06-28,164.3063
2022-06-27,164.6887
2022-06-24,165.0936
2022-06-23,165.4360
2022-06-22,165.9626
2022-06-21,166.4487
2022-06-17,166.9678
2022-06-16,167.4755
2022-06-15,168.0865
2022-06-14,168.6844
2022-06-13,169.6682
2022-06-10,170.8214
2022-06-09,171.7006
2022-06-08,172.4134
2022-06-07,172.9738
2022-06-06,173.4656
2022-06-03,173.9974
2022-06-02,174.5821
2022-06-01,175.1685
2022-05-31,176.1080
2022-05-27,177.0953
2022-05-26,178.1137
2022-05-25,179.3374
2022-05-24,180.7623
2022-05-23,182.2730
2022-05-20,183.6300
2022-05-19,185.1339
2022-05-18,186.3835
2022-05-17,187.7550
2022-05-16,188.8752
2022-05-13,190.3393
2022-05-12,191.7931
2022-05-11,193.4561
2022-05-10,194.7494
2022-05-09,195.9971
2022-05-06,197.1864
2022-05-05,197.9456
2022-05-04,198.6929
2022-05-03,199.2489
2022-05-02,199.7941
2022-04-29,200.5565
2022-04-28,201.3732
2022-04-27,202.0852
2022-04-26,202.8356
2022-04-25,203.3829
2022-04-22,203.7647
2022-04-21,204.1168
2022-04-20,204.3806
2022-04-19,204.6248
2022-04-18,204.8375
2022-04-14,205.1664
2022-04-13,205.4626
2022-04-12,205.7299
2022-04-11,206.1402
2022-04-08,206.6309
2022-04-07,207.1388
2022-04-06,207.5494
2022-04-05,207.9524
2022-04-04,208.2952
2022-04-01,208.4759
2022-03-31,208.6696
2022-03-30,208.8638
2022-03-29,209.0236
2022-03-28,209.1971
2022-03-25,209.4677
2022-03-24,209.7325
2022-03-23,209.9980
2022-03-22,210.3405
2022-03-21,210.5988
2022-03-18,210.9419
2022-03-17,211.1725
2022-03-16,211.4713
2022-03-15,211.7929
2022-03-14,212.2593
2022-03-11,212.8590
2022-03-10,213.3745
2022-03-09,213.8485
2022-03-08,214.3014
2022-03-07,214.8391
2022-03-04,215.4216
2022-03-03,215.7743
2022-03-02,216.0282
2022-03-01,216.1766
2022-02-28,216.3614
2022-02-25,216.4310
2022-02-24,216.5296
2022-02-23,216.6783
2022-02-22,216.8639
2022-02-18,217.0306
2022-02-17,217.0849
2022-02-16,217.1058
2022-02-15,217.0949
2022-02-14,217.0909
2022-02-11,217.1427
2022-02-10,217.1778
2022-02-09,217.1679
2022-02-08,217.1780
2022-02-07,217.2091
2022-02-04,217.2498
2022-02-03,217.3352
2022-02-02,217.4245
2022-02-01,217.5007
2022-01-31,217.5841
2022-01-28,217.7793
2022-01-27,218.1554
2022-01-26,218.5605
2022-01-25,218.8899
2022-01-24,219.0523
2022-01-21,219.2227
2022-01-20,219.3840
2022-01-19,219.4346
2022-01-18,219.4574
2022-01-14,219.4070
2022-01-13,219.3557
2022-01-12,219.3173
2022-01-11,219.3343
2022-01-10,219.3644
2022-01-07,219.4577
2022-01-06,219.4920
2022-01-05,219.5572
2022-01-04,219.6095
2022-01-03,219.6665
2021-12-31,219.8015
2021-12-30,220.0391
2021-12-29,220.2821
2021-12-28,220.4818
2021-12-27,220.6750
2021-12-23,220.9341
2021-12-22,221.1180
2021-12-21,221.3169
2021-12-20,221.4942
2021-12-17,221.7862
2021-12-16,222.0226
2021-12-15,222.2918
2021-12-14,222.5202
2021-12-13,222.7269
2021-12-10,222.9184
2021-12-09,223.0067
2021-12-08,223.0866
2021-12-07,223.1627
2021-12-06,223.2275
2021-12-03,223.3130
2021-12-02,223.4710
2021-12-01,223.5728
2021-11-30,223.8376
2021-11-29,224.0050
2021-11-26,224.1472
2021-11-24,224.2831
2021-11-23,224.3422
2021-11-22,224.4157
2021-11-19,224.4795
2021-11-18,224.5297
2021-11-17,224.5130
2021-11-16,224.4994
2021-11-15,224.4901
2021-11-12,224.4125
2021-11-11,224.4384
2021-11-10,224.4732
2021-11-09,224.5161
2021-11-08,224.5399
2021-11-05,224.5519
2021-11-04,224.5525
2021-11-03,224.6078
2021-11-02,224.6571
2021-11-01,224.7094
2021-10-29,224.7634
2021-10-28,224.8430
2021-10-27,224.9152
2021-10-26,224.9952
2021-10-25,225.0636
2021-10-22,225.1185
2021-10-21,225.1696
2021-10-20,225.2187
2021-10-19,225.2610
2021-10-18,225.3137
2021-10-15,225.3511
2021-10-14,225.3861
2021-10-13,225.4203
2021-10-12,225.4377
2021-10-11,225.4468
2021-10-08,225.4419
2021-10-07,225.4372
2021-10-06,225.4320
2021-10-05,225.4341
2021-10-04,225.4387
2021-10-01,225.4459
2021-09-30,225.4434
2021-09-29,225.4716
2021-09-28,225.4721
2021-09-27,225.5145
2021-09-24,225.5214
2021-09-23,225.5458
2021-09-22,225.5731
2021-09-21,225.6244
2021-09-20,225.7564
2021-09-17,225.8504
2021-09-16,225.9031
2021-09-15,225.9589
2021-09-14,226.0107
2021-09-13,226.0802
2021-09-10,226.1335
2021-09-09,226.2016
2021-09-08,226.2719
2021-09-07,226.3429
2021-09-03,226.4075
2021-09-02,226.4489
2021-09-01,226.4836
2021-08-31,226.5483
2021-08-30,226.6138
2021-08-27,226.6878
2021-08-26,226.7269
2021-08-25,226.8133
2021-08-24,226.8836
2021-08-23,226.9508
2021-08-20,227.0476
2021-08-19,227.2129
2021-08-18,227.3958
2021-08-17,227.5135
2021-08-16,227.5871
2021-08-13,227.5646
2021-08-12,227.4619
2021-08-11,227.3062
2021-08-10,227.1410
2021-08-09,227.0314
2021-08-06,226.9636
2021-08-05,226.9103
2021-08-04,226.8739
2021-08-03,226.8767
2021-08-02,226.8493
2021-07-30,226.8673
2021-07-29,226.8721
2021-07-28,226.8135
2021-07-27,226.7549
2021-07-26,226.8036
2021-07-23,226.8149
2021-07-22,226.8787
2021-07-21,226.9392
2021-07-20,226.9865
2021-07-19,227.0851
2021-07-16,227.2664
2021-07-15,227.3704
2021-07-14,227.4226
2021-07-13,227.4618
2021-07-12,227.4503
2021-07-09,227.2716
2021-07-08,227.0795
2021-07-07,226.9321
2021-07-06,226.8667
2021-07-02,226.7451
2021-07-01,226.6137
2021-06-30,226.4245
2021-06-29,226.2401
2021-06-28,226.1044
2021-06-25,225.8899
2021-06-24,225.5171
2021-06-23,225.0918
2021-06-22,224.8365
2021-06-21,224.5671
2021-06-18,224.2901
2021-06-17,224.1258
2021-06-16,223.9303
2021-06-15,223.6959
2021-06-14,223.3803
2021-06-11,223.0765
2021-06-10,222.7418
2021-06-09,222.3996
2021-06-08,222.0139
2021-06-07,221.5360
2021-06-04,221.0511
2021-06-03,220.6197
2021-06-02,220.1838
2021-06-01,219.6690
2021-05-28,219.1458
2021-05-27,218.7676
2021-05-26,218.3402
2021-05-25,218.0621
2021-05-24,217.7581
2021-05-21,217.5118
2021-05-20,217.3082
2021-05-19,217.1834
2021-05-18,217.0965
2021-05-17,216.9586
2021-05-14,216.8201
2021-05-13,216.6808
2021-05-12,216.6191
2021-05-11,216.5768
2021-05-10,216.4428
2021-05-07,216.2595
2021-05-06,216.0485
2021-05-05,215.9060
2021-05-04,215.7745
2021-05-03,215.5709
2021-04-30,215.3520
2021-04-29,215.1703
2021-04-28,214.9432
2021-04-27,214.7079
2021-04-26,214.3699
2021-04-23,214.0237
2021-04-22,213.7508
2021-04-21,213.5285
2021-04-20,213.3118
2021-04-19,213.0966
2021-04-16,212.7225
2021-04-15,212.2889
2021-04-14,211.8665
2021-04-13,211.2724
2021-04-12,210.6877
2021-04-09,210.1804
2021-04-08,209.6870
2021-04-07,209.1435
2021-04-06,208.6271
2021-04-05,208.0934
2021-04-01,207.4736
2021-03-31,206.9997
2021-03-30,206.4462
2021-03-29,205.9257
2021-03-26,205.3039
2021-03-25,204.9744
2021-03-24,204.6769
2021-03-23,204.5068
2021-03-22,204.2307
2021-03-19,203.7077
2021-03-18,203.0208
2021-03-17,202.1798
2021-03-16,201.1101
2021-03-15,200.1895
2021-03-12,199.0000
2021-03-11,197.6744
2021-03-10,196.7474
2021-03-09,195.9144
2021-03-08,195.4010
2021-03-05,194.9809
2021-03-04,194.5584
2021-03-03,194.1249
2021-03-02,193.5322
2021-03-01,193.0588
2021-02-26,192.5464
2021-02-25,192.2737
2021-02-24,191.9320
2021-02-23,191.3510
2021-02-22,191.0644
2021-02-19,190.7401
2021-02-18,190.3379
2021-02-17,190.1053
2021-02-16,189.7586
2021-02-12,189.4105
2021-02-11,189.1485
2021-02-10,188.8664
2021-02-09,188.5512
2021-02-08,188.1756
2021-02-05,187.8822
2021-02-04,187.6381
2021-02-03,187.3534
2021-02-02,187.1347
2021-02-01,187.0133
2021-01-29,186.9208
2021-01-28,186.8568
2021-01-27,186.7559
2021-01-26,186.6932
2021-01-25,186.5545
2021-01-22,186.3908
2021-01-21,186.1833
2021-01-20,185.9723
2021-01-19,185.6311
2021-01-15,185.2937
2021-01-14,185.0727
2021-01-13,184.8254
2021-01-12,184.6175
2021-01-11,184.4195
2021-01-08,184.2784
2021-01-07,184.0567
2021-01-06,183.7057
2021-01-05,183.3070
2021-01-04,182.8553
2020-12-31,182.5674
2020-12-30,182.0784
2020-12-29,181.6352
2020-12-28,181.2172
2020-12-24,180.9488
2020-12-23,180.6175
2020-12-22,180.3707
2020-12-21,180.1804
2020-12-18,179.9978
2020-12-17,179.7169
2020-12-16,179.4345
2020-12-15,179.0550
2020-12-14,178.6674
2020-12-11,178.2464
2020-12-10,177.8746
2020-12-09,177.4351
2020-12-08,176.9240
2020-12-07,176.3950
2020-12-04,175.7869
2020-12-03,175.1373
2020-12-02,174.4214
2020-12-01,173.7737
2020-11-30,173.2097
2020-11-27,172.6547
2020-11-25,172.0205
2020-11-24,171.3547
2020-11-23,170.6868
2020-11-20,170.0738
2020-11-19,169.6159
2020-11-18,169.0623
2020-11-17,168.5748
2020-11-16,168.0632
2020-11-13,167.6186
2020-11-12,167.3279
2020-11-11,167.1709
2020-11-10,166.9314
2020-11-09,166.6124
2020-11-06,166.4108
2020-11-05,166.5793
2020-11-04,166.7575
2020-11-03,167.0346
2020-11-02,167.2832
2020-10-30,167.6664
2020-10-29,168.1797
2020-10-28,168.6025
2020-10-27,169.0441
2020-10-26,169.3262
2020-10-23,169.4941
2020-10-22,169.5363
2020-10-21,169.5450
2020-10-20,169.6602
2020-10-19,169.7071
2020-10-16,169.7570
2020-10-15,169.8034
2020-10-14,169.9072
2020-10-13,170.0330
2020-10-12,170.1864
2020-10-09,170.2398
2020-10-08,170.2956
2020-10-07,170.3406
2020-10-06,170.4480
2020-10-05,170.6668
2020-10-02,170.6570
2020-10-01,170.7042
2020-09-30,170.7563
2020-09-29,170.8679
2020-09-28,171.0211
2020-09-25,171.1260
2020-09-24,171.4646
2020-09-23,172.0852
2020-09-22,172.5899
2020-09-21,172.9395
2020-09-18,173.3141
2020-09-17,173.5867
2020-09-16,173.7200
2020-09-15,173.8659
2020-09-14,174.1167
2020-09-11,174.3323
2020-09-10,174.6904
2020-09-09,175.1243
2020-09-08,175.4733
2020-09-04,175.8308
2020-09-03,175.9408
2020-09-02,176.1104
2020-09-01,176.1413
2020-08-31,176.2341
2020-08-28,176.3323
2020-08-27,176.3439
2020-08-26,176.3922
2020-08-25,176.4843
2020-08-24,176.5210
2020-08-21,176.4864
2020-08-20,176.6822
2020-08-19,176.8278
2020-08-18,176.9767
2020-08-17,177.1041
2020-08-14,177.2027
2020-08-13,177.1860
2020-08-12,177.2311
2020-08-11,177.2636
2020-08-10,177.2116
2020-08-07,177.1726
2020-08-06,177.3050
2020-08-05,177.3944
2020-08-04,177.4524
2020-08-03,177.7328
2020-07-31,178.0953
2020-07-30,178.5751
2020-07-29,178.9687
2020-07-28,179.2720
2020-07-27,179.4598
2020-07-24,179.6707
2020-07-23,179.8024
2020-07-22,179.8770
2020-07-21,179.8789
2020-07-20,179.9056
2020-07-17,180.0226
2020-07-16,180.1187
2020-07-15,180.1503
2020-07-14,179.9826
2020-07-13,179.9832
2020-07-10,180.0860
2020-07-09,180.1234
2020-07-08,180.2795
2020-07-07,180.2839
2020-07-06,180.3163
2020-07-02,180.1474
2020-07-01,180.1321
2020-06-30,180.1280
2020-06-29,180.0581
2020-06-26,179.7669
2020-06-25,180.0084
2020-06-24,180.1216
2020-06-23,180.1914
2020-06-22,180.0411
2020-06-19,179.8790
2020-06-18,179.7447
2020-06-17,179.5193
2020-06-16,179.2725
2020-06-15,178.9355
2020-06-12,178.7101
2020-06-11,178.5129
2020-06-10,178.6958
2020-06-09,178.2667
2020-06-08,177.6606
2020-06-05,176.9904
2020-06-04,176.5732
2020-06-03,176.4368
2020-06-02,176.4983
2020-06-01,176.9960
2020-05-29,177.5229
2020-05-28,178.2510
2020-05-27,178.8907
2020-05-26,179.5698
2020-05-22,180.3966
2020-05-21,181.4161
2020-05-20,182.4226
2020-05-19,183.6244
2020-05-18,185.0116
2020-05-15,186.2264
2020-05-14,188.0966
2020-05-13,189.9813
2020-05-12,191.8696
2020-05-11,193.7163
2020-05-08,195.5062
2020-05-07,197.2925
2020-05-06,199.4412
2020-05-05,201.9818
2020-05-04,204.4933
2020-05-01,206.5939
2020-04-30,208.7629
2020-04-29,210.6154
2020-04-28,212.5855
2020-04-27,214.9799
2020-04-24,217.4624
2020-04-23,219.8954
2020-04-22,222.0684
2020-04-21,224.3853
2020-04-20,226.7657
2020-04-17,228.9142
2020-04-16,230.7455
2020-04-15,233.4820
2020-04-14,235.9115
2020-04-13,238.6382
2020-04-09,241.3174
2020-04-08,243.7912
2020-04-07,246.6255
2020-04-06,249.7639
2020-04-03,252.7217
2020-04-02,256.9589
2020-04-01,261.5203
2020-03-31,265.3273
2020-03-30,268.2469
2020-03-27,271.1381
2020-03-26,273.6839
2020-03-25,275.6602
2020-03-24,278.6662
2020-03-23,283.5237
2020-03-20,290.0604
2020-03-19,297.6693
2020-03-18,305.1656
2020-03-17,312.3551
2020-03-16,318.4088
2020-03-13,324.5623
2020-03-12,328.5625
2020-03-11,333.8285
2020-03-10,337.4145
2020-03-09,339.2877
2020-03-06,341.3756
2020-03-05,342.5197
2020-03-04,343.6572
2020-03-03,344.3350
2020-03-02,345.0603
2020-02-28,345.5765
2020-02-27,346.3386
2020-02-26,346.8406
2020-02-25,347.1902
2020-02-24,347.5600
2020-02-21,347.7810
2020-02-20,347.8835
2020-02-19,347.9614
2020-02-18,348.0290
2020-02-14,348.0918
2020-02-13,348.1435
2020-02-12,348.1788
2020-02-11,348.1971
2020-02-10,348.2381
2020-02-07,348.2786
2020-02-06,348.3773
2020-02-05,348.4370
2020-02-04,348.6069
2020-02-03,348.9413
2020-01-31,349.2961
2020-01-30,349.6393
2020-01-29,349.8926
2020-01-28,350.1794
2020-01-27,350.5029
2020-01-24,350.8052
2020-01-23,351.0478
2020-01-22,351.3809
2020-01-21,351.9547
2020-01-17,352.4767
2020-01-16,352.7760
2020-01-15,352.9958
2020-01-14,353.2487
2020-01-13,353.4420
2020-01-10,353.6404
2020-01-09,353.8430
2020-01-08,353.9752
2020-01-07,354.1556
2020-01-06,354.2663
2020-01-03,354.4304
2020-01-02,354.6140
2019-12-31,354.7861
2019-12-30,355.0384
2019-12-27,355.3080
2019-12-26,355.5177
2019-12-24,355.7427
2019-12-23,355.9313
2019-12-20,356.1317
2019-12-19,356.5524
2019-12-18,356.8844
2019-12-17,357.2774
2019-12-16,357.7711
2019-12-13,358.2839
2019-12-12,358.5583
2019-12-11,358.7587
2019-12-10,358.8973
2019-12-09,359.0520
2019-12-06,359.1655
2019-12-05,359.2423
2019-12-04,359.4138
2019-12-03,359.5538
2019-12-02,359.6492
2019-11-29,359.7138
2019-11-27,359.6811
2019-11-26,359.6351
2019-11-25,359.5541
2019-11-22,359.4826
2019-11-21,359.4191
2019-11-20,359.3847
2019-11-19,359.3190
2019-11-18,359.2784
2019-11-15,359.2321
2019-11-14,359.1834
2019-11-13,359.1532
2019-11-12,359.1465
2019-11-11,359.1392
2019-11-08,359.1100
2019-11-07,359.1568
2019-11-06,359.1757
2019-11-05,359.2150
2019-11-04,359.2390
2019-11-01,359.2977
2019-10-31,359.3853
2019-10-30,359.4952
2019-10-29,359.5686
2019-10-28,359.6354
2019-10-25,359.7418
2019-10-24,359.8552
2019-10-23,359.9464
2019-10-22,360.0552
2019-10-21,360.2011
2019-10-18,360.3652
2019-10-17,360.5243
2019-10-16,360.4849
2019-10-15,360.4096
2019-10-14,360.3445
2019-10-11,360.2542
2019-10-10,360.1380
2019-10-09,360.0512
2019-10-08,359.9213
2019-10-07,359.8130
2019-10-04,359.6835
2019-10-03,359.5749
2019-10-02,359.4913
2019-10-01,359.4576
2019-09-30,359.3519
2019-09-27,359.1841
2019-09-26,358.9747
2019-09-25,358.7203
2019-09-24,358.4640
2019-09-23,358.2855
2019-09-20,358.1731
2019-09-19,358.0670
2019-09-18,357.8903
2019-09-17,357.6811
2019-09-16,357.4737
2019-09-13,357.2961
2019-09-12,357.1018
2019-09-11,356.9497
2019-09-10,356.7116
2019-09-09,356.6308
2019-09-06,356.6472
2019-09-05,356.6324
2019-09-04,356.6356
2019-09-03,356.6594
2019-08-30,356.6913
2019-08-29,356.6749
2019-08-28,356.6671
2019-08-27,356.6712
2019-08-26,356.7009
2019-08-23,356.7087
2019-08-22,356.7295
2019-08-21,356.7585
2019-08-20,356.8703
2019-08-19,357.0271
2019-08-16,357.1585
2019-08-15,357.2908
2019-08-14,357.4909
2019-08-13,357.7821
2019-08-12,357.9339
2019-08-09,358.0754
2019-08-08,358.1975
2019-08-07,358.3292
2019-08-06,358.5242
2019-08-05,358.7276
2019-08-02,358.9532
2019-08-01,359.0857
2019-07-31,359.2624
2019-07-30,359.3839
2019-07-29,359.4791
2019-07-26,359.6671
2019-07-25,359.8131
2019-07-24,359.9350
2019-07-23,359.9641
2019-07-22,359.9302
2019-07-19,359.8977
2019-07-18,359.8518
2019-07-17,359.8752
2019-07-16,359.8603
2019-07-15,359.8758
2019-07-12,359.8952
2019-07-11,359.8997
2019-07-10,359.9341
2019-07-09,360.0021
2019-07-08,360.0635
2019-07-05,360.1347
2019-07-03,360.1830
2019-07-02,360.2332
2019-07-01,360.2885
2019-06-28,360.3373
2019-06-27,360.3541
2019-06-26,360.3718
2019-06-25,360.3181
2019-06-24,360.3030
2019-06-21,360.2540
2019-06-20,360.2201
2019-06-19,360.1607
2019-06-18,360.1486
2019-06-17,360.1010
2019-06-14,360.1570
2019-06-13,360.2386
2019-06-12,360.3184
2019-06-11,360.4068
2019-06-10,360.4850
2019-06-07,360.5445
2019-06-06,360.6076
2019-06-05,360.6872
2019-06-04,360.7741
2019-06-03,360.8991
2019-05-31,361.0265
2019-05-30,361.1494
2019-05-29,361.2442
2019-05-28,361.3370
2019-05-24,361.4044
2019-05-23,361.4690
2019-05-22,361.5552
2019-05-21,361.6313
2019-05-20,361.6817
2019-05-17,361.7533
2019-05-16,361.8135
2019-05-15,361.8840
2019-05-14,361.9908
2019-05-13,362.1128
2019-05-10,362.2686
2019-05-09,362.3304
2019-05-08,362.3999
2019-05-07,362.4547
2019-05-06,362.5188
2019-05-03,362.5165
2019-05-02,362.4840
2019-05-01,362.4553
2019-04-30,362.4170
2019-04-29,362.3690
2019-04-26,362.3054
2019-04-25,362.2323
2019-04-24,362.1353
2019-04-23,362.0973
2019-04-22,362.0706
2019-04-18,362.0337
2019-04-17,361.9542
2019-04-16,361.8969
2019-04-15,361.7981
2019-04-12,361.7545
2019-04-11,361.6714
2019-04-10,361.6725
2019-04-09,361.7086
2019-04-08,361.7180
2019-04-05,361.6876
2019-04-04,361.4835
2019-04-03,361.2692
2019-04-02,361.1670
2019-04-01,361.0193
2019-03-29,360.8665
2019-03-28,360.8019
2019-03-27,360.7778
2019-03-26,360.7543
2019-03-25,360.7495
2019-03-22,360.7447
2019-03-21,360.7781
2019-03-20,360.7599
2019-03-19,360.7177
2019-03-18,360.6916
2019-03-15,360.6746
2019-03-14,360.6079
2019-03-13,360.5850
2019-03-12,360.5367
2019-03-11,360.4997
2019-03-08,360.2219
2019-03-07,359.6420
2019-03-06,358.9704
2019-03-05,358.1986
2019-03-04,357.2545
2019-03-01,356.2416
2019-02-28,355.0211
2019-02-27,353.7752
2019-02-26,352.6495
2019-02-25,351.7072
2019-02-22,350.6928
2019-02-21,349.7529
2019-02-20,348.8974
2019-02-19,347.8961
2019-02-15,346.9520
2019-02-14,346.0039
2019-02-13,345.2619
2019-02-12,344.5559
2019-02-11,343.8542
2019-02-08,343.2702
2019-02-07,342.5694
2019-02-06,341.9310
2019-02-05,341.2053
2019-02-04,340.5052
2019-02-01,340.0288
2019-01-31,339.6685
2019-01-30,339.3092
2019-01-29,338.9034
2019-01-28,338.7899
2019-01-25,338.6772
2019-01-24,338.5646
2019-01-23,338.4875
2019-01-22,338.4108
2019-01-18,338.3497
2019-01-17,338.2186
2019-01-16,338.1414
2019-01-15,338.1123
2019-01-14,338.0839
2019-01-11,338.0664
2019-01-10,338.0299
2019-01-09,337.9990
2019-01-08,338.0246
2019-01-07,338.0701
2019-01-04,338.1567
2019-01-03,338.2508
2019-01-02,338.4506
2018-12-31,338.5536
2018-12-28,338.6643
2018-12-27,338.8184
2018-12-26,338.9900
2018-12-24,339.2076
2018-12-21,339.7281
2018-12-20,340.0742
2018-12-19,340.3197
2018-12-18,340.5099
2018-12-17,340.6386
2018-12-14,340.8502
2018-12-13,341.0541
2018-12-12,341.2307
2018-12-11,341.4030
2018-12-10,341.6206
2018-12-07,341.7790
2018-12-06,341.9651
2018-12-04,342.0726
2018-12-03,342.1157
