Dates,PPO Values
2010-02-16,1.1086
2010-02-12,0.9758
2010-02-11,1.0664
2010-02-10,1.0057
2010-02-09,1.0930
2010-02-08,1.1542
2010-02-05,1.5319
2010-02-04,1.9041
2010-02-03,2.1952
2010-02-02,2.1716
2010-02-01,2.1691
2010-01-29,2.1023
2010-01-28,2.1723
2010-01-27,1.8930
2010-01-26,1.6120
2010-01-25,1.9577
2010-01-22,2.3581
2010-01-21,2.8364
2010-01-20,3.1611
2010-01-19,3.3585
2010-01-15,3.4838
2010-01-14,3.5621
2010-01-13,3.4792
2010-01-12,3.3872
2010-01-11,3.3433
2010-01-08,3.1562
2010-01-07,2.7331
2010-01-06,2.0303
2010-01-05,1.5285
2010-01-04,1.1815
2009-12-31,1.0592
2009-12-30,1.2685
2009-12-29,1.3629
2009-12-28,1.4170
2009-12-24,1.4782
2009-12-23,1.4712
2009-12-22,1.5374
2009-12-21,1.5731
2009-12-18,1.7453
2009-12-17,2.1004
2009-12-16,2.3312
2009-12-15,2.4688
2009-12-14,2.5072
2009-12-11,2.4468
2009-12-10,2.4164
2009-12-09,2.4521
2009-12-08,2.3731
2009-12-07,2.1982
2009-12-04,1.9077
2009-12-03,1.7243
2009-12-02,1.6392
2009-12-01,1.5029
2009-11-30,1.3166
2009-11-27,1.3156
2009-11-25,1.2869
2009-11-24,1.1354
2009-11-23,1.1149
2009-11-20,0.9403
2009-11-19,0.8882
2009-11-18,0.8624
2009-11-17,0.6979
2009-11-16,0.3730
2009-11-13,-0.0402
2009-11-12,-0.2021
2009-11-11,-0.3241
2009-11-10,-0.5576
2009-11-09,-0.7739
2009-11-06,-1.2523
2009-11-05,-1.4994
2009-11-04,-1.8118
2009-11-03,-1.8300
2009-11-02,-1.7822
2009-10-30,-1.6967
2009-10-29,-1.4691
2009-10-28,-1.3654
2009-10-27,-0.8947
2009-10-26,-0.3943
2009-10-23,0.1365
2009-10-22,0.4925
2009-10-21,0.7071
2009-10-20,1.0560
2009-10-19,1.2403
2009-10-16,1.1538
2009-10-15,1.0764
2009-10-14,1.2410
2009-10-13,1.2865
2009-10-12,1.4451
2009-10-09,1.6734
2009-10-08,1.7396
2009-10-07,1.8746
2009-10-06,2.1193
2009-10-05,2.3034
2009-10-02,2.5069
2009-10-01,2.9018
2009-09-30,3.2257
2009-09-29,3.1947
2009-09-28,3.0122
2009-09-25,3.0361
2009-09-24,3.3275
2009-09-23,3.5978
2009-09-22,3.7752
2009-09-21,3.7920
2009-09-18,3.8103
2009-09-17,3.7418
2009-09-16,3.6224
2009-09-15,3.5168
2009-09-14,3.3843
2009-09-11,3.3879
2009-09-10,3.2603
2009-09-09,3.2247
2009-09-08,3.1198
2009-09-04,3.1544
2009-09-03,3.2248
2009-09-02,3.4130
2009-09-01,3.6158
2009-08-31,3.7418
2009-08-28,3.6523
2009-08-27,3.1795
2009-08-26,2.3383
2009-08-25,2.1029
2009-08-24,1.6687
2009-08-21,1.3366
2009-08-20,1.1772
2009-08-19,1.2145
2009-08-18,1.5241
2009-08-17,1.8374
2009-08-14,2.1240
2009-08-13,2.2973
2009-08-12,2.0848
2009-08-11,1.8428
2009-08-10,1.7228
2009-08-07,1.4534
2009-08-06,0.8665
2009-08-05,0.3727
2009-08-04,0.0880
2009-08-03,-0.1095
2009-07-31,-0.3728
2009-07-30,-0.4934
2009-07-29,-0.7195
2009-07-28,-1.0294
2009-07-27,-1.3818
2009-07-24,-1.5672
2009-07-23,-1.8124
2009-07-22,-1.9968
2009-07-21,-2.2153
2009-07-20,-2.7102
2009-07-17,-3.1022
2009-07-16,-3.3514
2009-07-15,-3.7896
2009-07-14,-4.1242
2009-07-13,-4.2589
2009-07-10,-4.3788
2009-07-09,-4.2802
2009-07-08,-4.0163
2009-07-07,-3.6923
2009-07-06,-3.1191
2009-07-02,-2.7121
2009-07-01,-2.2429
2009-06-30,-1.9243
2009-06-29,-1.5571
2009-06-26,-1.1064
2009-06-25,-0.3539
2009-06-24,0.4558
2009-06-23,1.7262
2009-06-22,2.7631
2009-06-19,3.4068
2009-06-18,3.8590
2009-06-17,4.2727
2009-06-16,4.8239
2009-06-15,5.4003
2009-06-12,5.9163
2009-06-11,6.0923
2009-06-10,6.3847
2009-06-09,6.3167
2009-06-08,6.1116
2009-06-05,5.6357
2009-06-04,4.9533
2009-06-03,4.4386
2009-06-02,4.1919
2009-06-01,3.6113
2009-05-29,3.1439
2009-05-28,3.1571
2009-05-27,3.2502
2009-05-26,3.4970
2009-05-22,3.6216
2009-05-21,4.0151
2009-05-20,4.3766
2009-05-19,4.4689
2009-05-18,4.5081
2009-05-15,4.5472
2009-05-14,4.8563
2009-05-13,5.0729
2009-05-12,5.3917
2009-05-11,5.4387
2009-05-08,5.2588
2009-05-07,4.6589
2009-05-06,4.3790
2009-05-05,3.7697
2009-05-04,3.2912
2009-05-01,2.8687
2009-04-30,2.5306
2009-04-29,2.3623
2009-04-28,1.9739
2009-04-27,1.9009
2009-04-24,1.6095
2009-04-23,1.4139
2009-04-22,1.3579
2009-04-21,1.4387
2009-04-20,1.6993
2009-04-17,2.0537
2009-04-16,1.9731
2009-04-15,1.8199
2009-04-14,1.8218
2009-04-13,1.9436
2009-04-09,2.0402
2009-04-08,1.5758
2009-04-07,1.5926
2009-04-06,1.6550
2009-04-03,1.2811
2009-04-02,0.9126
2009-04-01,0.5644
2009-03-31,0.6155
2009-03-30,0.6314
2009-03-27,0.6599
2009-03-26,0.1051
2009-03-25,-0.9456
2009-03-24,-1.8145
2009-03-23,-2.6172
2009-03-20,-3.4262
2009-03-19,-3.5107
2009-03-18,-3.7635
2009-03-17,-4.2017
2009-03-16,-4.9097
2009-03-13,-5.5545
2009-03-12,-6.1637
2009-03-11,-6.9215
2009-03-10,-7.6754
2009-03-09,-8.4445
2009-03-06,-8.6840
2009-03-05,-8.6020
2009-03-04,-8.1854
2009-03-03,-7.8434
2009-03-02,-7.0544
2009-02-27,-6.0439
2009-02-26,-5.2576
2009-02-25,-4.5619
2009-02-24,-3.9586
2009-02-23,-3.5557
2009-02-20,-2.7529
2009-02-19,-2.1854
2009-02-18,-1.7612
2009-02-17,-1.3054
2009-02-13,-0.8245
2009-02-12,-0.7088
2009-02-11,-0.3999
2009-02-10,-0.1172
2009-02-09,0.2722
2009-02-06,0.1377
2009-02-05,-0.0656
2009-02-04,-0.2764
2009-02-03,-0.3589
2009-02-02,-0.3864
2009-01-30,-0.1049
2009-01-29,-0.1083
2009-01-28,0.2724
2009-01-27,0.1483
2009-01-26,-0.0079
2009-01-23,-0.1572
2009-01-22,-0.0978
2009-01-21,-0.0880
2009-01-20,-0.0765
2009-01-16,0.3964
2009-01-15,0.4913
2009-01-14,0.9614
2009-01-13,1.4878
2009-01-12,1.8407
2009-01-09,1.9646
2009-01-08,1.9273
2009-01-07,1.7697
2009-01-06,1.5467
2009-01-05,0.8630
2009-01-02,-0.0035
2008-12-31,-0.8995
2008-12-30,-1.3979
2008-12-29,-1.6601
2008-12-26,-1.6553
2008-12-24,-1.7605
2008-12-23,-1.7673
2008-12-22,-1.7584
2008-12-19,-1.9631
2008-12-18,-2.2256
2008-12-17,-2.4857
2008-12-16,-2.7689
2008-12-15,-3.3097
2008-12-12,-3.1618
2008-12-11,-3.0467
2008-12-10,-3.1234
2008-12-09,-3.5244
2008-12-08,-3.7724
2008-12-05,-4.5361
2008-12-04,-4.6209
2008-12-03,-4.5827
2008-12-02,-4.7863
2008-12-01,-5.0349
2008-11-28,-5.0819
2008-11-26,-5.7388
2008-11-25,-6.1644
2008-11-24,-6.3530
2008-11-21,-6.6439
2008-11-20,-6.6436
2008-11-19,-5.9797
2008-11-18,-5.1713
2008-11-17,-4.5761
2008-11-14,-4.1380
2008-11-13,-3.5072
2008-11-12,-3.1338
2008-11-11,-2.4875
2008-11-10,-1.9522
2008-11-07,-1.7078
2008-11-06,-1.4673
2008-11-05,-0.9653
2008-11-04,-1.1058
2008-11-03,-2.0259
2008-10-31,-3.0201
2008-10-30,-4.1634
2008-10-29,-5.2009
2008-10-28,-6.2576
2008-10-27,-7.3217
2008-10-24,-7.1441
2008-10-23,-7.4509
2008-10-22,-8.0135
2008-10-21,-7.8481
2008-10-20,-8.2789
2008-10-17,-8.7777
2008-10-16,-8.8406
2008-10-15,-8.8603
2008-10-14,-8.2806
2008-10-13,-8.0127
2008-10-10,-7.9777
2008-10-09,-6.8223
2008-10-08,-5.8165
2008-10-07,-5.1098
2008-10-06,-4.4548
2008-10-03,-3.9405
2008-10-02,-3.6926
2008-10-01,-3.2895
2008-09-30,-3.2641
2008-09-29,-3.3132
2008-09-26,-3.0089
2008-09-25,-3.0689
2008-09-24,-2.9506
2008-09-23,-2.7514
2008-09-22,-2.4550
2008-09-19,-2.2963
2008-09-18,-2.2206
2008-09-17,-1.8247
2008-09-16,-1.1230
2008-09-15,-0.9792
2008-09-12,-0.8675
2008-09-11,-0.8808
2008-09-10,-0.7688
2008-09-09,-0.4796
2008-09-08,-0.4703
2008-09-05,-0.4343
2008-09-04,-0.2218
2008-09-03,0.0295
2008-09-02,-0.1270
2008-08-29,-0.2939
2008-08-28,-0.4542
2008-08-27,-0.7758
2008-08-26,-0.8874
2008-08-25,-0.8490
2008-08-22,-0.8844
2008-08-21,-1.1510
2008-08-20,-1.1576
2008-08-19,-1.0959
2008-08-18,-0.9611
2008-08-15,-0.8847
2008-08-14,-0.9019
2008-08-13,-0.9610
2008-08-12,-0.9426
2008-08-11,-1.1671
2008-08-08,-1.5452
2008-08-07,-2.2027
2008-08-06,-2.5078
2008-08-05,-2.9738
2008-08-04,-3.4298
2008-08-01,-3.3521
2008-07-31,-3.3110
2008-07-30,-3.0740
2008-07-29,-3.1548
2008-07-28,-3.1193
2008-07-25,-2.8984
2008-07-24,-2.8085
2008-07-23,-2.4600
2008-07-22,-2.6188
2008-07-21,-3.1681
2008-07-18,-3.6681
2008-07-17,-4.2373
2008-07-16,-4.7146
2008-07-15,-5.0497
2008-07-14,-5.1456
2008-07-11,-5.0941
2008-07-10,-4.9768
2008-07-09,-5.1676
2008-07-08,-5.2798
2008-07-07,-5.4000
2008-07-03,-5.2417
2008-07-02,-5.0023
2008-07-01,-4.5578
2008-06-30,-4.1634
2008-06-27,-3.6546
2008-06-26,-3.1362
2008-06-25,-2.6215
2008-06-24,-2.1333
2008-06-23,-2.1758
2008-06-20,-2.3059
2008-06-19,-2.4707
2008-06-18,-2.7946
2008-06-17,-2.8603
2008-06-16,-2.8681
2008-06-13,-2.9233
2008-06-12,-2.9660
2008-06-11,-2.8483
2008-06-10,-2.5559
2008-06-09,-2.2000
2008-06-06,-1.7582
2008-06-05,-1.0792
2008-06-04,-0.7286
2008-06-03,-0.3630
2008-06-02,0.0926
2008-05-30,0.2973
2008-05-29,0.3551
2008-05-28,0.5046
2008-05-27,0.6854
2008-05-23,0.8158
2008-05-22,1.1394
2008-05-21,1.5436
2008-05-20,2.0623
2008-05-19,2.2193
2008-05-16,2.1546
2008-05-15,2.2685
2008-05-14,2.3344
2008-05-13,2.3668
2008-05-12,2.4467
2008-05-09,2.5463
2008-05-08,2.7263
2008-05-07,2.8304
2008-05-06,2.9468
2008-05-05,2.9044
2008-05-02,2.8331
2008-05-01,2.7255
2008-04-30,2.5791
2008-04-29,2.4191
2008-04-28,2.0901
2008-04-25,1.7019
2008-04-24,1.1912
2008-04-23,0.7521
2008-04-22,0.2936
2008-04-21,0.1655
2008-04-18,-0.0711
2008-04-17,-0.3161
2008-04-16,-0.3921
2008-04-15,-0.4514
2008-04-14,-0.3915
2008-04-11,-0.5115
2008-04-10,-0.6094
2008-04-09,-0.9352
2008-04-08,-1.3613
2008-04-07,-1.4046
2008-04-04,-1.4343
2008-04-03,-1.5414
2008-04-02,-1.7216
2008-04-01,-2.0217
2008-03-31,-2.2447
2008-03-28,-2.2937
2008-03-27,-2.2035
2008-03-26,-2.1588
2008-03-25,-2.3484
2008-03-24,-2.5031
2008-03-20,-2.7162
2008-03-19,-2.7510
2008-03-18,-2.5793
2008-03-17,-2.7312
2008-03-14,-2.7495
2008-03-13,-2.8315
2008-03-12,-2.6296
2008-03-11,-2.1174
2008-03-10,-1.5669
2008-03-07,-0.9769
2008-03-06,-0.4968
2008-03-05,-0.2426
2008-03-04,-0.0645
2008-03-03,0.2968
2008-02-29,0.6232
2008-02-28,0.7715
2008-02-27,0.7046
2008-02-26,0.7124
2008-02-25,0.6360
2008-02-22,0.5176
2008-02-21,0.5574
2008-02-20,0.7265
2008-02-19,0.6877
2008-02-15,0.4591
2008-02-14,0.1823
2008-02-13,-0.1808
2008-02-12,-0.6773
2008-02-11,-1.0624
2008-02-08,-1.2324
2008-02-07,-1.2038
2008-02-06,-1.2034
2008-02-05,-1.2060
2008-02-04,-1.3646
2008-02-01,-1.6989
2008-01-31,-2.0836
2008-01-30,-2.5979
2008-01-29,-3.1778
2008-01-28,-3.6283
2008-01-25,-3.7212
2008-01-24,-3.7159
2008-01-23,-3.7335
2008-01-22,-3.5740
2008-01-18,-3.4536
2008-01-17,-3.3544
2008-01-16,-3.3216
2008-01-15,-3.2780
2008-01-14,-2.9353
2008-01-11,-2.9230
2008-01-10,-2.7299
2008-01-09,-2.6681
2008-01-08,-2.3105
2008-01-07,-1.7841
2008-01-04,-1.4404
2008-01-03,-1.3259
2008-01-02,-1.2952
2007-12-31,-1.1968
2007-12-28,-1.1509
2007-12-27,-1.1664
2007-12-26,-1.2413
2007-12-24,-1.4467
2007-12-21,-1.6901
2007-12-20,-1.8673
2007-12-19,-1.8514
2007-12-18,-1.7406
2007-12-17,-1.6383
2007-12-14,-1.5119
2007-12-13,-1.4451
2007-12-12,-1.3546
2007-12-11,-1.0394
2007-12-10,-0.8232
2007-12-07,-0.9725
2007-12-06,-1.2065
2007-12-05,-1.3344
2007-12-04,-1.3585
2007-12-03,-1.2912
2007-11-30,-1.3863
2007-11-29,-1.5704
2007-11-28,-1.8567
2007-11-27,-2.2395
2007-11-26,-2.4862
2007-11-23,-2.5647
2007-11-21,-2.5853
2007-11-20,-2.3413
2007-11-19,-2.0510
2007-11-16,-1.7016
2007-11-15,-1.4225
2007-11-14,-1.1942
2007-11-13,-1.0427
2007-11-12,-0.9324
2007-11-09,-0.6905
2007-11-08,-0.5160
2007-11-07,-0.5039
2007-11-06,-0.5454
2007-11-05,-0.6385
2007-11-02,-0.7763
2007-11-01,-0.9189
2007-10-31,-0.9659
2007-10-30,-1.2206
2007-10-29,-1.3956
2007-10-26,-1.5628
2007-10-25,-1.6512
2007-10-24,-1.7381
2007-10-23,-1.6415
2007-10-22,-1.5682
2007-10-19,-1.4513
2007-10-18,-1.1764
2007-10-17,-1.1249
2007-10-16,-0.9051
2007-10-15,-0.6496
2007-10-12,-0.2043
2007-10-11,0.1749
2007-10-10,0.6962
2007-10-09,1.1071
2007-10-08,1.3400
2007-10-05,1.6551
2007-10-04,1.9169
2007-10-03,2.0017
2007-10-02,2.0587
2007-10-01,1.9809
2007-09-28,1.7785
2007-09-27,1.6570
2007-09-26,1.4279
2007-09-25,1.2134
2007-09-24,0.8699
2007-09-21,0.6073
2007-09-20,0.3082
2007-09-19,0.0582
2007-09-18,-0.1351
2007-09-17,-0.2191
2007-09-14,-0.3407
2007-09-13,-0.5655
2007-09-12,-0.8027
2007-09-11,-1.0280
2007-09-10,-1.2079
2007-09-07,-1.1976
2007-09-06,-1.1162
2007-09-05,-1.1393
2007-09-04,-1.1149
2007-08-31,-1.0765
2007-08-30,-1.0936
2007-08-29,-1.1153
2007-08-28,-1.1323
2007-08-27,-1.0083
2007-08-24,-1.1354
2007-08-23,-1.2739
2007-08-22,-1.2528
2007-08-21,-1.3375
2007-08-20,-1.3187
2007-08-17,-1.3030
2007-08-16,-1.1333
2007-08-15,-0.5779
2007-08-14,-0.1483
2007-08-13,0.1853
2007-08-10,0.3647
2007-08-09,0.7481
2007-08-08,1.2382
2007-08-07,1.4086
2007-08-06,1.5909
2007-08-03,1.6907
2007-08-02,1.8030
2007-08-01,1.7536
2007-07-31,1.8019
2007-07-30,1.9458
2007-07-27,1.8920
2007-07-26,1.9761
2007-07-25,2.0553
2007-07-24,1.7731
2007-07-23,1.7272
2007-07-20,1.6177
2007-07-19,1.4706
2007-07-18,1.3997
2007-07-17,1.3549
2007-07-16,1.2535
2007-07-13,1.1023
2007-07-12,0.9110
2007-07-11,0.7656
2007-07-10,0.6363
2007-07-09,0.4475
2007-07-06,0.2352
2007-07-05,0.0668
2007-07-03,-0.0950
2007-07-02,-0.2256
2007-06-29,-0.2960
2007-06-28,-0.3172
2007-06-27,-0.2338
2007-06-26,-0.0706
2007-06-25,0.1034
2007-06-22,0.2615
2007-06-21,0.4226
2007-06-20,0.4881
2007-06-19,0.6815
2007-06-18,0.8308
2007-06-15,0.9593
2007-06-14,1.0314
2007-06-13,1.0230
2007-06-12,1.0492
2007-06-11,1.2748
2007-06-08,1.4327
2007-06-07,1.5471
2007-06-06,1.8108
2007-06-05,1.9707
2007-06-04,2.0204
2007-06-01,2.0036
2007-05-31,1.9673
2007-05-30,1.8107
2007-05-29,1.5854
2007-05-25,1.4891
2007-05-24,1.3694
2007-05-23,1.2839
2007-05-22,1.3535
2007-05-21,1.3248
2007-05-18,1.2227
2007-05-17,1.1025
2007-05-16,0.9141
2007-05-15,0.8165
2007-05-14,0.7886
2007-05-11,0.8266
2007-05-10,0.8804
2007-05-09,1.0018
2007-05-08,1.0024
2007-05-07,1.0504
2007-05-04,1.0198
2007-05-03,1.0695
2007-05-02,1.0909
2007-05-01,1.1044
2007-04-30,1.1711
2007-04-27,1.2644
2007-04-26,1.2529
2007-04-25,1.1930
2007-04-24,1.0507
2007-04-23,0.9655
2007-04-20,0.8450
2007-04-19,0.7169
2007-04-18,0.5755
2007-04-17,0.2853
2007-04-16,0.2963
2007-04-13,0.3217
2007-04-12,0.2682
2007-04-11,0.2163
2007-04-10,0.2462
2007-04-09,0.1824
2007-04-05,0.1900
2007-04-04,0.1436
2007-04-03,0.1084
2007-04-02,0.1037
2007-03-30,0.2175
2007-03-29,0.3504
2007-03-28,0.4188
2007-03-27,0.5350
2007-03-26,0.5547
2007-03-23,0.5367
2007-03-22,0.4888
2007-03-21,0.4667
2007-03-20,0.4056
2007-03-19,0.3941
2007-03-16,0.3554
2007-03-15,0.3372
2007-03-14,0.1903
2007-03-13,0.1206
2007-03-12,0.0905
2007-03-09,-0.1501
2007-03-08,-0.2615
2007-03-07,-0.3286
2007-03-06,-0.3888
2007-03-05,-0.3575
2007-03-02,-0.2208
2007-03-01,-0.0447
2007-02-28,0.0863
2007-02-27,0.3190
2007-02-26,0.6173
2007-02-23,0.7925
2007-02-22,0.8521
2007-02-21,0.8818
2007-02-20,0.8638
2007-02-16,0.8199
2007-02-15,0.7618
2007-02-14,0.5881
2007-02-13,0.5592
2007-02-12,0.5883
2007-02-09,0.6271
2007-02-08,0.5759
2007-02-07,0.5570
2007-02-06,0.4291
2007-02-05,0.2670
2007-02-02,0.0448
2007-02-01,-0.1631
2007-01-31,-0.5433
2007-01-30,-0.8487
2007-01-29,-0.8102
2007-01-26,-0.6915
2007-01-25,-0.5228
2007-01-24,-0.3855
2007-01-23,-0.3716
2007-01-22,-0.3209
2007-01-19,-0.0492
2007-01-18,-0.0505
2007-01-17,0.0208
2007-01-16,0.0162
2007-01-12,0.1053
2007-01-11,0.2024
2007-01-10,0.2422
2007-01-09,0.2403
2007-01-08,0.3796
2007-01-05,0.4443
2007-01-04,0.4966
2007-01-03,0.5127
2006-12-29,0.5669
2006-12-28,0.6655
2006-12-27,0.7635
2006-12-26,0.8910
2006-12-22,1.0512
2006-12-21,1.2436
2006-12-20,1.3373
2006-12-19,1.4192
2006-12-18,1.4950
2006-12-15,1.6393
2006-12-14,1.6699
2006-12-13,1.7719
2006-12-12,1.9138
2006-12-11,1.9860
2006-12-08,2.1094
2006-12-07,2.1959
2006-12-06,2.2876
2006-12-05,2.2763
2006-12-04,2.2387
2006-12-01,2.2894
2006-11-30,2.3233
2006-11-29,2.4504
2006-11-28,2.5346
2006-11-27,2.7153
2006-11-24,2.9728
2006-11-22,2.9776
2006-11-21,2.8988
2006-11-20,2.6331
2006-11-17,2.4849
2006-11-16,2.2067
2006-11-15,1.9109
2006-11-14,1.6987
2006-11-13,1.5638
2006-11-10,1.3727
2006-11-09,1.1144
2006-11-08,0.8285
2006-11-07,0.4052
2006-11-06,0.0054
2006-11-03,0.0079
2006-11-02,0.0755
2006-11-01,0.2577
2006-10-31,0.3779
2006-10-30,0.5507
2006-10-27,0.7179
2006-10-26,0.9806
2006-10-25,1.3759
2006-10-24,1.6461
2006-10-23,1.6284
2006-10-20,1.6796
2006-10-19,1.8522
2006-10-18,1.9622
2006-10-17,2.0327
2006-10-16,2.1488
2006-10-13,2.2190
2006-10-12,2.3096
2006-10-11,2.2337
2006-10-10,2.3544
2006-10-09,2.4119
2006-10-06,2.3832
2006-10-05,2.1780
2006-10-04,1.8871
2006-10-03,1.4375
2006-10-02,1.1197
2006-09-29,0.9315
2006-09-28,0.8237
2006-09-27,0.6162
2006-09-26,0.3230
2006-09-25,-0.0036
2006-09-22,-0.2491
2006-09-21,-0.4977
2006-09-20,-0.6542
2006-09-19,-0.8553
2006-09-18,-0.9205
2006-09-15,-1.0365
2006-09-14,-1.1423
2006-09-13,-1.2606
2006-09-12,-1.5715
2006-09-11,-1.6647
2006-09-08,-1.6999
2006-09-07,-1.5824
2006-09-06,-1.4211
2006-09-05,-1.4075
2006-09-01,-1.4939
2006-08-31,-1.5919
2006-08-30,-1.6230
2006-08-29,-1.6555
2006-08-28,-1.5083
2006-08-25,-1.4255
2006-08-24,-1.1962
2006-08-23,-1.0612
2006-08-22,-1.0219
2006-08-21,-1.0346
2006-08-18,-0.9942
2006-08-17,-1.0579
2006-08-16,-1.2507
2006-08-15,-1.5100
2006-08-14,-1.5240
2006-08-11,-1.3651
2006-08-10,-1.2186
2006-08-09,-1.0469
2006-08-08,-0.9381
2006-08-07,-0.8366
2006-08-04,-0.9384
2006-08-03,-1.0213
2006-08-02,-1.1009
2006-08-01,-1.0867
2006-07-31,-0.9960
2006-07-28,-0.7716
2006-07-27,-0.6644
2006-07-26,-0.4935
2006-07-25,-0.4187
2006-07-24,-0.8021
2006-07-21,-0.9888
2006-07-20,-0.9143
2006-07-19,-1.0095
2006-07-18,-1.3188
2006-07-17,-1.2993
2006-07-14,-1.2284
2006-07-13,-0.9080
2006-07-12,-0.7815
2006-07-11,-0.7754
2006-07-10,-0.8449
2006-07-07,-0.7620
2006-07-06,-0.6012
2006-07-05,-0.4898
2006-07-03,-0.2623
2006-06-30,-0.1083
2006-06-29,0.0146
2006-06-28,0.0376
2006-06-27,0.1104
2006-06-26,0.2883
2006-06-23,0.2720
2006-06-22,0.3082
2006-06-21,0.2682
2006-06-20,-0.0062
2006-06-19,-0.2349
2006-06-16,-0.5133
2006-06-15,-0.9592
2006-06-14,-1.4258
2006-06-13,-1.6509
2006-06-12,-1.2857
2006-06-09,-0.9182
2006-06-08,-0.7969
2006-06-07,-0.6818
2006-06-06,-0.5589
2006-06-05,-0.2962
2006-06-02,-0.1380
2006-06-01,-0.1370
2006-05-31,-0.1144
2006-05-30,-0.0368
2006-05-26,0.1980
2006-05-25,0.3289
2006-05-24,0.5523
2006-05-23,0.9016
2006-05-22,1.0030
2006-05-19,1.0510
2006-05-18,1.2282
2006-05-17,1.6603
2006-05-16,2.0634
2006-05-15,2.2370
2006-05-12,2.4899
2006-05-11,2.6408
2006-05-10,2.6521
2006-05-09,2.5388
2006-05-08,2.5388
2006-05-05,2.5118
2006-05-04,2.3322
2006-05-03,2.2864
2006-05-02,2.2862
2006-05-01,2.3170
2006-04-28,2.5010
2006-04-27,2.7495
2006-04-26,2.9475
2006-04-25,3.0579
2006-04-24,3.1286
2006-04-21,3.0492
2006-04-20,2.8541
2006-04-19,2.6773
2006-04-18,2.4751
2006-04-17,2.3862
2006-04-13,2.3560
2006-04-12,2.2067
2006-04-11,1.9438
2006-04-10,1.9171
2006-04-07,1.8250
2006-04-06,1.8381
2006-04-05,1.7944
2006-04-04,1.8043
2006-04-03,1.8568
2006-03-31,1.9740
2006-03-30,2.1051
2006-03-29,2.1771
2006-03-28,2.1361
2006-03-27,2.2724
2006-03-24,2.2962
2006-03-23,2.2465
2006-03-22,2.2594
2006-03-21,2.1460
2006-03-20,2.0143
2006-03-17,1.8245
2006-03-16,1.5970
2006-03-15,1.4334
2006-03-14,1.2951
2006-03-13,1.1810
2006-03-10,1.1015
2006-03-09,0.9900
2006-03-08,0.9763
2006-03-07,1.0756
2006-03-06,1.1393
2006-03-03,1.2781
2006-03-02,1.3305
2006-03-01,1.4603
2006-02-28,1.5839
2006-02-27,1.7549
2006-02-24,1.7461
2006-02-23,1.6831
2006-02-22,1.6345
2006-02-21,1.4779
2006-02-17,1.4448
2006-02-16,1.3934
2006-02-15,1.3651
2006-02-14,1.3227
2006-02-13,1.2110
2006-02-10,1.1360
2006-02-09,0.9617
2006-02-08,0.7991
2006-02-07,0.6148
2006-02-06,0.4874
2006-02-03,0.3330
2006-02-02,0.1698
2006-02-01,-0.1642
2006-01-31,-0.5788
2006-01-30,-0.6087
2006-01-27,-0.7452
2006-01-26,-0.8386
2006-01-25,-0.9694
2006-01-24,-0.8529
2006-01-23,-0.8039
2006-01-20,-0.6357
2006-01-19,-0.3368
2006-01-18,-0.1972
2006-01-17,-0.0518
2006-01-13,0.0931
2006-01-12,0.1614
2006-01-11,0.2157
2006-01-10,0.2221
2006-01-09,0.3725
2006-01-06,0.6065
2006-01-05,0.8120
2006-01-04,0.9210
2006-01-03,0.9254
2005-12-30,1.0229
2005-12-29,1.1614
2005-12-28,1.1856
2005-12-27,1.2308
2005-12-23,1.3326
2005-12-22,1.3041
2005-12-21,1.2727
2005-12-20,1.3488
2005-12-19,1.3752
2005-12-16,1.5008
2005-12-15,1.5256
2005-12-14,1.5287
2005-12-13,1.4128
2005-12-12,1.3692
2005-12-09,1.3518
2005-12-08,1.3891
2005-12-07,1.3540
2005-12-06,1.3510
2005-12-05,1.3388
2005-12-02,1.3583
2005-12-01,1.3271
2005-11-30,1.2328
2005-11-29,1.3155
2005-11-28,1.2606
2005-11-25,1.2466
2005-11-23,1.1451
2005-11-22,0.9398
2005-11-21,0.7135
2005-11-18,0.4274
2005-11-17,0.3693
2005-11-16,0.1815
2005-11-15,-0.0293
2005-11-14,-0.2307
2005-11-11,-0.3650
2005-11-10,-0.3943
2005-11-09,-0.5428
2005-11-08,-0.5077
2005-11-07,-0.5024
2005-11-04,-0.5551
2005-11-03,-0.5507
2005-11-02,-0.5713
2005-11-01,-0.4656
2005-10-31,-0.3784
2005-10-28,-0.1991
2005-10-27,-0.1215
2005-10-26,0.2221
2005-10-25,0.4957
2005-10-24,0.5530
2005-10-21,0.5650
2005-10-20,0.7694
2005-10-19,0.8250
2005-10-18,0.7214
2005-10-17,0.7683
2005-10-14,0.7987
2005-10-13,0.7862
2005-10-12,0.9125
2005-10-11,0.8838
2005-10-10,0.9789
2005-10-07,0.9028
2005-10-06,0.8838
2005-10-05,0.7496
2005-10-04,0.7018
2005-10-03,0.4911
2005-09-30,0.3391
2005-09-29,0.0130
2005-09-28,-0.3010
2005-09-27,-0.6882
2005-09-26,-1.0700
2005-09-23,-1.2445
2005-09-22,-1.2159
2005-09-21,-1.0535
2005-09-20,-0.8172
2005-09-19,-0.6687
2005-09-16,-0.5718
2005-09-15,-0.5495
2005-09-14,-0.5567
2005-09-13,-0.4180
2005-09-12,-0.4248
2005-09-09,-0.3869
2005-09-08,-0.3734
2005-09-07,-0.2257
2005-09-06,-0.0207
2005-09-02,0.1589
2005-09-01,0.4905
2005-08-31,0.6541
