Dates,TRIX Values
2023-02-06,0.2335
2023-02-03,0.2842
2023-02-02,0.3318
2023-02-01,0.3647
2023-01-31,0.3865
2023-01-30,0.4179
2023-01-27,0.4566
2023-01-26,0.4892
2023-01-25,0.5186
2023-01-24,0.5512
2023-01-23,0.5903
2023-01-20,0.6376
2023-01-19,0.6876
2023-01-18,0.7235
2023-01-17,0.7371
2023-01-13,0.7285
2023-01-12,0.7007
2023-01-11,0.6668
2023-01-10,0.6373
2023-01-09,0.5923
2023-01-06,0.5259
2023-01-05,0.4498
2023-01-04,0.4020
2023-01-03,0.3717
2022-12-30,0.3759
2022-12-29,0.3974
2022-12-28,0.4220
2022-12-27,0.4432
2022-12-23,0.4562
2022-12-22,0.4632
2022-12-21,0.4613
2022-12-20,0.4435
2022-12-19,0.4532
2022-12-16,0.4694
2022-12-15,0.4834
2022-12-14,0.4906
2022-12-13,0.4832
2022-12-12,0.4848
2022-12-09,0.5015
2022-12-08,0.5437
2022-12-07,0.5884
2022-12-06,0.6333
2022-12-05,0.6610
2022-12-02,0.6723
2022-12-01,0.7036
2022-11-30,0.7602
2022-11-29,0.8147
2022-11-28,0.8863
2022-11-25,0.9630
2022-11-23,1.0221
2022-11-22,1.0958
2022-11-21,1.1718
2022-11-18,1.2353
2022-11-17,1.2815
2022-11-16,1.3097
2022-11-15,1.3065
2022-11-14,1.2611
2022-11-11,1.1821
2022-11-10,1.0572
2022-11-09,0.9161
2022-11-08,0.7857
2022-11-07,0.6406
2022-11-04,0.5115
2022-11-03,0.4048
2022-11-02,0.3250
2022-11-01,0.2868
2022-10-31,0.2601
2022-10-28,0.2293
2022-10-27,0.1921
2022-10-26,0.1627
2022-10-25,0.1215
2022-10-24,0.0183
2022-10-21,-0.0748
2022-10-20,-0.1720
2022-10-19,-0.2678
2022-10-18,-0.3655
2022-10-17,-0.4605
2022-10-14,-0.5481
2022-10-13,-0.6243
2022-10-12,-0.6974
2022-10-11,-0.7664
2022-10-10,-0.8402
2022-10-07,-0.9109
2022-10-06,-0.9715
2022-10-05,-1.0303
2022-10-04,-1.0692
2022-10-03,-1.0782
2022-09-30,-1.0330
2022-09-29,-0.9623
2022-09-28,-0.9005
2022-09-27,-0.8419
2022-09-26,-0.7484
2022-09-23,-0.6550
2022-09-22,-0.5832
2022-09-21,-0.5393
2022-09-20,-0.5062
2022-09-19,-0.4716
2022-09-16,-0.4260
2022-09-15,-0.3796
2022-09-14,-0.3468
2022-09-13,-0.3102
2022-09-12,-0.2793
2022-09-09,-0.2798
2022-09-08,-0.2634
2022-09-07,-0.2299
2022-09-06,-0.1715
2022-09-02,-0.0914
2022-09-01,-0.0098
2022-08-31,0.0571
2022-08-30,0.0987
2022-08-29,0.1321
2022-08-26,0.1593
2022-08-25,0.1938
2022-08-24,0.2320
2022-08-23,0.3058
2022-08-22,0.3966
2022-08-19,0.4832
2022-08-18,0.5446
2022-08-17,0.5818
2022-08-16,0.6138
2022-08-15,0.6272
2022-08-12,0.6455
2022-08-11,0.6660
2022-08-10,0.6914
2022-08-09,0.7144
2022-08-08,0.7458
2022-08-05,0.7657
2022-08-04,0.7773
2022-08-03,0.7744
2022-08-02,0.7657
2022-08-01,0.7581
2022-07-29,0.7380
2022-07-28,0.7520
2022-07-27,0.7613
2022-07-26,0.7678
2022-07-25,0.7538
2022-07-22,0.7121
2022-07-21,0.6408
2022-07-20,0.5481
2022-07-19,0.4657
2022-07-18,0.3992
2022-07-15,0.3609
2022-07-14,0.3181
2022-07-13,0.2786
2022-07-12,0.2506
2022-07-11,0.2257
2022-07-08,0.2397
2022-07-07,0.2425
2022-07-06,0.2440
2022-07-05,0.2529
2022-07-01,0.2467
2022-06-30,0.2280
2022-06-29,0.2101
2022-06-28,0.1731
2022-06-27,0.1241
2022-06-24,0.0651
2022-06-23,-0.0011
2022-06-22,-0.0456
2022-06-21,-0.1061
2022-06-17,-0.1602
2022-06-16,-0.1987
2022-06-15,-0.2043
2022-06-14,-0.1797
2022-06-13,-0.1034
2022-06-10,-0.0413
2022-06-09,-0.0676
2022-06-08,-0.1600
2022-06-07,-0.3032
2022-06-06,-0.4695
2022-06-03,-0.6452
2022-06-02,-0.8282
2022-06-01,-1.0038
2022-05-31,-1.1399
2022-05-27,-1.2727
2022-05-26,-1.3868
2022-05-25,-1.4588
2022-05-24,-1.4938
2022-05-23,-1.5138
2022-05-20,-1.5370
2022-05-19,-1.5429
2022-05-18,-1.5542
2022-05-17,-1.5428
2022-05-16,-1.5172
2022-05-13,-1.4406
2022-05-12,-1.3496
2022-05-11,-1.2368
2022-05-10,-1.1374
2022-05-09,-1.0456
2022-05-06,-0.9672
2022-05-05,-0.9298
2022-05-04,-0.8832
2022-05-03,-0.8261
2022-05-02,-0.7270
2022-04-29,-0.5951
2022-04-28,-0.4599
2022-04-27,-0.3423
2022-04-26,-0.2460
2022-04-25,-0.2049
2022-04-22,-0.1978
2022-04-21,-0.2031
2022-04-20,-0.2260
2022-04-19,-0.2554
2022-04-18,-0.2794
2022-04-14,-0.2785
2022-04-13,-0.2716
2022-04-12,-0.2453
2022-04-11,-0.1857
2022-04-08,-0.1156
2022-04-07,-0.0462
2022-04-06,0.0108
2022-04-05,0.0518
2022-04-04,0.0614
2022-04-01,0.0358
2022-03-31,0.0001
2022-03-30,-0.0501
2022-03-29,-0.1145
2022-03-28,-0.1752
2022-03-25,-0.2274
2022-03-24,-0.2903
2022-03-23,-0.3608
2022-03-22,-0.4366
2022-03-21,-0.5313
2022-03-18,-0.6218
2022-03-17,-0.7255
2022-03-16,-0.8052
2022-03-15,-0.8530
2022-03-14,-0.8516
2022-03-11,-0.8208
2022-03-10,-0.7740
2022-03-09,-0.7089
2022-03-08,-0.6166
2022-03-07,-0.4945
2022-03-04,-0.3675
2022-03-03,-0.2791
2022-03-02,-0.2164
2022-03-01,-0.1704
2022-02-28,-0.1172
2022-02-25,-0.0762
2022-02-24,-0.0103
2022-02-23,0.0698
2022-02-22,0.1469
2022-02-18,0.1965
2022-02-17,0.2013
2022-02-16,0.1796
2022-02-15,0.1391
2022-02-14,0.1012
2022-02-11,0.0694
2022-02-10,0.0144
2022-02-09,-0.0616
2022-02-08,-0.1291
2022-02-07,-0.1865
2022-02-04,-0.2315
2022-02-03,-0.2564
2022-02-02,-0.2718
2022-02-01,-0.2710
2022-01-31,-0.2378
2022-01-28,-0.1496
2022-01-27,-0.0196
2022-01-26,0.1150
2022-01-25,0.2323
2022-01-24,0.3241
2022-01-21,0.4081
2022-01-20,0.4680
2022-01-19,0.4845
2022-01-18,0.4695
2022-01-14,0.4201
2022-01-13,0.3638
2022-01-12,0.3142
2022-01-11,0.2786
2022-01-10,0.2435
2022-01-07,0.2104
2022-01-06,0.1529
2022-01-05,0.0961
2022-01-04,0.0291
2022-01-03,-0.0352
2021-12-31,-0.0810
2021-12-30,-0.1175
2021-12-29,-0.1675
2021-12-28,-0.2281
2021-12-27,-0.2949
2021-12-23,-0.3519
2021-12-22,-0.4013
2021-12-21,-0.4278
2021-12-20,-0.4267
2021-12-17,-0.3918
2021-12-16,-0.3638
2021-12-15,-0.3345
2021-12-14,-0.3208
2021-12-13,-0.3163
2021-12-10,-0.3324
2021-12-09,-0.3763
2021-12-08,-0.4277
2021-12-07,-0.4761
2021-12-06,-0.4984
2021-12-03,-0.4868
2021-12-02,-0.4359
2021-12-01,-0.3639
2021-11-30,-0.2495
2021-11-29,-0.1502
2021-11-26,-0.0475
2021-11-24,0.0474
2021-11-23,0.1162
2021-11-22,0.1840
2021-11-19,0.2331
2021-11-18,0.2456
2021-11-17,0.2128
2021-11-16,0.1715
2021-11-15,0.1210
2021-11-12,0.0593
2021-11-11,0.0259
2021-11-10,-0.0115
2021-11-09,-0.0581
2021-11-08,-0.1186
2021-11-05,-0.1836
2021-11-04,-0.2385
2021-11-03,-0.2595
2021-11-02,-0.2760
2021-11-01,-0.2826
2021-10-29,-0.2764
2021-10-28,-0.2420
2021-10-27,-0.2023
2021-10-26,-0.1573
2021-10-25,-0.1180
2021-10-22,-0.0809
2021-10-21,-0.0398
2021-10-20,0.0020
2021-10-19,0.0447
2021-10-18,0.0915
2021-10-15,0.1378
2021-10-14,0.1819
2021-10-13,0.2165
2021-10-12,0.2323
2021-10-11,0.2348
2021-10-08,0.2243
2021-10-07,0.2087
2021-10-06,0.1888
2021-10-05,0.1668
2021-10-04,0.1393
2021-10-01,0.1051
2021-09-30,0.0626
2021-09-29,0.0244
2021-09-28,-0.0302
2021-09-27,-0.0778
2021-09-24,-0.1409
2021-09-23,-0.1938
2021-09-22,-0.2355
2021-09-21,-0.2539
2021-09-20,-0.2506
2021-09-17,-0.2534
2021-09-16,-0.2646
2021-09-15,-0.2727
2021-09-14,-0.2767
2021-09-13,-0.2714
2021-09-10,-0.2660
2021-09-09,-0.2498
2021-09-08,-0.2398
2021-09-07,-0.2273
2021-09-03,-0.2273
2021-09-02,-0.2383
2021-09-01,-0.2509
2021-08-31,-0.2541
2021-08-30,-0.2554
2021-08-27,-0.2493
2021-08-26,-0.2421
2021-08-25,-0.2171
2021-08-24,-0.1912
2021-08-23,-0.1486
2021-08-20,-0.0821
2021-08-19,0.0064
2021-08-18,0.0880
2021-08-17,0.1419
2021-08-16,0.1699
2021-08-13,0.1632
2021-08-12,0.1286
2021-08-11,0.0766
2021-08-10,0.0204
2021-08-09,-0.0271
2021-08-06,-0.0688
2021-08-05,-0.1103
2021-08-04,-0.1503
2021-08-03,-0.1891
2021-08-02,-0.2373
2021-07-30,-0.2850
2021-07-29,-0.3449
2021-07-28,-0.4153
2021-07-27,-0.4730
2021-07-26,-0.5041
2021-07-23,-0.5309
2021-07-22,-0.5346
2021-07-21,-0.5215
2021-07-20,-0.4889
2021-07-19,-0.4234
2021-07-16,-0.3380
2021-07-15,-0.2795
2021-07-14,-0.2334
2021-07-13,-0.1966
2021-07-12,-0.1774
2021-07-09,-0.1780
2021-07-08,-0.1711
2021-07-07,-0.1476
2021-07-06,-0.1122
2021-07-02,-0.0845
2021-07-01,-0.0567
2021-06-30,-0.0318
2021-06-29,-0.0029
2021-06-28,0.0278
2021-06-25,0.0395
2021-06-24,0.0339
2021-06-23,0.0360
2021-06-22,0.0618
2021-06-21,0.0958
2021-06-18,0.1413
2021-06-17,0.2081
2021-06-16,0.2691
2021-06-15,0.3204
2021-06-14,0.3620
2021-06-11,0.4024
2021-06-10,0.4312
2021-06-09,0.4485
2021-06-08,0.4514
2021-06-07,0.4310
2021-06-04,0.3984
2021-06-03,0.3533
2021-06-02,0.2844
2021-06-01,0.1894
2021-05-28,0.0907
2021-05-27,-0.0006
2021-05-26,-0.0987
2021-05-25,-0.1763
2021-05-24,-0.2490
2021-05-21,-0.3067
2021-05-20,-0.3461
2021-05-19,-0.3620
2021-05-18,-0.3700
2021-05-17,-0.3810
2021-05-14,-0.3852
2021-05-13,-0.3785
2021-05-12,-0.3552
2021-05-11,-0.3353
2021-05-10,-0.3370
2021-05-07,-0.3442
2021-05-06,-0.3455
2021-05-05,-0.3282
2021-05-04,-0.3088
2021-05-03,-0.2992
2021-04-30,-0.2877
2021-04-29,-0.2708
2021-04-28,-0.2536
2021-04-27,-0.2341
2021-04-26,-0.2181
2021-04-23,-0.1828
2021-04-22,-0.1246
2021-04-21,-0.0490
2021-04-20,0.0273
2021-04-19,0.0996
2021-04-16,0.1452
2021-04-15,0.1799
2021-04-14,0.2086
2021-04-13,0.2363
2021-04-12,0.2661
2021-04-09,0.3011
2021-04-08,0.3264
2021-04-07,0.3458
2021-04-06,0.3663
2021-04-05,0.3787
2021-04-01,0.3903
2021-03-31,0.4218
2021-03-30,0.4603
2021-03-29,0.5183
2021-03-26,0.5956
2021-03-25,0.6952
2021-03-24,0.7998
2021-03-23,0.9151
2021-03-22,1.0018
2021-03-19,1.0399
2021-03-18,1.0406
2021-03-17,1.0065
2021-03-16,0.9277
2021-03-15,0.8301
2021-03-12,0.6846
2021-03-11,0.5396
2021-03-10,0.4483
2021-03-09,0.3909
2021-03-08,0.3770
2021-03-05,0.3745
2021-03-04,0.3638
2021-03-03,0.3397
2021-03-02,0.3071
2021-03-01,0.2884
2021-02-26,0.2735
2021-02-25,0.2781
2021-02-24,0.2556
2021-02-23,0.2135
2021-02-22,0.2138
2021-02-19,0.2028
2021-02-18,0.1794
2021-02-17,0.1639
2021-02-16,0.1195
2021-02-12,0.0686
2021-02-11,0.0246
2021-02-10,-0.0323
2021-02-09,-0.1047
2021-02-08,-0.1875
2021-02-05,-0.2604
2021-02-04,-0.3226
2021-02-03,-0.3799
2021-02-02,-0.4087
2021-02-01,-0.4031
2021-01-29,-0.3738
2021-01-28,-0.3370
2021-01-27,-0.3042
2021-01-26,-0.2716
2021-01-25,-0.2637
2021-01-22,-0.2635
2021-01-21,-0.2734
2021-01-20,-0.2900
2021-01-19,-0.3114
2021-01-15,-0.3204
2021-01-14,-0.3129
2021-01-13,-0.3122
2021-01-12,-0.2991
2021-01-11,-0.2822
2021-01-08,-0.2582
2021-01-07,-0.2361
2021-01-06,-0.2080
2021-01-05,-0.1620
2021-01-04,-0.1008
2020-12-31,-0.0204
2020-12-30,0.0375
2020-12-29,0.1010
2020-12-28,0.1782
2020-12-24,0.2673
2020-12-23,0.3650
2020-12-22,0.4710
2020-12-21,0.5919
2020-12-18,0.7214
2020-12-17,0.8543
2020-12-16,0.9815
2020-12-15,1.0939
2020-12-14,1.1947
2020-12-11,1.2889
2020-12-10,1.3634
2020-12-09,1.4130
2020-12-08,1.4468
2020-12-07,1.4493
2020-12-04,1.4377
2020-12-03,1.4306
2020-12-02,1.4212
2020-12-01,1.4565
2020-11-30,1.5082
2020-11-27,1.5337
2020-11-25,1.5100
2020-11-24,1.4549
2020-11-23,1.3789
2020-11-20,1.3041
2020-11-19,1.2186
2020-11-18,1.0663
2020-11-17,0.8745
2020-11-16,0.6422
2020-11-13,0.4350
2020-11-12,0.2667
2020-11-11,0.0991
2020-11-10,-0.1071
2020-11-09,-0.3112
2020-11-06,-0.4357
2020-11-05,-0.4648
2020-11-04,-0.4679
2020-11-03,-0.4331
2020-11-02,-0.3766
2020-10-30,-0.2801
2020-10-29,-0.1633
2020-10-28,-0.0581
2020-10-27,0.0343
2020-10-26,0.0871
2020-10-23,0.1068
2020-10-22,0.1009
2020-10-21,0.0942
2020-10-20,0.0994
2020-10-19,0.0919
2020-10-16,0.0860
2020-10-15,0.0843
2020-10-14,0.0930
2020-10-13,0.0994
2020-10-12,0.0949
2020-10-09,0.0648
2020-10-08,0.0289
2020-10-07,-0.0113
2020-10-06,-0.0478
2020-10-05,-0.0950
2020-10-02,-0.1885
2020-10-01,-0.2741
2020-09-30,-0.3549
2020-09-29,-0.4192
2020-09-28,-0.4649
2020-09-25,-0.4853
2020-09-24,-0.4462
2020-09-23,-0.3762
2020-09-22,-0.3301
2020-09-21,-0.3046
2020-09-18,-0.2873
2020-09-17,-0.2935
2020-09-16,-0.3133
2020-09-15,-0.3170
2020-09-14,-0.2948
2020-09-11,-0.2576
2020-09-10,-0.1902
2020-09-09,-0.1136
2020-09-08,-0.0499
2020-09-04,-0.0013
2020-09-03,0.0133
2020-09-02,0.0271
2020-09-01,0.0227
2020-08-31,0.0244
2020-08-28,0.0200
2020-08-27,0.0037
2020-08-26,-0.0062
2020-08-25,-0.0128
2020-08-24,-0.0271
2020-08-21,-0.0355
2020-08-20,-0.0094
2020-08-19,0.0065
2020-08-18,0.0147
2020-08-17,0.0052
2020-08-14,-0.0284
2020-08-13,-0.0896
2020-08-12,-0.1528
2020-08-11,-0.2320
2020-08-10,-0.3247
2020-08-07,-0.4006
2020-08-06,-0.4428
2020-08-05,-0.4801
2020-08-04,-0.4945
2020-08-03,-0.4577
2020-07-31,-0.3957
2020-07-30,-0.3192
2020-07-29,-0.2578
2020-07-28,-0.2123
2020-07-27,-0.1806
2020-07-24,-0.1516
2020-07-23,-0.1379
2020-07-22,-0.1342
2020-07-21,-0.1344
2020-07-20,-0.1231
2020-07-17,-0.1009
2020-07-16,-0.0892
2020-07-15,-0.0919
2020-07-14,-0.1032
2020-07-13,-0.0738
2020-07-10,-0.0240
2020-07-09,0.0287
2020-07-08,0.0948
2020-07-07,0.1442
2020-07-06,0.1970
2020-07-02,0.2422
2020-07-01,0.3229
2020-06-30,0.4154
2020-06-29,0.5152
2020-06-26,0.6353
2020-06-25,0.8491
2020-06-24,1.0557
2020-06-23,1.2536
2020-06-22,1.4241
2020-06-19,1.6004
2020-06-18,1.7777
2020-06-17,1.9341
2020-06-16,2.0805
2020-06-15,2.2071
2020-06-12,2.3383
2020-06-11,2.4326
2020-06-10,2.4582
2020-06-09,2.2239
2020-06-08,1.8384
2020-06-05,1.3881
2020-06-04,1.0507
2020-06-03,0.8080
2020-06-02,0.6284
2020-06-01,0.5173
2020-05-29,0.3952
2020-05-28,0.2641
2020-05-27,0.0972
2020-05-26,-0.0707
2020-05-22,-0.2144
2020-05-21,-0.3320
2020-05-20,-0.4455
2020-05-19,-0.5258
2020-05-18,-0.5857
2020-05-15,-0.6288
2020-05-14,-0.6014
2020-05-13,-0.5815
2020-05-12,-0.5639
2020-05-11,-0.5667
2020-05-08,-0.5820
2020-05-07,-0.5942
2020-05-06,-0.5697
2020-05-05,-0.5260
2020-05-04,-0.5122
2020-05-01,-0.5319
2020-04-30,-0.5679
2020-04-29,-0.6186
2020-04-28,-0.6363
2020-04-27,-0.6141
2020-04-24,-0.5869
2020-04-23,-0.5802
2020-04-22,-0.6145
2020-04-21,-0.6590
2020-04-20,-0.7413
2020-04-17,-0.8753
2020-04-16,-1.0370
2020-04-15,-1.1606
2020-04-14,-1.3460
2020-04-13,-1.5443
2020-04-09,-1.7838
2020-04-08,-2.0346
2020-04-07,-2.2600
2020-04-06,-2.4630
2020-04-03,-2.6542
2020-04-02,-2.7817
2020-04-01,-2.9458
2020-03-31,-3.1777
2020-03-30,-3.4755
2020-03-27,-3.7769
2020-03-26,-4.0617
2020-03-25,-4.2734
2020-03-24,-4.2962
2020-03-23,-4.1391
2020-03-20,-3.8588
2020-03-19,-3.5091
2020-03-18,-3.1329
2020-03-17,-2.7506
2020-03-16,-2.3926
2020-03-13,-2.0451
2020-03-12,-1.7463
2020-03-11,-1.4362
2020-03-10,-1.2079
2020-03-09,-1.0447
2020-03-06,-0.8847
2020-03-05,-0.7738
2020-03-04,-0.6554
2020-03-03,-0.5539
2020-03-02,-0.4279
2020-02-28,-0.2895
2020-02-27,-0.1246
2020-02-26,0.0137
2020-02-25,0.1230
2020-02-24,0.2216
2020-02-21,0.2812
2020-02-20,0.3076
2020-02-19,0.3138
2020-02-18,0.3051
2020-02-14,0.2809
2020-02-13,0.2376
2020-02-12,0.1750
2020-02-11,0.0980
2020-02-10,0.0182
2020-02-07,-0.0630
2020-02-06,-0.1327
2020-02-05,-0.1977
2020-02-04,-0.2298
2020-02-03,-0.2392
2020-01-31,-0.2472
2020-01-30,-0.2605
2020-01-29,-0.2764
2020-01-28,-0.2807
2020-01-27,-0.2705
2020-01-24,-0.2565
2020-01-23,-0.2406
2020-01-22,-0.2050
2020-01-21,-0.1590
2020-01-17,-0.1322
2020-01-16,-0.1317
2020-01-15,-0.1454
2020-01-14,-0.1585
2020-01-13,-0.1771
2020-01-10,-0.1964
2020-01-09,-0.2226
2020-01-08,-0.2603
2020-01-07,-0.2948
2020-01-06,-0.3367
2020-01-03,-0.3699
2020-01-02,-0.3972
2019-12-31,-0.4166
2019-12-30,-0.4212
2019-12-27,-0.4266
2019-12-26,-0.4349
2019-12-24,-0.4398
2019-12-23,-0.4432
2019-12-20,-0.4381
2019-12-19,-0.4091
2019-12-18,-0.3753
2019-12-17,-0.3251
2019-12-16,-0.2653
2019-12-13,-0.2116
2019-12-12,-0.1799
2019-12-11,-0.1506
2019-12-10,-0.1184
2019-12-09,-0.0760
2019-12-06,-0.0294
2019-12-05,0.0269
2019-12-04,0.1004
2019-12-03,0.1685
2019-12-02,0.2265
2019-11-29,0.2682
2019-11-27,0.2853
2019-11-26,0.2909
2019-11-25,0.2832
2019-11-22,0.2727
2019-11-21,0.2609
2019-11-20,0.2462
2019-11-19,0.2164
2019-11-18,0.1805
2019-11-15,0.1295
2019-11-14,0.0689
2019-11-13,0.0091
2019-11-12,-0.0520
2019-11-11,-0.1211
2019-11-08,-0.1930
2019-11-07,-0.2474
2019-11-06,-0.3129
2019-11-05,-0.3717
2019-11-04,-0.4285
2019-11-01,-0.4644
2019-10-31,-0.4835
2019-10-30,-0.4924
2019-10-29,-0.5020
2019-10-28,-0.4982
2019-10-25,-0.4677
2019-10-24,-0.4223
2019-10-23,-0.3647
2019-10-22,-0.2841
2019-10-21,-0.1895
2019-10-18,-0.0969
2019-10-17,-0.0414
2019-10-16,-0.0254
2019-10-15,-0.0114
2019-10-14,0.0064
2019-10-11,0.0238
2019-10-10,0.0444
2019-10-09,0.0729
2019-10-08,0.1003
2019-10-07,0.1337
2019-10-04,0.1712
2019-10-03,0.2191
2019-10-02,0.2777
2019-10-01,0.3382
2019-09-30,0.3812
2019-09-27,0.4114
2019-09-26,0.4339
2019-09-25,0.4501
2019-09-24,0.4693
2019-09-23,0.4942
2019-09-20,0.5170
2019-09-19,0.5235
2019-09-18,0.5122
2019-09-17,0.4914
2019-09-16,0.4693
2019-09-13,0.4471
2019-09-12,0.4173
2019-09-11,0.3869
2019-09-10,0.3522
2019-09-09,0.3432
2019-09-06,0.3446
2019-09-05,0.3343
2019-09-04,0.3220
2019-09-03,0.3031
2019-08-30,0.2667
2019-08-29,0.2007
2019-08-28,0.1258
2019-08-27,0.0450
2019-08-26,-0.0411
2019-08-23,-0.1393
2019-08-22,-0.2303
2019-08-21,-0.3053
2019-08-20,-0.3473
2019-08-19,-0.3728
2019-08-16,-0.3942
2019-08-15,-0.4026
2019-08-14,-0.4009
2019-08-13,-0.3930
2019-08-12,-0.4029
2019-08-09,-0.4088
2019-08-08,-0.4105
2019-08-07,-0.3942
2019-08-06,-0.3559
2019-08-05,-0.3091
2019-08-02,-0.2545
2019-08-01,-0.2013
2019-07-31,-0.1356
2019-07-30,-0.0755
2019-07-29,-0.0153
2019-07-26,0.0539
2019-07-25,0.1065
2019-07-24,0.1353
2019-07-23,0.1265
2019-07-22,0.0924
2019-07-19,0.0544
2019-07-18,0.0175
2019-07-17,0.0013
2019-07-16,-0.0240
2019-07-15,-0.0362
2019-07-12,-0.0434
2019-07-11,-0.0443
2019-07-10,-0.0226
2019-07-09,0.0170
2019-07-08,0.0624
2019-07-05,0.1139
2019-07-03,0.1631
2019-07-02,0.2157
2019-07-01,0.2638
2019-06-28,0.2971
2019-06-27,0.3077
2019-06-26,0.3015
2019-06-25,0.2690
2019-06-24,0.2308
2019-06-21,0.1741
2019-06-20,0.1101
2019-06-19,0.0385
2019-06-18,-0.0247
2019-06-17,-0.0815
2019-06-14,-0.1012
2019-06-13,-0.1106
2019-06-12,-0.1247
2019-06-11,-0.1413
2019-06-10,-0.1668
2019-06-07,-0.1986
2019-06-06,-0.2253
2019-06-05,-0.2407
2019-06-04,-0.2452
2019-06-03,-0.2377
2019-05-31,-0.2246
2019-05-30,-0.2236
2019-05-29,-0.2387
2019-05-28,-0.2577
2019-05-24,-0.2867
2019-05-23,-0.3138
2019-05-22,-0.3362
2019-05-21,-0.3630
2019-05-20,-0.3905
2019-05-17,-0.4012
2019-05-16,-0.4017
2019-05-15,-0.3813
2019-05-14,-0.3341
2019-05-13,-0.2734
2019-05-10,-0.2082
2019-05-09,-0.1644
2019-05-08,-0.1177
2019-05-07,-0.0765
2019-05-06,-0.0423
2019-05-03,-0.0347
2019-05-02,-0.0354
2019-05-01,-0.0375
2019-04-30,-0.0441
2019-04-29,-0.0555
2019-04-26,-0.0717
2019-04-25,-0.0906
2019-04-24,-0.1074
2019-04-23,-0.1127
2019-04-22,-0.1188
2019-04-18,-0.1306
2019-04-17,-0.1488
2019-04-16,-0.1633
2019-04-15,-0.1778
2019-04-12,-0.1796
2019-04-11,-0.1778
2019-04-10,-0.1600
2019-04-09,-0.1445
2019-04-08,-0.1522
2019-04-05,-0.1907
2019-04-04,-0.2651
2019-04-03,-0.3461
2019-04-02,-0.4181
2019-04-01,-0.4977
2019-03-29,-0.5665
2019-03-28,-0.6088
2019-03-27,-0.6308
2019-03-26,-0.6385
2019-03-25,-0.6263
2019-03-22,-0.5970
2019-03-21,-0.5472
2019-03-20,-0.4959
2019-03-19,-0.4270
2019-03-18,-0.3322
2019-03-15,-0.2163
2019-03-14,-0.0858
2019-03-13,0.0669
2019-03-12,0.2208
2019-03-11,0.3633
2019-03-08,0.4596
2019-03-07,0.5241
2019-03-06,0.5848
2019-03-05,0.6343
2019-03-04,0.6666
2019-03-01,0.6841
2019-02-28,0.6865
2019-02-27,0.6905
2019-02-26,0.7036
2019-02-25,0.7270
2019-02-22,0.7495
2019-02-21,0.7757
2019-02-20,0.8054
2019-02-19,0.8270
