Dates,BBANDS Values
2021-09-28,155.8236
2021-09-27,115.8450
2021-09-24,195.0256
2021-09-23,154.7394
2021-09-22,114.4532
2021-09-21,193.9333
2021-09-20,153.8266
2021-09-17,113.7199
2021-09-16,193.0834
2021-09-15,152.8468
2021-09-14,112.6102
2021-09-13,192.0058
2021-09-10,151.8250
2021-09-09,111.6442
2021-09-08,190.1831
2021-09-07,150.7482
2021-09-03,111.3133
2021-09-02,188.3493
2021-09-01,149.8650
2021-08-31,111.3807
2021-08-30,187.0184
2021-08-27,149.2152
2021-08-26,111.4120
2021-08-25,185.4048
2021-08-24,148.5564
2021-08-23,111.7080
2021-08-20,184.0045
2021-08-19,147.9476
2021-08-18,111.8907
2021-08-17,182.8133
2021-08-16,147.3968
2021-08-13,111.9803
2021-08-12,181.1294
2021-08-11,146.8252
2021-08-10,112.5210
2021-08-09,179.6806
2021-08-06,146.3134
2021-08-05,112.9462
2021-08-04,178.3300
2021-08-03,145.8096
2021-08-02,113.2892
2021-07-30,177.3325
2021-07-29,145.5252
2021-07-28,113.7179
2021-07-27,176.1562
2021-07-26,145.1978
2021-07-23,114.2394
2021-07-22,175.0623
2021-07-21,144.8980
2021-07-20,114.7337
2021-07-19,173.8448
2021-07-16,144.5632
2021-07-15,115.2816
2021-07-14,172.1334
2021-07-13,144.1040
2021-07-12,116.0746
2021-07-09,170.5076
2021-07-08,143.6694
2021-07-07,116.8312
2021-07-06,168.4090
2021-07-02,143.1928
2021-07-01,117.9766
2021-06-30,166.5960
2021-06-29,142.8462
2021-06-28,119.0964
2021-06-25,165.9609
2021-06-24,142.7156
2021-06-23,119.4703
2021-06-22,165.5149
2021-06-21,142.6316
2021-06-18,119.7483
2021-06-17,165.4780
2021-06-16,142.6240
2021-06-15,119.7700
2021-06-14,166.3752
2021-06-11,142.8114
2021-06-10,119.2476
2021-06-09,166.9110
2021-06-08,142.9484
2021-06-07,118.9858
2021-06-04,167.6108
2021-06-03,143.2016
2021-06-02,118.7924
2021-06-01,168.3196
2021-05-28,143.5136
2021-05-27,118.7076
2021-05-26,169.3131
2021-05-25,143.9218
2021-05-24,118.5305
2021-05-21,170.7400
2021-05-20,144.4188
2021-05-19,118.0976
2021-05-18,172.0117
2021-05-17,144.9676
2021-05-14,117.9235
2021-05-13,173.6233
2021-05-12,145.7334
2021-05-11,117.8435
2021-05-10,174.9470
2021-05-07,146.2098
2021-05-06,117.4726
2021-05-05,176.2378
2021-05-04,146.7686
2021-05-03,117.2994
2021-04-30,177.3095
2021-04-29,147.2998
2021-04-28,117.2901
2021-04-27,178.4190
2021-04-26,147.8976
2021-04-23,117.3762
2021-04-22,179.1871
2021-04-21,148.4268
2021-04-20,117.6665
2021-04-19,179.9729
2021-04-16,148.9978
2021-04-15,118.0227
2021-04-14,180.6473
2021-04-13,149.5768
2021-04-12,118.5063
2021-04-09,181.3069
2021-04-08,150.2438
2021-04-07,119.1807
2021-04-06,181.8976
2021-04-05,150.9286
2021-04-01,119.9596
2021-03-31,182.1784
2021-03-30,151.5858
2021-03-29,120.9932
2021-03-26,182.7670
2021-03-25,152.3358
2021-03-24,121.9046
2021-03-23,182.8062
2021-03-22,152.8840
2021-03-19,122.9618
2021-03-18,182.6998
2021-03-17,153.4700
2021-03-16,124.2402
2021-03-15,182.5454
2021-03-12,153.9478
2021-03-11,125.3502
2021-03-10,182.3359
2021-03-09,154.4240
2021-03-08,126.5121
2021-03-05,182.1560
2021-03-04,154.8866
2021-03-03,127.6172
2021-03-02,181.5347
2021-03-01,155.5288
2021-02-26,129.5229
2021-02-25,180.4504
2021-02-24,156.3354
2021-02-23,132.2204
2021-02-22,179.4288
2021-02-19,156.9964
2021-02-18,134.5640
2021-02-17,178.8525
2021-02-16,157.4502
2021-02-12,136.0479
2021-02-11,177.6853
2021-02-10,157.8544
2021-02-09,138.0235
2021-02-08,176.3260
2021-02-05,158.2624
2021-02-04,140.1988
2021-02-03,175.2366
2021-02-02,158.5802
2021-02-01,141.9238
2021-01-29,174.9001
2021-01-28,158.6850
2021-01-27,142.4699
2021-01-26,174.7181
2021-01-25,158.7622
2021-01-22,142.8063
2021-01-21,175.2934
2021-01-20,158.5832
2021-01-19,141.8730
2021-01-15,175.6314
2021-01-14,158.4670
2021-01-13,141.3026
2021-01-12,175.8700
2021-01-11,158.3806
2021-01-08,140.8912
2021-01-07,176.5134
2021-01-06,158.1112
2021-01-05,139.7090
2021-01-04,176.9977
2020-12-31,157.8800
2020-12-30,138.7623
2020-12-29,177.2881
2020-12-28,157.7306
2020-12-24,138.1731
2020-12-23,177.7102
2020-12-22,157.2906
2020-12-21,136.8710
2020-12-18,177.9988
2020-12-17,156.9092
2020-12-16,135.8196
2020-12-15,178.2219
2020-12-14,156.5274
2020-12-11,134.8329
2020-12-10,178.4430
2020-12-09,156.1828
2020-12-08,133.9226
2020-12-07,178.5787
2020-12-04,155.9656
2020-12-03,133.3525
2020-12-02,179.0217
2020-12-01,155.6086
2020-11-30,132.1955
2020-11-27,179.2507
2020-11-25,155.2786
2020-11-24,131.3065
2020-11-23,179.2885
2020-11-20,154.8086
2020-11-19,130.3287
2020-11-18,179.1961
2020-11-17,154.3004
2020-11-16,129.4047
2020-11-13,179.0233
2020-11-12,153.6592
2020-11-11,128.2951
2020-11-10,178.8146
2020-11-09,153.0430
2020-11-06,127.2714
2020-11-05,178.8484
2020-11-04,152.0986
2020-11-03,125.3488
2020-11-02,179.5407
2020-10-30,151.1438
2020-10-29,122.7469
2020-10-28,179.5495
2020-10-27,150.4824
2020-10-26,121.4153
2020-10-23,179.3125
2020-10-22,149.9774
2020-10-21,120.6423
2020-10-20,178.7493
2020-10-19,149.5116
2020-10-16,120.2739
2020-10-15,177.7678
2020-10-14,148.9542
2020-10-13,120.1406
2020-10-12,176.8535
2020-10-09,148.3950
2020-10-08,119.9365
2020-10-07,175.4868
2020-10-06,147.7384
2020-10-05,119.9900
2020-10-02,174.1832
2020-10-01,147.1390
2020-09-30,120.0948
2020-09-29,172.9772
2020-09-28,146.3522
2020-09-25,119.7272
2020-09-24,171.8442
2020-09-23,145.6226
2020-09-22,119.4010
2020-09-21,170.4985
2020-09-18,144.8868
2020-09-17,119.2751
2020-09-16,169.5496
2020-09-15,144.1444
2020-09-14,118.7392
2020-09-11,168.6358
2020-09-10,143.2678
2020-09-09,117.8998
2020-09-08,167.8080
2020-09-04,142.3550
2020-09-03,116.9020
2020-09-02,166.5081
2020-09-01,141.5064
2020-08-31,116.5047
2020-08-28,165.2007
2020-08-27,140.5876
2020-08-26,115.9745
2020-08-25,163.8853
2020-08-24,139.8648
2020-08-21,115.8443
2020-08-20,161.8450
2020-08-19,138.9938
2020-08-18,116.1426
2020-08-17,160.6257
2020-08-14,138.4486
2020-08-13,116.2715
2020-08-12,159.4817
2020-08-11,137.7478
2020-08-10,116.0139
2020-08-07,158.4541
2020-08-06,137.1700
2020-08-05,115.8859
2020-08-04,157.4647
2020-08-03,136.5144
2020-07-31,115.5641
2020-07-30,156.2026
2020-07-29,135.9694
2020-07-28,115.7362
2020-07-27,154.6928
2020-07-24,135.4652
2020-07-23,116.2376
2020-07-22,152.6503
2020-07-21,134.9032
2020-07-20,117.1561
2020-07-17,151.6368
2020-07-16,134.7136
2020-07-15,117.7904
2020-07-14,151.0173
2020-07-13,134.6004
2020-07-10,118.1835
2020-07-09,151.9795
2020-07-08,134.7854
2020-07-07,117.5913
2020-07-06,152.5209
2020-07-02,134.9022
2020-07-01,117.2835
2020-06-30,152.6358
2020-06-29,134.9314
2020-06-26,117.2270
2020-06-25,152.9840
2020-06-24,135.0292
2020-06-23,117.0744
2020-06-22,153.6098
2020-06-19,135.1706
2020-06-18,116.7314
2020-06-17,154.7299
2020-06-16,135.5200
2020-06-15,116.3101
2020-06-12,157.2038
2020-06-11,136.0794
2020-06-10,114.9550
2020-06-09,160.6704
2020-06-08,136.7982
2020-06-05,112.9260
2020-06-04,163.9923
2020-06-03,137.6104
2020-06-02,111.2285
2020-06-01,167.5242
2020-05-29,138.4768
2020-05-28,109.4294
2020-05-27,171.0223
2020-05-26,139.3510
2020-05-22,107.6797
2020-05-21,174.5791
2020-05-20,140.3362
2020-05-19,106.0933
2020-05-18,177.1428
2020-05-15,141.1642
2020-05-14,105.1856
2020-05-13,179.7649
2020-05-12,142.0290
2020-05-11,104.2931
2020-05-08,182.3257
2020-05-07,142.9120
2020-05-06,103.4983
2020-05-05,184.1092
2020-05-04,143.6070
2020-05-01,103.1048
2020-04-30,185.7718
2020-04-29,144.4282
2020-04-28,103.0846
2020-04-27,187.3613
2020-04-24,145.1890
2020-04-23,103.0167
2020-04-22,189.0954
2020-04-21,146.0134
2020-04-20,102.9314
2020-04-17,190.8067
2020-04-16,146.8518
2020-04-15,102.8969
2020-04-14,192.7386
2020-04-13,147.8376
2020-04-09,102.9366
2020-04-08,195.3027
2020-04-07,148.9868
2020-04-06,102.6709
2020-04-03,197.4720
2020-04-02,150.3588
2020-04-01,103.2456
2020-03-31,199.3131
2020-03-30,151.8716
2020-03-27,104.4301
2020-03-26,201.6242
2020-03-25,153.2298
2020-03-24,104.8354
2020-03-23,203.8022
2020-03-20,154.4312
2020-03-19,105.0602
2020-03-18,205.4739
2020-03-17,155.4018
2020-03-16,105.3297
2020-03-13,207.1240
2020-03-12,156.3644
2020-03-11,105.6048
2020-03-10,208.6887
2020-03-09,157.3606
2020-03-06,106.0325
2020-03-05,209.9746
2020-03-04,158.2964
2020-03-03,106.6182
2020-03-02,211.5277
2020-02-28,159.3072
2020-02-27,107.0867
2020-02-26,212.4984
2020-02-25,160.4122
2020-02-24,108.3260
2020-02-21,213.8296
2020-02-20,161.6408
2020-02-19,109.4520
2020-02-18,214.8989
2020-02-14,162.8000
2020-02-13,110.7011
2020-02-12,215.6467
2020-02-11,164.0252
2020-02-10,112.4037
2020-02-07,215.5671
2020-02-06,165.1818
2020-02-05,114.7965
2020-02-04,215.0331
2020-02-03,166.3042
2020-01-31,117.5753
2020-01-30,214.6268
2020-01-29,167.3474
2020-01-28,120.0680
2020-01-27,213.9511
2020-01-24,168.5012
2020-01-23,123.0513
2020-01-22,213.4920
2020-01-21,169.5296
2020-01-17,125.5672
2020-01-16,212.6316
2020-01-15,170.4952
2020-01-14,128.3588
2020-01-13,211.9214
2020-01-10,171.2376
2020-01-09,130.5538
2020-01-08,210.8344
2020-01-07,172.3734
2020-01-06,133.9124
2020-01-03,210.0980
2020-01-02,173.6064
2019-12-31,137.1148
2019-12-30,209.2441
2019-12-27,175.0998
2019-12-26,140.9555
2019-12-24,208.3978
2019-12-23,176.4102
2019-12-20,144.4226
2019-12-19,208.3650
2019-12-18,177.8580
2019-12-17,147.3510
2019-12-16,207.6664
2019-12-13,179.2214
2019-12-12,150.7764
2019-12-11,207.8011
2019-12-10,180.2120
2019-12-09,152.6229
2019-12-06,207.7399
2019-12-05,181.1310
2019-12-04,154.5221
2019-12-03,208.1073
2019-12-02,181.9664
2019-11-29,155.8255
2019-11-27,209.0091
2019-11-26,183.0754
2019-11-25,157.1417
2019-11-22,209.7759
2019-11-21,184.3748
2019-11-20,158.9737
2019-11-19,210.9135
2019-11-18,185.7766
2019-11-15,160.6397
2019-11-14,212.0953
2019-11-13,187.0468
2019-11-12,161.9983
2019-11-11,212.2380
2019-11-08,188.1584
2019-11-07,164.0788
2019-11-06,213.3019
2019-11-05,189.0636
2019-11-04,164.8253
2019-11-01,215.2427
2019-10-31,189.9204
2019-10-30,164.5981
2019-10-29,216.7588
2019-10-28,190.6992
2019-10-25,164.6396
2019-10-24,218.0031
2019-10-23,191.3442
2019-10-22,164.6853
2019-10-21,219.0855
2019-10-18,191.9116
2019-10-17,164.7377
2019-10-16,219.7408
2019-10-15,192.3210
2019-10-14,164.9012
2019-10-11,220.3129
2019-10-10,192.8518
2019-10-09,165.3907
2019-10-08,220.9451
2019-10-07,193.3634
2019-10-04,165.7817
2019-10-03,221.6009
2019-10-02,193.8728
2019-10-01,166.1447
2019-09-30,221.6725
2019-09-27,194.3520
2019-09-26,167.0315
2019-09-25,221.4453
2019-09-24,194.6628
2019-09-23,167.8803
2019-09-20,221.1948
2019-09-19,194.9538
2019-09-18,168.7128
2019-09-17,221.0699
2019-09-16,195.2798
2019-09-13,169.4897
2019-09-12,221.2507
2019-09-11,195.7874
2019-09-10,170.3241
2019-09-09,221.5066
2019-09-06,196.2184
2019-09-05,170.9302
2019-09-04,221.8796
2019-09-03,196.5036
2019-08-30,171.1276
2019-08-29,222.7685
2019-08-28,196.9722
2019-08-27,171.1759
2019-08-26,223.8343
2019-08-23,197.4838
2019-08-22,171.1333
2019-08-21,225.5264
2019-08-20,198.0858
2019-08-19,170.6452
2019-08-16,227.2250
2019-08-15,198.7290
2019-08-14,170.2330
2019-08-13,228.6281
2019-08-12,199.4438
2019-08-09,170.2595
2019-08-08,229.4681
2019-08-07,200.0138
2019-08-06,170.5595
2019-08-05,230.1720
2019-08-02,200.5532
2019-08-01,170.9344
2019-07-31,230.4412
2019-07-30,201.0186
2019-07-29,171.5960
2019-07-26,231.0635
2019-07-25,201.5078
2019-07-24,171.9521
2019-07-23,231.3552
2019-07-22,202.0166
2019-07-19,172.6780
2019-07-18,231.8003
2019-07-17,202.4214
2019-07-16,173.0425
2019-07-15,232.2214
2019-07-12,202.8902
2019-07-11,173.5590
2019-07-10,232.3583
2019-07-09,203.2676
2019-07-08,174.1769
2019-07-05,232.0179
2019-07-03,203.6962
2019-07-02,175.3745
2019-07-01,231.3970
2019-06-28,204.2400
2019-06-27,177.0830
2019-06-26,230.7416
2019-06-25,204.7886
2019-06-24,178.8356
2019-06-21,230.1773
2019-06-20,205.3434
2019-06-19,180.5095
2019-06-18,229.4733
2019-06-17,205.8356
2019-06-14,182.1979
2019-06-13,228.2469
2019-06-12,206.4440
2019-06-11,184.6411
2019-06-10,226.1820
2019-06-07,207.0944
2019-06-06,188.0068
2019-06-05,225.1661
2019-06-04,207.4680
2019-06-03,189.7699
2019-05-31,225.1902
2019-05-30,207.4606
2019-05-29,189.7310
2019-05-28,225.3692
2019-05-24,207.3570
2019-05-23,189.3448
2019-05-22,225.5496
2019-05-21,207.2746
2019-05-20,188.9996
2019-05-17,225.6436
2019-05-16,207.0764
2019-05-15,188.5092
2019-05-14,225.7424
2019-05-13,206.9568
2019-05-10,188.1712
2019-05-09,225.7614
2019-05-08,206.9362
2019-05-07,188.1110
2019-05-06,225.7021
2019-05-03,207.1090
2019-05-02,188.5159
2019-05-01,225.7243
2019-04-30,207.2854
2019-04-29,188.8465
2019-04-26,225.7879
2019-04-25,207.3254
2019-04-24,188.8629
2019-04-23,225.6119
2019-04-22,207.2304
2019-04-18,188.8489
2019-04-17,225.0471
2019-04-16,206.9694
2019-04-15,188.8917
2019-04-12,224.5484
2019-04-11,206.5846
2019-04-10,188.6208
2019-04-09,224.4054
2019-04-08,206.4314
2019-04-05,188.4574
2019-04-04,224.5502
2019-04-03,205.9492
2019-04-02,187.3482
2019-04-01,223.9007
2019-03-29,205.5312
2019-03-28,187.1617
2019-03-27,223.4152
2019-03-26,205.1840
2019-03-25,186.9528
2019-03-22,223.0600
2019-03-21,204.9028
2019-03-20,186.7456
2019-03-19,222.9965
2019-03-18,204.8764
2019-03-15,186.7563
2019-03-14,223.0843
2019-03-13,204.9300
2019-03-12,186.7757
2019-03-11,223.2036
2019-03-08,205.0002
2019-03-07,186.7968
2019-03-06,223.5023
2019-03-05,205.1324
2019-03-04,186.7625
2019-03-01,224.8805
2019-02-28,205.5106
2019-02-27,186.1407
2019-02-26,226.2250
2019-02-25,206.0382
2019-02-22,185.8514
2019-02-21,227.1786
2019-02-20,206.7428
2019-02-19,186.3070
2019-02-15,228.7532
2019-02-14,207.6096
2019-02-13,186.4660
2019-02-12,229.2605
2019-02-11,208.1434
2019-02-08,187.0263
2019-02-07,229.7645
2019-02-06,208.4490
2019-02-05,187.1335
2019-02-04,230.1981
2019-02-01,208.7350
2019-01-31,187.2719
2019-01-30,230.7455
2019-01-29,209.0420
2019-01-28,187.3385
2019-01-25,231.2047
2019-01-24,209.2118
2019-01-23,187.2189
2019-01-22,231.6585
2019-01-18,209.3594
2019-01-17,187.0603
2019-01-16,230.9945
2019-01-15,209.1198
2019-01-14,187.2451
2019-01-11,230.2460
2019-01-10,208.8682
2019-01-09,187.4904
2019-01-08,229.6207
2019-01-07,208.6456
2019-01-04,187.6705
2019-01-03,229.4822
2019-01-02,208.5882
2018-12-31,187.6942
2018-12-28,229.1979
2018-12-27,208.4084
2018-12-26,187.6189
2018-12-24,229.1677
2018-12-21,208.3792
2018-12-20,187.5907
2018-12-19,228.8951
2018-12-18,208.2014
2018-12-17,187.5077
2018-12-14,228.8504
2018-12-13,208.1708
2018-12-12,187.4912
2018-12-11,228.8426
2018-12-10,208.1668
2018-12-07,187.4910
2018-12-06,228.8163
2018-12-04,208.1536
2018-12-03,187.4909
